net,length_um
_0015_,47.465µm
_1582_,47.2µm
net70,47.08µm
net37,46.825µm
_1135_,46.8µm
_1145_,46.745µm
_1963_,46.74µm
RESULT_ALU\[9\],46.64µm
_0664_,46.62µm
_1470_,46.56µm
_2121_,46.56µm
_0796_,46.42µm
_2013_,46.42µm
net58,46.18µm
_2163_,46.16µm
_0527_,46.06µm
_1926_,45.92µm
_1601_,45.9µm
_1378_,45.78µm
_1366_,45.72µm
_2192_,45.72µm
net80,45.64µm
_2040_,45.22µm
_1174_,45.06µm
_1573_,44.45µm
_2379_,44.26µm
_1658_,44.1µm
RESULT_SYS\[14\],44.02µm
_0946_,44µm
_1347_,43.98µm
_0869_,43.96µm
_2072_,43.76µm
_0826_,43.6µm
RESULT_SYS\[13\],43.44µm
_0447_,43.32µm
_2130_,43.16µm
_0282_,43.065µm
_0614_,42.46µm
_2385_,42.3µm
_0472_,42.28µm
_0610_,42.08µm
_2048_,42.08µm
_0999_,42.04µm
_0648_,42.02µm
_1104_,42µm
_1754_,41.94µm
_0866_,41.84µm
_1586_,41.785µm
_2095_,41.76µm
RESULT_MEM\[12\],41.42µm
_1273_,41.285µm
_1180_,41.18µm
RESULT_SYS\[8\],41.09µm
INSTR\[30\],41.02µm
_2074_,40.88µm
_1818_,40.78µm
_1175_,40.73µm
_1542_,40.64µm
_1519_,40.62µm
_1772_,40.38µm
_2399_,40.34µm
_0951_,40.22µm
_1619_,40.2µm
_2291_,40.12µm
_1669_,40.1µm
_1615_,39.94µm
net57,39.735µm
INSTR\[31\],39.72µm
_1995_,39.68µm
_0612_,39.48µm
_1564_,39.42µm
net79,39.28µm
_1514_,39.28µm
_2376_,39.26µm
RESULT_MEM\[8\],39.15µm
_1735_,38.96µm
_2123_,38.94µm
_2397_,38.62µm
_0704_,38.36µm
_0640_,38.2µm
_1712_,38.14µm
_1591_,37.98µm
_2375_,37.7µm
_0558_,37.66µm
_1210_,37.6µm
_1764_,37.44µm
_1750_,37.24µm
_0573_,37.16µm
_2115_,36.84µm
_0950_,36.78µm
RESULT_SYS\[10\],36.71µm
net81,36.52µm
_0556_,36.48µm
_2132_,36.38µm
_0584_,35.965µm
REG_COND\[3\],35.92µm
_2057_,35.86µm
_1904_,35.58µm
_0276_,35.52µm
_0623_,35.38µm
_1782_,35.38µm
_2150_,35.08µm
_1118_,34.76µm
_1572_,34.54µm
_0827_,34.52µm
_0532_,34.48µm
_0437_,34.42µm
_1355_,34.42µm
_2373_,34.26µm
RESULT_SYS\[0\],34.23µm
REG_DEST\[0\],34.075µm
_0599_,33.86µm
_1650_,33.84µm
_0632_,33.74µm
_1194_,33.72µm
REG_DEST\[2\],33.69µm
_0448_,33.6µm
_0678_,33.28µm
_0787_,33.2µm
_0672_,33.1µm
REG_COND\[4\],33.08µm
_1038_,33.08µm
_2154_,33.04µm
_0882_,32.88µm
REG_FILE\[5\]\[11\],32.78µm
_1358_,32.28µm
_2096_,32.1µm
_0753_,32.06µm
_0566_,32.04µm
_2381_,32.02µm
_1822_,32µm
_1798_,31.94µm
_1224_,31.855µm
_1163_,31.72µm
_0525_,31.58µm
_0754_,31.5µm
REG_DEST\[1\],31.41µm
_1490_,31.22µm
_1475_,31.2µm
REG_FILE\[11\]\[0\],31.14µm
REG_FILE\[13\]\[9\],31.04µm
net48,30.995µm
_1166_,30.76µm
_1895_,30.7µm
_1405_,30.52µm
REG_FILE\[9\]\[8\],30.46µm
_1691_,30.42µm
REG_FILE\[5\]\[3\],30.28µm
_2217_,30.22µm
REG_FILE\[12\]\[7\],30.2µm
_0763_,30.2µm
INSTR_STREAM[31],30.12µm
_0615_,30.11µm
_0736_,30.08µm
_1360_,30.04µm
REG_DEST\[3\],30.035µm
_1284_,29.92µm
RESULT_SYS\[7\],29.84µm
_1983_,29.82µm
REG_FILE\[5\]\[15\],29.7µm
INSTR_STREAM[27],29.68µm
MEM_LD_DATA[2],29.44µm
REG_FILE\[7\]\[15\],29.42µm
_1609_,29.28µm
_2297_,29.22µm
_1720_,29.04µm
_0786_,28.96µm
RESULT_SYS\[5\],28.93µm
INSTR_STREAM[26],28.9µm
REG_FILE\[14\]\[0\],28.86µm
_1451_,28.82µm
INSTR\[17\],28.78µm
_1165_,28.72µm
_1739_,28.62µm
_2418_,28.48µm
JMP_DEST\[15\],28.36µm
_0627_,28.32µm
_1628_,28.26µm
REG_FILE\[14\]\[10\],28.24µm
_0597_,28.2µm
_1694_,28.15µm
REG_FILE\[7\]\[11\],28.1µm
_2196_,28µm
_0435_,27.9µm
INSTR_STREAM[29],27.84µm
_0779_,27.78µm
RESULT_ALU\[11\],27.75µm
REG_FILE\[14\]\[3\],27.74µm
_0620_,27.74µm
REG_FILE\[14\]\[11\],27.71µm
REG_FILE\[8\]\[9\],27.68µm
_1834_,27.68µm
MEM_LD_DATA[7],27.68µm
REG_FILE\[0\]\[3\],27.62µm
_1610_,27.56µm
_0485_,27.44µm
_1644_,27.42µm
REG_FILE\[12\]\[0\],27.3µm
_0554_,27.28µm
REG_FILE\[6\]\[8\],27.26µm
_1189_,27.24µm
_1301_,27.2µm
INSTR\[16\],27.14µm
MAIN_LDH,27.14µm
REG_FILE\[12\]\[9\],27.06µm
REG_FILE\[0\]\[6\],26.98µm
_2164_,26.9µm
_0451_,26.85µm
_1160_,26.8µm
_1298_,26.78µm
_1485_,26.78µm
REG_FILE\[11\]\[2\],26.72µm
REG_FILE\[6\]\[9\],26.68µm
REG_FILE\[12\]\[8\],26.54µm
_1340_,26.54µm
_1190_,26.52µm
REG_FILE\[9\]\[9\],26.46µm
REG_FILE\[8\]\[15\],26.44µm
_1979_,26.44µm
RESULT_SYS\[9\],26.39µm
REG_FILE\[5\]\[4\],26.36µm
_0689_,26.34µm
REG_FILE\[11\]\[8\],26.28µm
JMP_DEST\[13\],26.265µm
REG_FILE\[0\]\[4\],26.24µm
REG_FILE\[12\]\[4\],26.24µm
REG_FILE\[13\]\[7\],26.16µm
_1663_,26.06µm
INSTR\[22\],25.94µm
REG_FILE\[10\]\[9\],25.92µm
REG_FILE\[12\]\[12\],25.86µm
_0742_,25.84µm
_1382_,25.78µm
DEVICES_LDH,25.74µm
INSTR_ADDR[15],25.66µm
_1338_,25.64µm
_2103_,25.64µm
_0643_,25.56µm
_1263_,25.5µm
_0777_,25.46µm
_1491_,25.42µm
MEM_LD_DATA[15],25.38µm
REG_FILE\[10\]\[0\],25.34µm
_1510_,25.3µm
_0868_,25.24µm
_1922_,25.18µm
_2265_,25.145µm
_1554_,25.06µm
INSTR_STREAM[25],25µm
REG_FILE\[3\]\[4\],24.94µm
_0709_,24.92µm
REG_FILE\[1\]\[12\],24.9µm
_1642_,24.88µm
REG_FILE\[13\]\[3\],24.78µm
_0965_,24.74µm
REG_FILE\[12\]\[3\],24.66µm
_1305_,24.64µm
_0738_,24.6µm
DEVICES_STRH,24.58µm
_1310_,24.55µm
INSTR_STREAM[24],24.46µm
_1300_,24.44µm
REG_FILE\[8\]\[3\],24.38µm
REG_FILE\[3\]\[1\],24.36µm
REG_FILE\[11\]\[15\],24.34µm
_1896_,24.34µm
_0513_,24.2µm
_1077_,24.18µm
REG_FILE\[1\]\[1\],24.16µm
REG_FILE\[0\]\[8\],24.08µm
_1018_,24.08µm
REG_FILE\[3\]\[12\],24µm
net34,23.955µm
MAIN_STRH,23.94µm
REG_FILE\[13\]\[14\],23.92µm
MEM_LD_DATA[9],23.92µm
REG_FILE\[1\]\[11\],23.88µm
REG_FILE\[3\]\[14\],23.88µm
_0697_,23.84µm
_0449_,23.82µm
REG_FILE\[6\]\[2\],23.74µm
REG_FILE\[7\]\[2\],23.72µm
RESULT_SYS\[4\],23.67µm
REG_FILE\[9\]\[7\],23.66µm
_0712_,23.66µm
_1666_,23.66µm
_1775_,23.66µm
INSTR_ADDR[4],23.65µm
REG_FILE\[6\]\[3\],23.62µm
_1072_,23.56µm
_1593_,23.54µm
MEM_LD_DATA[4],23.46µm
REG_FILE\[2\]\[6\],23.38µm
REG_FILE\[1\]\[10\],23.34µm
REG_FILE\[7\]\[9\],23.3µm
_0728_,23.28µm
REG_FILE\[7\]\[4\],23.22µm
_0482_,23.2µm
_0545_,23.18µm
INSTR_STREAM[2],23.17µm
INSTR_STREAM[30],23.16µm
_1402_,23.12µm
STATE\[5\],23.08µm
_1248_,23.04µm
net20,23µm
REG_FILE\[13\]\[2\],23µm
net42,22.995µm
MEM_ADDR[14],22.94µm
REG_FILE\[5\]\[2\],22.92µm
_0902_,22.9µm
INSTR_ADDR[8],22.9µm
REG_FILE\[3\]\[8\],22.88µm
net17,22.86µm
REG_FILE\[12\]\[1\],22.86µm
_1486_,22.84µm
_1965_,22.84µm
REG_FILE\[13\]\[4\],22.76µm
_2270_,22.76µm
INSTR_ADDR[3],22.73µm
REG_FILE\[8\]\[8\],22.72µm
RESULT_ALU\[6\],22.71µm
REG_FILE\[5\]\[9\],22.7µm
_2014_,22.605µm
_1272_,22.6µm
_1501_,22.6µm
REG_FILE\[1\]\[5\],22.58µm
REG_FILE\[3\]\[7\],22.54µm
_0600_,22.5µm
INSTR_STREAM[19],22.49µm
MEM_LD_DATA[5],22.49µm
_1951_,22.48µm
MAIN_LDW,22.44µm
_1800_,22.4µm
DEVICES_LDW,22.4µm
INSTR_STREAM[16],22.35µm
MEM_LD_DATA[14],22.32µm
REG_FILE\[0\]\[10\],22.28µm
REG_FILE\[5\]\[6\],22.28µm
_1256_,22.28µm
REG_FILE\[0\]\[15\],22.24µm
_1238_,22.2µm
_0844_,22.18µm
_0883_,22.18µm
REG_FILE\[13\]\[8\],22.17µm
REG_FILE\[14\]\[2\],22.16µm
REG_FILE\[9\]\[1\],22.14µm
REG_FILE\[1\]\[15\],22.12µm
REG_FILE\[10\]\[15\],22.1µm
REG_FILE\[5\]\[8\],22.1µm
INSTR_STREAM[18],22.09µm
_1780_,22.08µm
_1563_,22.06µm
REG_FILE\[7\]\[7\],22.04µm
_2370_,22.04µm
INSTR_ADDR[7],21.98µm
_1142_,21.96µm
_2065_,21.96µm
REG_FILE\[10\]\[7\],21.92µm
RESULT_MEM\[7\],21.92µm
REG_FILE\[1\]\[3\],21.9µm
_0489_,21.88µm
_1397_,21.88µm
REG_FILE\[8\]\[6\],21.8µm
_2322_,21.78µm
_1968_,21.74µm
_0517_,21.73µm
_1837_,21.7µm
INSTR\[23\],21.66µm
INSTR_ADDR[5],21.64µm
REG_FILE\[3\]\[11\],21.6µm
REG_FILE\[5\]\[1\],21.6µm
_1368_,21.59µm
INSTR_ADDR[9],21.56µm
REG_FILE\[4\]\[2\],21.52µm
INSTR_STREAM[0],21.51µm
_1734_,21.5µm
REG_FILE\[2\]\[3\],21.46µm
_0792_,21.42µm
MEM_LD_DATA[3],21.4µm
_0624_,21.38µm
REG_FILE\[13\]\[0\],21.26µm
REG_FILE\[10\]\[2\],21.22µm
REG_FILE\[9\]\[14\],21.18µm
_2053_,21.16µm
REG_FILE\[9\]\[15\],21.14µm
_1931_,21.12µm
_1580_,21.08µm
_0970_,21.045µm
REG_FILE\[13\]\[15\],21.02µm
REG_FILE\[5\]\[7\],20.92µm
net99,20.9µm
_2098_,20.9µm
REG_FILE\[14\]\[14\],20.86µm
INSTR_STREAM[1],20.85µm
INSTR_ADDR[10],20.82µm
_1765_,20.8µm
REG_FILE\[8\]\[4\],20.78µm
INSTR_STREAM[12],20.78µm
REG_FILE\[8\]\[7\],20.72µm
_2319_,20.72µm
REG_FILE\[11\]\[3\],20.68µm
_1583_,20.66µm
INSTR_ADDR[2],20.65µm
INSTR_ADDR[12],20.64µm
REG_FILE\[1\]\[13\],20.54µm
REG_FILE\[9\]\[10\],20.54µm
REG_FILE\[9\]\[6\],20.48µm
_1923_,20.475µm
_0693_,20.46µm
MEM_STR_DATA[9],20.45µm
REG_FILE\[1\]\[6\],20.44µm
REG_FILE\[1\]\[9\],20.4µm
_2296_,20.385µm
_1231_,20.36µm
_1736_,20.34µm
_0537_,20.32µm
_0593_,20.28µm
REG_FILE\[12\]\[5\],20.26µm
STREAM_WRITE_DEST,20.26µm
_0510_,20.22µm
MAIN_STRW,20.22µm
MEM_ADDR[11],20.22µm
MEM_ADDR[7],20.22µm
INSTR_ADDR[0],20.17µm
REG_FILE\[9\]\[2\],20.16µm
REG_FILE\[9\]\[12\],20.12µm
_1281_,20.06µm
REG_FILE\[6\]\[11\],20.02µm
REG_FILE\[6\]\[1\],20.02µm
_1067_,19.98µm
REG_FILE\[13\]\[13\],19.94µm
REG_FILE\[8\]\[12\],19.94µm
_1143_,19.94µm
REG_FILE\[5\]\[0\],19.9µm
REG_FILE\[1\]\[14\],19.86µm
INSTR_STREAM[9],19.86µm
MEM_LD_DATA[0],19.86µm
_2091_,19.82µm
REG_FILE\[3\]\[15\],19.815µm
_0441_,19.765µm
_1808_,19.76µm
_1876_,19.76µm
net100,19.74µm
REG_COND\[5\],19.74µm
REG_FILE\[13\]\[12\],19.74µm
_2187_,19.74µm
_0101_,19.735µm
INVALID_MEM,19.68µm
MEM_ADDR[12],19.68µm
_2380_,19.66µm
REG_FILE\[11\]\[4\],19.62µm
REG_FILE\[14\]\[12\],19.62µm
_0656_,19.62µm
MEM_LD_DATA[11],19.56µm
REG_FILE\[7\]\[0\],19.54µm
_0462_,19.52µm
REG_FILE\[4\]\[6\],19.5µm
REG_FILE\[10\]\[10\],19.48µm
_0780_,19.48µm
_2113_,19.46µm
_1099_,19.44µm
_1753_,19.4µm
_2043_,19.37µm
REG_FILE\[13\]\[5\],19.36µm
