net,length_um
_0739_,24.82µm
_2093_,24.805µm
_2087_,24.8µm
REG_FILE\[13\]\[3\],24.77µm
INSTR\[23\],24.76µm
net22,24.72µm
_1708_,24.72µm
_0762_,24.62µm
_1315_,24.48µm
net558,24.48µm
REG_FILE\[5\]\[14\],24.46µm
_1908_,24.46µm
_0709_,24.44µm
_2210_,24.44µm
_2105_,24.4µm
_0847_,24.36µm
REG_FILE\[13\]\[2\],24.34µm
net5,24.3µm
_0811_,24.26µm
REG_FILE\[10\]\[10\],24.24µm
_1027_,24.24µm
_1692_,24.24µm
REG_FILE\[0\]\[0\],24.22µm
REG_FILE\[11\]\[4\],24.18µm
_1127_,24.18µm
_1516_,24.18µm
REG_FILE\[6\]\[10\],24.17µm
_1050_,24.16µm
_2125_,24.16µm
_1134_,24.1µm
net20,24.08µm
REG_FILE\[0\]\[5\],24µm
INSTR_ADDR[14],23.99µm
_0880_,23.98µm
_1804_,23.94µm
REG_FILE\[8\]\[7\],23.86µm
_0684_,23.84µm
_1797_,23.84µm
_2335_,23.81µm
_1654_,23.8µm
_1940_,23.8µm
REG_FILE\[2\]\[1\],23.78µm
STATE\[0\],23.78µm
REG_FILE\[10\]\[12\],23.76µm
_0002_,23.7µm
_2144_,23.66µm
_0510_,23.64µm
_0923_,23.64µm
_1975_,23.64µm
_2061_,23.64µm
REG_COND\[1\],23.58µm
REG_FILE\[12\]\[14\],23.58µm
REG_FILE\[4\]\[14\],23.56µm
_1775_,23.545µm
REG_FILE\[0\]\[3\],23.54µm
REG_FILE\[0\]\[6\],23.5µm
_1219_,23.5µm
_1920_,23.5µm
REG_FILE\[4\]\[10\],23.42µm
REG_FILE\[12\]\[4\],23.4µm
_1930_,23.34µm
RESULT_SYS\[6\],23.31µm
_1283_,23.31µm
_1825_,23.26µm
REG_FILE\[13\]\[9\],23.12µm
INSTR_ADDR[13],23.11µm
REG_FILE\[1\]\[2\],23.08µm
_0521_,23.08µm
_2240_,23.08µm
net676,23.08µm
REG_FILE\[8\]\[1\],23.06µm
STATE\[4\],23.06µm
net748,23.06µm
net495,23.03µm
REG_FILE\[10\]\[9\],23.02µm
_1308_,22.995µm
_0636_,22.88µm
RESULT_BIT_EN,22.86µm
_1262_,22.84µm
_1424_,22.82µm
net735,22.78µm
_0518_,22.765µm
INSTR\[29\],22.76µm
net6,22.76µm
REG_FILE\[0\]\[10\],22.74µm
REG_FILE\[6\]\[5\],22.74µm
_2006_,22.68µm
REG_COND\[14\],22.64µm
REG_FILE\[7\]\[14\],22.64µm
_2111_,22.64µm
REG_FILE\[6\]\[9\],22.6µm
_0911_,22.6µm
net38,22.59µm
_1406_,22.59µm
_1730_,22.58µm
net402,22.56µm
_1103_,22.54µm
_2341_,22.54µm
REG_FILE\[9\]\[5\],22.5µm
REG_FILE\[13\]\[6\],22.48µm
_0998_,22.48µm
_1019_,22.48µm
REG_FILE\[3\]\[14\],22.4µm
net105,22.36µm
_1446_,22.3µm
_1981_,22.3µm
REG_FILE\[1\]\[5\],22.28µm
_0758_,22.28µm
_2080_,22.28µm
REG_FILE\[8\]\[10\],22.26µm
_0849_,22.26µm
net529,22.22µm
_1435_,22.17µm
INSTR_STREAM[24],22.17µm
REG_FILE\[12\]\[5\],22.16µm
_2388_,22.15µm
_0881_,22.13µm
REG_FILE\[11\]\[6\],22.11µm
net12,22.1µm
_1143_,22.1µm
REG_FILE\[9\]\[3\],22.09µm
INSTR_STREAM[14],22.05µm
REG_FILE\[13\]\[15\],22.04µm
REG_FILE\[4\]\[12\],22µm
REG_FILE\[9\]\[10\],21.99µm
_0988_,21.98µm
_2352_,21.96µm
_0632_,21.94µm
REG_FILE\[7\]\[6\],21.92µm
REG_COND\[6\],21.88µm
REG_FILE\[12\]\[9\],21.86µm
REG_FILE\[12\]\[8\],21.84µm
_0933_,21.84µm
_1653_,21.82µm
REG_FILE\[2\]\[6\],21.8µm
REG_FILE\[13\]\[1\],21.78µm
REG_FILE\[13\]\[8\],21.74µm
REG_FILE\[4\]\[9\],21.74µm
RESULT_ALU\[1\],21.73µm
REG_FILE\[5\]\[15\],21.72µm
REG_FILE\[7\]\[11\],21.69µm
REG_FILE\[12\]\[1\],21.68µm
_0898_,21.68µm
net14,21.64µm
REG_COND\[3\],21.64µm
_0675_,21.6µm
net694,21.54µm
net231,21.5µm
_1822_,21.49µm
REG_COND\[10\],21.48µm
REG_FILE\[10\]\[8\],21.48µm
REG_FILE\[0\]\[15\],21.46µm
REG_FILE\[12\]\[3\],21.46µm
REG_FILE\[5\]\[10\],21.46µm
_0870_,21.43µm
_2216_,21.38µm
net98,21.36µm
REG_FILE\[0\]\[11\],21.34µm
REG_FILE\[12\]\[7\],21.34µm
REG_FILE\[7\]\[8\],21.34µm
REG_COND\[7\],21.32µm
REG_FILE\[4\]\[11\],21.32µm
_0713_,21.3µm
_1579_,21.3µm
_2129_,21.3µm
net716,21.3µm
net683,21.26µm
_1259_,21.22µm
REG_FILE\[5\]\[13\],21.2µm
_1885_,21.14µm
REG_FILE\[7\]\[9\],21.1µm
_0676_,21.1µm
net791,21.1µm
INVALID_MEM,21.09µm
_1643_,21.08µm
_2081_,21.08µm
net651,21.08µm
MAIN_STRH,21.07µm
REG_FILE\[14\]\[3\],21µm
REG_FILE\[7\]\[0\],20.96µm
REG_FILE\[7\]\[5\],20.96µm
net643,20.96µm
INSTR_STREAM[26],20.95µm
INSTR_ADDR[5],20.95µm
_1441_,20.92µm
_1675_,20.9µm
net567,20.9µm
_0645_,20.86µm
_1672_,20.86µm
_0454_,20.84µm
_1039_,20.8µm
_1239_,20.7µm
_1809_,20.7µm
net799,20.7µm
_2277_,20.68µm
REG_FILE\[13\]\[5\],20.66µm
REG_FILE\[5\]\[11\],20.66µm
_1995_,20.66µm
_2008_,20.66µm
REG_FILE\[7\]\[4\],20.64µm
_1247_,20.58µm
REG_FILE\[14\]\[2\],20.48µm
REG_FILE\[4\]\[5\],20.46µm
REG_FILE\[8\]\[8\],20.46µm
_1109_,20.44µm
net674,20.44µm
net777,20.44µm
REG_FILE\[3\]\[7\],20.42µm
REG_FILE\[6\]\[14\],20.42µm
REG_FILE\[3\]\[12\],20.38µm
REG_FILE\[9\]\[15\],20.38µm
_1623_,20.38µm
REG_FILE\[0\]\[7\],20.34µm
REG_FILE\[2\]\[2\],20.34µm
_1339_,20.34µm
REG_FILE\[0\]\[13\],20.32µm
REG_FILE\[8\]\[5\],20.32µm
_1348_,20.305µm
_1569_,20.3µm
REG_FILE\[1\]\[4\],20.28µm
_0717_,20.24µm
_0874_,20.23µm
REG_FILE\[12\]\[11\],20.2µm
net734,20.2µm
_1160_,20.16µm
net17,20.12µm
RESULT_ALU\[6\],20.12µm
net773,20.12µm
MEM_LD_DATA[11],20.11µm
REG_FILE\[1\]\[14\],20.1µm
net96,20.08µm
_2339_,20.08µm
REG_FILE\[5\]\[9\],20.06µm
_0415_,20.06µm
_0464_,20.04µm
INSTR\[22\],19.96µm
REG_FILE\[6\]\[3\],19.96µm
REG_FILE\[1\]\[7\],19.94µm
_1648_,19.94µm
net640,19.92µm
REG_FILE\[10\]\[15\],19.9µm
REG_FILE\[12\]\[13\],19.9µm
REG_FILE\[7\]\[10\],19.9µm
REG_FILE\[9\]\[2\],19.9µm
_2316_,19.9µm
_1904_,19.88µm
MEM_STR_DATA[12],19.87µm
REG_FILE\[9\]\[1\],19.86µm
_0472_,19.84µm
_2019_,19.84µm
_1080_,19.83µm
_0413_,19.82µm
_2118_,19.82µm
INSTR_STREAM[5],19.77µm
_1291_,19.76µm
REG_FILE\[7\]\[7\],19.74µm
_1261_,19.74µm
REG_FILE\[1\]\[6\],19.72µm
_0418_,19.72µm
_0724_,19.7µm
_1093_,19.68µm
_2139_,19.68µm
_2200_,19.66µm
REG_FILE\[7\]\[15\],19.64µm
_1263_,19.6µm
REG_FILE\[4\]\[0\],19.58µm
_0444_,19.58µm
_1344_,19.56µm
_0752_,19.54µm
REG_COND\[12\],19.52µm
INSTR_STREAM[7],19.49µm
REG_FILE\[12\]\[6\],19.48µm
REG_FILE\[14\]\[13\],19.46µm
_1327_,19.46µm
REG_FILE\[5\]\[8\],19.44µm
REG_FILE\[1\]\[10\],19.4µm
MAIN_LDH,19.35µm
REG_FILE\[8\]\[13\],19.3µm
REG_FILE\[8\]\[15\],19.3µm
_0862_,19.3µm
_1486_,19.28µm
net826,19.275µm
REG_FILE\[1\]\[8\],19.26µm
net639,19.26µm
net51,19.24µm
net690,19.24µm
net91,19.2µm
INSTR_ADDR[7],19.19µm
net557,19.19µm
_2033_,19.18µm
_1629_,19.14µm
MEM_STR_DATA[2],19.13µm
REG_FILE\[13\]\[12\],19.1µm
_0600_,19.08µm
_1898_,19.08µm
_0959_,19.06µm
_1383_,19.06µm
RESULT_MEM\[3\],19.005µm
_1564_,18.975µm
_1732_,18.96µm
REG_FILE\[5\]\[2\],18.94µm
REG_FILE\[5\]\[6\],18.94µm
_0664_,18.94µm
_0668_,18.94µm
_2101_,18.94µm
_1163_,18.92µm
_1727_,18.9µm
_1720_,18.88µm
REG_FILE\[4\]\[2\],18.86µm
_1510_,18.86µm
_1254_,18.82µm
MEM_STR_DATA[4],18.79µm
_0981_,18.78µm
_1334_,18.76µm
_2410_,18.76µm
_1925_,18.74µm
REG_FILE\[10\]\[0\],18.72µm
_0201_,18.705µm
_1530_,18.705µm
_1840_,18.7µm
DEVICES_STRH,18.69µm
REG_FILE\[8\]\[2\],18.64µm
_1707_,18.64µm
_1295_,18.62µm
_2179_,18.62µm
REG_FILE\[10\]\[13\],18.6µm
REG_FILE\[14\]\[10\],18.6µm
REG_FILE\[2\]\[13\],18.6µm
_0571_,18.6µm
_1422_,18.6µm
net630,18.6µm
REG_COND\[8\],18.58µm
REG_FILE\[11\]\[11\],18.58µm
REG_FILE\[8\]\[12\],18.58µm
net749,18.58µm
_0580_,18.56µm
REG_FILE\[12\]\[0\],18.52µm
REG_FILE\[9\]\[4\],18.52µm
_2053_,18.52µm
_2224_,18.52µm
MEM_STR_DATA[8],18.51µm
net638,18.48µm
net587,18.42µm
INSTR_STREAM[25],18.41µm
_1910_,18.4µm
RESULT_ALU\[9\],18.38µm
_1852_,18.36µm
_2380_,18.36µm
REG_FILE\[14\]\[5\],18.34µm
_2073_,18.32µm
_2350_,18.32µm
net737,18.26µm
REG_FILE\[11\]\[1\],18.255µm
REG_FILE\[12\]\[10\],18.18µm
_2367_,18.18µm
_1363_,18.17µm
_1535_,18.16µm
net689,18.16µm
REG_FILE\[5\]\[4\],18.14µm
net656,18.14µm
REG_FILE\[3\]\[9\],18.08µm
net743,18.08µm
REG_FILE\[8\]\[3\],18.06µm
_1057_,18.06µm
REG_FILE\[0\]\[8\],18.04µm
_1609_,18.04µm
_1012_,18.02µm
MEM_ADDR[9],18.01µm
net30,18µm
_0818_,17.94µm
_1893_,17.92µm
REG_FILE\[14\]\[11\],17.91µm
_1010_,17.875µm
REG_FILE\[6\]\[11\],17.84µm
REG_COND\[4\],17.82µm
REG_FILE\[1\]\[13\],17.82µm
REG_FILE\[11\]\[10\],17.8µm
net779,17.78µm
REG_FILE\[14\]\[9\],17.76µm
_1122_,17.76µm
_0680_,17.74µm
STATE\[1\],17.7µm
REG_FILE\[3\]\[4\],17.675µm
net762,17.58µm
_1392_,17.56µm
net726,17.56µm
_0511_,17.54µm
_0889_,17.54µm
net614,17.54µm
_1306_,17.52µm
net568,17.52µm
_1815_,17.5µm
MEM_ADDR[7],17.47µm
_0439_,17.46µm
REG_COND\[9\],17.44µm
_2055_,17.44µm
_1011_,17.42µm
_1917_,17.365µm
net564,17.34µm
_1311_,17.32µm
_0441_,17.3µm
_2182_,17.28µm
_0208_,17.265µm
_1521_,17.26µm
_1759_,17.26µm
REG_FILE\[14\]\[4\],17.24µm
REG_FILE\[0\]\[4\],17.22µm
REG_FILE\[4\]\[7\],17.22µm
_1389_,17.22µm
_1699_,17.22µm
_2059_,17.2µm
_0036_,17.185µm
net702,17.18µm
_1004_,17.16µm
_2091_,17.14µm
MEM_ADDR[13],17.13µm
net624,17.12µm
net775,17.12µm
_1429_,17.08µm
_0630_,17.06µm
REG_COND\[11\],17.02µm
_0509_,17.02µm
_2131_,17.02µm
net723,17.02µm
REG_FILE\[4\]\[15\],16.98µm
net686,16.96µm
_0239_,16.925µm
REG_FILE\[2\]\[0\],16.92µm
REG_FILE\[14\]\[15\],16.9µm
INSTR_STREAM[15],16.89µm
net573,16.88µm
REG_FILE\[0\]\[9\],16.86µm
RESULT_ALU\[2\],16.86µm
RESULT_MEM\[9\],16.86µm
_1276_,16.86µm
RESULT_ALU\[4\],16.84µm
_0653_,16.835µm
net583,16.8µm
REG_FILE\[14\]\[6\],16.78µm
REG_FILE\[9\]\[13\],16.78µm
net101,16.76µm
REG_FILE\[8\]\[4\],16.76µm
RESULT_ALU\[10\],16.76µm
_0677_,16.76µm
_0816_,16.76µm
_1036_,16.74µm
_2389_,16.74µm
MEM_LD_DATA[10],16.73µm
_1454_,16.72µm
_0449_,16.64µm
_0777_,16.64µm
_2411_,16.6µm
INSTR_ADDR[8],16.55µm
INSTR\[17\],16.52µm
REG_FILE\[13\]\[10\],16.52µm
_0556_,16.52µm
_0555_,16.475µm
REG_FILE\[9\]\[11\],16.47µm
_0647_,16.46µm
_1123_,16.46µm
_2417_,16.46µm
RESULT_MEM\[13\],16.44µm
_0836_,16.44µm
_2096_,16.44µm
REG_FILE\[7\]\[1\],16.42µm
_1921_,16.42µm
_2127_,16.42µm
REG_FILE\[3\]\[5\],16.4µm
_1518_,16.4µm
RESULT_MEM\[5\],16.385µm
_1799_,16.38µm
net744,16.38µm
REG_FILE\[2\]\[12\],16.34µm
_0807_,16.34µm
net97,16.32µm
REG_COND\[13\],16.32µm
REG_FILE\[8\]\[14\],16.32µm
_0599_,16.32µm
net589,16.32µm
net717,16.32µm
INSTR_ADDR[9],16.31µm
_0046_,16.305µm
INSTR\[31\],16.26µm
net753,16.26µm
INSTR_STREAM[0],16.25µm
net575,16.24µm
net658,16.24µm
net724,16.24µm
_1924_,16.22µm
_1881_,16.2µm
net552,16.2µm
net672,16.2µm
MEM_STR_DATA[13],16.19µm
_0543_,16.18µm
MEM_ADDR[15],16.17µm
_0148_,16.165µm
_0234_,16.16µm
_1426_,16.14µm
_1947_,16.08µm
_0785_,16.06µm
_2175_,16.06µm
REG_FILE\[2\]\[10\],16.02µm
_0425_,16.02µm
_2301_,16µm
net32,15.98µm
RESULT_SYS\[0\],15.95µm
REG_FILE\[14\]\[1\],15.94µm
net835,15.925µm
_0500_,15.92µm
_1733_,15.92µm
_2092_,15.92µm
REG_FILE\[4\]\[3\],15.9µm
_0750_,15.9µm
_1135_,15.9µm
REG_FILE\[7\]\[3\],15.86µm
_1918_,15.86µm
_1391_,15.85µm
_0093_,15.825µm
REG_FILE\[11\]\[2\],15.82µm
_1378_,15.82µm
MEM_LD_DATA[14],15.81µm
_1956_,15.8µm
MEM_STR_DATA[14],15.79µm
_1162_,15.78µm
REG_FILE\[11\]\[0\],15.72µm
RESULT_ALU\[5\],15.72µm
_0991_,15.72µm
REG_FILE\[3\]\[2\],15.715µm
INSTR_ADDR[11],15.71µm
INSTR_STREAM[8],15.69µm
net94,15.68µm
net722,15.64µm
_0813_,15.62µm
INSTR_STREAM[12],15.59µm
_0151_,15.58µm
_0979_,15.56µm
REG_FILE\[2\]\[4\],15.52µm
INSTR_ADDR[2],15.51µm
_0137_,15.485µm
net26,15.48µm
_0822_,15.48µm
_0661_,15.46µm
_0274_,15.445µm
_0112_,15.425µm
net554,15.42µm
_0025_,15.385µm
REG_FILE\[9\]\[12\],15.36µm
_1218_,15.36µm
_1946_,15.36µm
INSTR_STREAM[9],15.35µm
_2009_,15.34µm
net556,15.34µm
_1042_,15.3µm
_1226_,15.3µm
DEVICES_LDH,15.29µm
INSTR_ADDR[10],15.29µm
MEM_ADDR[10],15.29µm
MEM_ADDR[11],15.29µm
MEM_ADDR[14],15.29µm
MEM_ADDR[6],15.29µm
_0121_,15.285µm
REG_FILE\[2\]\[11\],15.28µm
REG_FILE\[4\]\[6\],15.28µm
REG_FILE\[5\]\[12\],15.26µm
MAIN_STRW,15.25µm
REG_FILE\[6\]\[15\],15.24µm
_1639_,15.22µm
_1990_,15.22µm
net820,15.22µm
_1074_,15.18µm
_1132_,15.16µm
_0110_,15.105µm
_2393_,15.1µm
_0193_,15.085µm
INSTR\[19\],15.06µm
_2390_,15.06µm
MEM_LD_DATA[8],15.05µm
REG_FILE\[10\]\[11\],15.04µm
_1749_,15.04µm
_1744_,15.02µm
REG_FILE\[11\]\[9\],15.015µm
_0005_,15µm
_1117_,15µm
_2088_,15µm
net794,15µm
REG_FILE\[3\]\[3\],14.97µm
REG_FILE\[10\]\[1\],14.94µm
net417,14.93µm
_0461_,14.92µm
_1455_,14.92µm
_1814_,14.92µm
INSTR_STREAM[20],14.89µm
INSTR_STREAM[22],14.89µm
net1,14.88µm
_1714_,14.88µm
REG_FILE\[3\]\[8\],14.86µm
REG_FILE\[3\]\[10\],14.84µm
net739,14.84µm
MEM_ADDR[12],14.83µm
MEM_ADDR[5],14.83µm
MEM_STR_DATA[3],14.83µm
MEM_STR_DATA[5],14.83µm
MEM_STR_DATA[9],14.83µm
_0195_,14.805µm
RESULT_SYS\[8\],14.8µm
_1745_,14.8µm
_2279_,14.8µm
_2387_,14.8µm
_0086_,14.795µm
net593,14.78µm
net18,14.76µm
REG_FILE\[0\]\[14\],14.72µm
_1407_,14.72µm
_1878_,14.72µm
net682,14.72µm
_0108_,14.705µm
_0937_,14.66µm
_1721_,14.64µm
_0027_,14.625µm
_2068_,14.62µm
_0841_,14.6µm
_0138_,14.595µm
_1302_,14.58µm
_1685_,14.58µm
_2377_,14.58µm
_0495_,14.54µm
_1208_,14.54µm
net608,14.54µm
net815,14.54µm
_1965_,14.53µm
RESULT_MEM\[12\],14.525µm
REG_FILE\[2\]\[8\],14.5µm
REG_FILE\[5\]\[0\],14.48µm
_0045_,14.475µm
_0423_,14.46µm
_1913_,14.46µm
net602,14.46µm
net824,14.46µm
net679,14.44µm
MEM_STR_DATA[15],14.43µm
MEM_STR_DATA[6],14.43µm
REG_FILE\[10\]\[5\],14.42µm
_1266_,14.42µm
net736,14.42µm
_0230_,14.415µm
_0462_,14.4µm
_0887_,14.4µm
_0119_,14.395µm
REG_FILE\[7\]\[13\],14.38µm
REG_FILE\[2\]\[5\],14.36µm
_1970_,14.36µm
_1433_,14.34µm
_0275_,14.32µm
REG_FILE\[14\]\[0\],14.31µm
_1808_,14.3µm
_1973_,14.3µm
net795,14.3µm
_0283_,14.265µm
REG_FILE\[3\]\[11\],14.26µm
REG_FILE\[5\]\[5\],14.26µm
RESULT_BIT\[0\],14.26µm
_1180_,14.26µm
_1185_,14.26µm
_0254_,14.245µm
_0640_,14.24µm
_0665_,14.24µm
net752,14.24µm
_0211_,14.22µm
_0474_,14.22µm
_0688_,14.2µm
_0984_,14.18µm
_1646_,14.16µm
INSTR_ADDR[1],14.15µm
MEM_STR_DATA[1],14.15µm
net214,14.14µm
net488,14.14µm
RESULT_BIT\[12\],14.1µm
_1248_,14.08µm
_1717_,14.08µm
net35,14.075µm
_0094_,14.065µm
_0016_,14.06µm
REG_FILE\[6\]\[6\],14.02µm
_0896_,14.02µm
REG_FILE\[10\]\[2\],14µm
_1866_,14µm
_2030_,14µm
_1735_,13.99µm
REG_FILE\[10\]\[3\],13.98µm
REG_FILE\[10\]\[7\],13.98µm
_1170_,13.98µm
_0242_,13.965µm
net750,13.96µm
net759,13.96µm
RESULT_ALU\[15\],13.92µm
_1901_,13.92µm
_1978_,13.92µm
MAIN_LDW,13.91µm
MEM_ADDR[8],13.91µm
_0177_,13.905µm
REG_FILE\[7\]\[12\],13.9µm
_1838_,13.88µm
net728,13.88µm
_1098_,13.865µm
RESULT_BIT\[15\],13.86µm
net796,13.84µm
_0226_,13.82µm
_1063_,13.8µm
_0459_,13.79µm
net666,13.76µm
INSTR_ADDR[0],13.75µm
INSTR_ADDR[3],13.75µm
MEM_STR_DATA[10],13.75µm
MEM_STR_DATA[7],13.75µm
_0582_,13.74µm
_1187_,13.74µm
_1698_,13.74µm
net798,13.74µm
_2373_,13.725µm
_0276_,13.715µm
_0111_,13.705µm
net804,13.7µm
STATE\[6\],13.68µm
_0581_,13.66µm
_2046_,13.66µm
_2408_,13.66µm
INSTR_STREAM[23],13.65µm
_0614_,13.64µm
_2000_,13.64µm
RESULT_MEM\[2\],13.62µm
_0156_,13.615µm
_0214_,13.605µm
net625,13.6µm
_2296_,13.58µm
net104,13.56µm
REG_FILE\[14\]\[7\],13.56µm
_2121_,13.56µm
_1241_,13.555µm
_0691_,13.54µm
net705,13.54µm
net740,13.54µm
REG_FILE\[6\]\[12\],13.52µm
_1712_,13.52µm
RESULT_BIT\[3\],13.5µm
_2310_,13.5µm
net678,13.5µm
net695,13.5µm
_1968_,13.48µm
RESULT_BIT\[8\],13.47µm
MEM_STR_DATA[0],13.47µm
MEM_STR_DATA[11],13.47µm
_0083_,13.465µm
REG_FILE\[11\]\[3\],13.46µm
REG_FILE\[3\]\[0\],13.46µm
_0608_,13.46µm
net647,13.46µm
DEVICES_STRW,13.45µm
REG_FILE\[5\]\[3\],13.42µm
_2215_,13.42µm
net23,13.4µm
REG_FILE\[6\]\[7\],13.4µm
_0231_,13.4µm
_1611_,13.4µm
_0529_,13.38µm
_0194_,13.325µm
_0218_,13.325µm
_0837_,13.32µm
_1436_,13.32µm
INSTR\[20\],13.3µm
_2159_,13.275µm
INSTR_STREAM[21],13.25µm
REG_FILE\[8\]\[6\],13.24µm
_0207_,13.225µm
REG_FILE\[13\]\[4\],13.22µm
_1949_,13.22µm
MEM_LD_DATA[15],13.21µm
_0103_,13.205µm
REG_FILE\[9\]\[7\],13.18µm
_1037_,13.18µm
_0475_,13.16µm
_1696_,13.16µm
RESULT_SYS\[5\],13.15µm
REG_FILE\[14\]\[12\],13.14µm
_0637_,13.14µm
net588,13.14µm
_0076_,13.125µm
REG_FILE\[8\]\[11\],13.12µm
net24,13.1µm
REG_FILE\[11\]\[5\],13.1µm
_0001_,13.1µm
_0823_,13.1µm
net574,13.1µm
REG_FILE\[6\]\[13\],13.08µm
_0505_,13.08µm
_0760_,13.08µm
net582,13.08µm
net715,13.08µm
_0157_,13.045µm
_1411_,13.04µm
_2228_,13.04µm
_1003_,13.02µm
_0102_,13.01µm
REG_FILE\[11\]\[12\],13µm
_0712_,13µm
_2026_,13µm
_2074_,13µm
DEVICES_LDW,12.99µm
RESULT_SYS\[1\],12.96µm
_2266_,12.96µm
_0824_,12.91µm
INSTR_STREAM[28],12.91µm
_0265_,12.9µm
_1058_,12.9µm
net100,12.88µm
_0567_,12.88µm
_1282_,12.88µm
_1962_,12.88µm
_2155_,12.88µm
INSTR_STREAM[30],12.87µm
net28,12.84µm
_0173_,12.84µm
_1212_,12.84µm
_2204_,12.82µm
_1317_,12.8µm
_1977_,12.8µm
INSTR_ADDR[4],12.79µm
_0435_,12.76µm
_0453_,12.76µm
_0815_,12.76µm
net21,12.74µm
_1084_,12.74µm
_1342_,12.74µm
net577,12.74µm
_0754_,12.72µm
_1776_,12.72µm
_1583_,12.7µm
net764,12.7µm
_1020_,12.68µm
_1450_,12.68µm
_2312_,12.66µm
net103,12.64µm
_2404_,12.64µm
RESULT_SYS\[9\],12.63µm
INSTR_STREAM[3],12.63µm
_0607_,12.62µm
_0625_,12.62µm
_0657_,12.62µm
net539,12.62µm
net632,12.62µm
net650,12.62µm
REG_FILE\[14\]\[8\],12.61µm
_0271_,12.605µm
net606,12.6µm
_1043_,12.58µm
_1146_,12.58µm
_1835_,12.58µm
_2004_,12.58µm
_1398_,12.56µm
_0895_,12.545µm
net684,12.54µm
_1938_,12.52µm
_1625_,12.5µm
_1911_,12.5µm
net649,12.5µm
_2060_,12.48µm
_1927_,12.46µm
net586,12.46µm
net459,12.43µm
_0286_,12.425µm
net39,12.415µm
_1674_,12.4µm
_1124_,12.36µm
_1766_,12.36µm
net579,12.35µm
_0890_,12.34µm
_1152_,12.34µm
net561,12.34µm
_1078_,12.32µm
_0088_,12.315µm
INSTR_STREAM[1],12.29µm
INSTR_STREAM[6],12.29µm
_1512_,12.28µm
_2176_,12.28µm
_0528_,12.26µm
_1785_,12.26µm
_0990_,12.24µm
INSTR_STREAM[18],12.23µm
_0450_,12.22µm
_1651_,12.22µm
_2386_,12.22µm
_0486_,12.2µm
_1559_,12.2µm
REG_FILE\[6\]\[4\],12.18µm
_1882_,12.18µm
_2013_,12.18µm
REG_FILE\[2\]\[3\],12.16µm
_0679_,12.16µm
_1589_,12.16µm
_2229_,12.16µm
net770,12.16µm
net790,12.16µm
_0162_,12.145µm
_0198_,12.145µm
REG_FILE\[10\]\[6\],12.14µm
_2300_,12.14µm
_1154_,12.12µm
_0067_,12.085µm
RESULT_ALU\[14\],12.08µm
_0809_,12.08µm
_1052_,12.08µm
_2293_,12.06µm
net8,12.04µm
REG_FILE\[12\]\[2\],12.04µm
_1032_,12.04µm
_0360_,12.035µm
net819,12.03µm
_0471_,12µm
_0888_,12µm
_0901_,12µm
_1891_,11.98µm
_0466_,11.96µm
INSTR_STREAM[29],11.95µm
_0532_,11.94µm
_2045_,11.94µm
net767,11.94µm
_1928_,11.92µm
_0620_,11.9µm
INSTR_STREAM[19],11.89µm
RESULT_ALU\[0\],11.88µm
_1018_,11.88µm
_1366_,11.88µm
_2143_,11.88µm
_0089_,11.87µm
_0443_,11.84µm
_0627_,11.84µm
_1689_,11.84µm
_1811_,11.84µm
net570,11.84µm
_0512_,11.83µm
REG_FILE\[2\]\[9\],11.82µm
_1736_,11.8µm
_2270_,11.8µm
_0566_,11.76µm
_0641_,11.74µm
_0821_,11.74µm
_1361_,11.74µm
_1635_,11.74µm
_0052_,11.685µm
_0105_,11.665µm
_0683_,11.66µm
_0929_,11.66µm
net599,11.66µm
net636,11.66µm
IMM\[1\],11.62µm
_0520_,11.62µm
_1548_,11.62µm
_1986_,11.62µm
net731,11.62µm
INSTR_STREAM[31],11.61µm
MEM_LD_DATA[3],11.61µm
_2239_,11.58µm
_2291_,11.58µm
net661,11.58µm
net789,11.58µm
MEM_LD_DATA[2],11.55µm
_0154_,11.54µm
_1139_,11.54µm
_1316_,11.52µm
_1188_,11.48µm
_1210_,11.48µm
_1371_,11.48µm
RESULT_MEM\[0\],11.475µm
_0044_,11.475µm
net745,11.47µm
_1144_,11.465µm
_1353_,11.46µm
_1525_,11.445µm
REG_FILE\[6\]\[8\],11.44µm
_1541_,11.44µm
_1055_,11.42µm
_1431_,11.42µm
net540,11.42µm
net82,11.4µm
_2355_,11.4µm
_0893_,11.38µm
net699,11.38µm
_1071_,11.36µm
_1223_,11.36µm
_1538_,11.36µm
_2307_,11.36µm
_0029_,11.35µm
_0633_,11.34µm
_1421_,11.34µm
_2168_,11.32µm
REG_FILE\[2\]\[7\],11.3µm
_0948_,11.3µm
REG_FILE\[10\]\[4\],11.28µm
_1330_,11.28µm
_1813_,11.26µm
_2169_,11.26µm
_1390_,11.24µm
_1408_,11.24µm
_1778_,11.24µm
_2234_,11.24µm
net618,11.24µm
_0161_,11.225µm
_0172_,11.225µm
net746,11.22µm
_0260_,11.215µm
MEM_LD_DATA[5],11.21µm
net806,11.2µm
_1005_,11.18µm
RESULT_SYS\[13\],11.17µm
_2233_,11.16µm
_0374_,11.145µm
_0122_,11.14µm
_0651_,11.12µm
_1214_,11.12µm
_1379_,11.12µm
net714,11.12µm
net778,11.12µm
net827,11.12µm
_0101_,11.115µm
_0436_,11.105µm
_0039_,11.095µm
_0671_,11.08µm
net629,11.08µm
net792,11.08µm
_0048_,11.06µm
