net,length_um
net468,162.98µm
IMM\[7\],162.9µm
_1628_,162.24µm
net240,161.425µm
_0796_,160.86µm
net171,160.54µm
net403,160.47µm
net178,160.42µm
net175,160.34µm
net358,160.16µm
IMM\[4\],159.37µm
_0829_,159.045µm
net449,158.96µm
_1445_,158.5µm
_0798_,158.07µm
net481,157.88µm
net161,157.43µm
net196,156.865µm
IMM\[6\],156.38µm
net486,156.3µm
_0759_,155.84µm
_0682_,155.62µm
_1281_,155.335µm
_1550_,154.24µm
net126,153.72µm
net447,153.16µm
_0764_,153.04µm
_1836_,152.58µm
_1356_,152.25µm
_2170_,151.94µm
net394,151.92µm
net325,151.67µm
_2323_,151.06µm
IMM\[12\],150.84µm
net131,150.81µm
net377,150.805µm
net329,150.08µm
_1322_,149.76µm
_0456_,149.62µm
_0744_,149.18µm
net260,149.085µm
_2396_,149µm
net392,148.12µm
net511,147.93µm
IMM\[14\],147.8µm
net292,147.52µm
net508,146.855µm
net435,145.66µm
net262,145.56µm
_2351_,145.2µm
IMM\[0\],144.66µm
_1270_,143.88µm
clknet_3_6__leaf_CLK,143.72µm
net446,142.84µm
_0698_,142.39µm
net110,142.32µm
clknet_3_4__leaf_CLK,142.21µm
net479,142.2µm
INSTR\[27\],142.13µm
_1184_,141.49µm
net298,141.42µm
net367,141.41µm
net308,141.32µm
_1810_,141µm
net180,140.52µm
net157,140.29µm
clknet_3_3__leaf_CLK,139.96µm
net271,139.945µm
net379,139.925µm
net338,139.79µm
_0738_,139.67µm
net123,139.62µm
_0774_,139.54µm
net340,138.7µm
net485,138.7µm
_2115_,138.42µm
_0586_,138.4µm
net206,138.395µm
net408,138.36µm
_1837_,137.92µm
_1504_,137.745µm
net248,137.565µm
net309,137.32µm
net512,137.185µm
net173,137µm
_1533_,136.54µm
net371,134.96µm
net442,134.59µm
net475,134.48µm
JMP_STREAM_COUNT,134.42µm
_1601_,134.42µm
_1812_,134.4µm
net328,134.26µm
_1655_,134.18µm
net122,133.92µm
_2318_,133.87µm
_2157_,133.84µm
net266,133.6µm
_2315_,133.49µm
net109,133.45µm
_2085_,133.3µm
_0003_,133.23µm
_0488_,133.115µm
_1369_,132.77µm
net337,132.69µm
_2047_,132.54µm
net193,132.35µm
_0011_,131.95µm
_0792_,131.76µm
net272,131.76µm
net145,131.56µm
_0779_,131.31µm
_0775_,130.89µm
clknet_leaf_11_CLK,130.06µm
_0784_,129.8µm
net506,129.65µm
_1333_,129.61µm
net323,129.32µm
_1236_,128.12µm
_1228_,127.96µm
net401,127.87µm
_1463_,127.84µm
net121,127.28µm
_0007_,127.16µm
_0280_,127.145µm
net194,126.925µm
net125,126.34µm
clknet_3_7__leaf_CLK,125.24µm
_2327_,125.02µm
net404,124.96µm
_0773_,124.94µm
IMM\[15\],124.48µm
net504,124.45µm
_1764_,124.41µm
IMM\[13\],124.4µm
net517,124.24µm
_0800_,124.13µm
_1474_,124.07µm
_0535_,123.72µm
_1590_,123.225µm
net188,122.36µm
net502,122.09µm
net335,121.07µm
_2320_,120.66µm
_2345_,119.72µm
_0781_,119.68µm
_1791_,119.68µm
_2322_,118.88µm
net184,118.675µm
net192,118.6µm
net509,118.2µm
net382,118µm
net163,117.58µm
net409,117.52µm
_0794_,117.45µm
net130,117.3µm
net521,117.08µm
net372,116.7µm
_2120_,116.645µm
_1498_,116.45µm
net179,115.38µm
net476,115.21µm
_2260_,114.94µm
net147,114.82µm
_1367_,114.38µm
_2136_,114µm
_2331_,113.82µm
_0994_,113.68µm
_0706_,113.565µm
_0728_,113.1µm
net202,113.08µm
net484,112.96µm
_0477_,112.72µm
_0767_,112.64µm
net376,112.5µm
net419,111.01µm
net478,110.87µm
net220,110.68µm
_1140_,110.45µm
_0704_,110.36µm
_0763_,110.12µm
_1750_,109.76µm
_0279_,109.635µm
_0570_,108.78µm
net519,108.29µm
net375,107.94µm
net461,107.89µm
net513,107.86µm
net439,107.52µm
net456,107.43µm
_1307_,107.4µm
_1346_,107.14µm
_0700_,107.015µm
_0771_,106.92µm
net526,106.92µm
_1573_,106.76µm
_0708_,106.28µm
_1976_,106.14µm
net482,106.06µm
_1231_,105.14µm
clknet_leaf_18_CLK,105.14µm
_0788_,105.09µm
net441,105µm
_2332_,104.92µm
clknet_leaf_7_CLK,104.6µm
_0791_,104.09µm
_2247_,103.84µm
net186,103.54µm
_1220_,103.3µm
_2219_,102.62µm
_0783_,102.6µm
_2193_,102.56µm
clknet_leaf_21_CLK,102.4µm
net530,102.34µm
clknet_leaf_20_CLK,101.97µm
_0742_,101.84µm
clknet_leaf_26_CLK,101.44µm
_0795_,101.18µm
_1341_,101.09µm
_1697_,100.96µm
_0793_,100.94µm
net467,100.59µm
net421,100.57µm
_2207_,100.34µm
clknet_leaf_24_CLK,100.22µm
_2342_,100.16µm
_0797_,99.84µm
_2150_,99.8µm
clknet_leaf_15_CLK,99.76µm
_0770_,99.5µm
_2130_,99.24µm
_1405_,98.97µm
net191,98.96µm
net273,98.91µm
_2272_,98.78µm
_1505_,98.63µm
_2232_,98.52µm
net221,98.46µm
net400,98.46µm
_2409_,98.44µm
net440,98.19µm
net334,98.08µm
net422,98.015µm
clknet_leaf_34_CLK,98µm
clknet_leaf_4_CLK,97.88µm
net190,97.79µm
_0701_,97.68µm
net55,96.84µm
net133,96.72µm
net120,96.1µm
net291,96.1µm
clknet_leaf_8_CLK,95.88µm
net438,95.79µm
net494,95.76µm
_2152_,95.62µm
_1198_,95.595µm
_0812_,95.58µm
_1104_,95.56µm
_1499_,95.01µm
clknet_leaf_40_CLK,95µm
_0776_,94.98µm
net71,94.8µm
net483,94.66µm
_1630_,94.56µm
clknet_leaf_1_CLK,94.32µm
clknet_leaf_25_CLK,94.26µm
net181,94.16µm
_0718_,94.06µm
_1636_,93.8µm
_2330_,93.58µm
net380,93.14µm
net477,92.96µm
_0282_,92.925µm
_2160_,92.8µm
net466,92.6µm
_2326_,92.59µm
_0446_,92.44µm
clknet_leaf_16_CLK,92.38µm
net465,92.35µm
net515,91.72µm
_1565_,91.68µm
net63,91.505µm
clknet_leaf_9_CLK,91.4µm
clknet_leaf_13_CLK,91.36µm
clknet_leaf_29_CLK,91.18µm
_0799_,91.15µm
net492,90.89µm
_0987_,90.66µm
net124,90.6µm
clknet_leaf_6_CLK,90.44µm
net199,90.14µm
clknet_leaf_10_CLK,90.04µm
net152,89.96µm
net353,89.9µm
_1691_,89.87µm
clknet_leaf_22_CLK,89.46µm
net183,89.23µm
net81,88.96µm
clknet_leaf_30_CLK,88.67µm
net225,88.44µm
_1581_,88.14µm
_1328_,87.74µm
net528,87.72µm
clknet_leaf_38_CLK,87.6µm
clknet_leaf_27_CLK,87.56µm
_1492_,87.2µm
_0281_,87.085µm
_2114_,87.06µm
net224,87.06µm
net116,86.94µm
clknet_leaf_36_CLK,86.88µm
_2226_,86.82µm
net185,86.64µm
_0720_,86.6µm
net236,86.42µm
clknet_leaf_32_CLK,86.26µm
clknet_leaf_5_CLK,86.24µm
net397,86.12µm
clknet_leaf_12_CLK,86.06µm
_0768_,85.98µm
_0778_,85.81µm
net507,85.36µm
net54,85.31µm
_0731_,85.28µm
_1726_,85.18µm
net42,85.065µm
_1670_,84.82µm
_2280_,84.8µm
net87,84.72µm
_0565_,84.28µm
_0476_,84.21µm
_1502_,83.935µm
net223,83.88µm
REG_DEST\[3\],83.81µm
_2258_,83.56µm
net197,83.5µm
net355,83.3µm
_2271_,83.14µm
_1859_,83.1µm
_1916_,82.88µm
net61,82.86µm
net414,82.75µm
net498,82.63µm
_0457_,82.6µm
net238,82.25µm
net136,82.05µm
_1197_,82.04µm
net201,81.74µm
net451,81.73µm
net455,81.67µm
_0432_,81.615µm
_0804_,81.54µm
_0705_,81.18µm
net493,81.05µm
net352,81.035µm
clknet_leaf_14_CLK,80.96µm
net59,80.89µm
net520,80.6µm
net503,80.58µm
_2141_,80.46µm
_1131_,80.41µm
_1748_,80.18µm
clknet_leaf_39_CLK,80.17µm
clknet_leaf_23_CLK,80.02µm
net500,79.74µm
_1156_,79.545µm
_1610_,79.42µm
clknet_leaf_0_CLK,79.28µm
_0721_,79.26µm
clknet_leaf_37_CLK,79.26µm
net321,78.88µm
_0786_,78.8µm
net496,78.64µm
_1294_,78.51µm
net300,78.355µm
net399,78.1µm
net235,78.02µm
net108,77.89µm
net489,77.87µm
clknet_leaf_2_CLK,77.8µm
_1349_,77.64µm
net423,77.51µm
_0526_,77.42µm
_0702_,77.3µm
net207,77.02µm
_0575_,76.76µm
_1612_,76.6µm
STREAM_WRITE_DEST,76.4µm
_1368_,76.28µm
net501,76.14µm
_0780_,76.11µm
_1167_,76.08µm
net45,76.025µm
net213,75.84µm
net150,75.72µm
_2242_,75.4µm
net58,75.25µm
REG_DEST\[2\],75.15µm
net413,75.13µm
_1345_,75.04µm
_1364_,75.04µm
_1209_,74.825µm
net33,74.805µm
_2025_,74.795µm
net490,74.71µm
net462,74.7µm
net148,74.67µm
net226,74.62µm
clknet_leaf_17_CLK,74.54µm
_0703_,74.44µm
net350,74.4µm
_1186_,74.22µm
net356,74.19µm
_0828_,73.82µm
_2244_,73.82µm
clknet_leaf_35_CLK,73.32µm
_2206_,73.3µm
net458,73.08µm
net437,72.98µm
clknet_leaf_31_CLK,72.84µm
net203,72.8µm
net117,72.64µm
_1129_,72.6µm
_1286_,72.56µm
net349,72.48µm
_0547_,72.46µm
net453,72.38µm
net208,72.04µm
net405,71.99µm
_2016_,71.92µm
_2289_,71.9µm
net480,71.5µm
clknet_leaf_19_CLK,71.435µm
net144,71.22µm
net60,71.175µm
REG_DEST\[0\],70.855µm
_1244_,70.84µm
net64,70.77µm
REG_DEST\[1\],70.68µm
clknet_leaf_3_CLK,70.58µm
net510,70.48µm
net149,70.3µm
_1888_,69.7µm
_1173_,69.57µm
_0963_,69.54µm
net40,69.375µm
_1755_,69.28µm
net62,69.13µm
net41,68.725µm
clknet_leaf_33_CLK,68.72µm
_0420_,68.7µm
_1709_,68.68µm
_1094_,68.65µm
net138,68.52µm
_0496_,68.445µm
net429,68.37µm
_1568_,68.28µm
_2340_,68.26µm
net499,68.19µm
net142,68.06µm
_1196_,68µm
_2383_,67.98µm
net514,67.83µm
net67,67.6µm
_2024_,67.17µm
net463,67.05µm
_1385_,66.92µm
RESULT_MEM\[7\],66.785µm
_2288_,66.48µm
net524,66.42µm
net210,66.415µm
_1284_,66.36µm
_1227_,66.26µm
net189,66.22µm
RESULT_MEM\[15\],65.82µm
_1233_,65.75µm
_2364_,65.48µm
net427,65.38µm
net228,65.36µm
net418,65.25µm
_0550_,65.195µm
_2132_,65.16µm
_2191_,65.08µm
_1641_,64.72µm
net523,64.68µm
net460,64.65µm
net274,64.42µm
_1314_,64.39µm
net237,64.34µm
_2154_,64.32µm
_0540_,64µm
_2418_,63.88µm
_2218_,63.82µm
_0681_,63.58µm
_1293_,63.38µm
_0802_,63.28µm
_1658_,63.1µm
_2401_,63.065µm
_2164_,62.86µm
net424,62.86µm
_0787_,62.79µm
net415,62.77µm
_1045_,62µm
_1603_,61.78µm
net212,61.61µm
_2177_,61.14µm
_1517_,60.72µm
net219,60.48µm
_0649_,60.06µm
_1412_,60.01µm
net450,60.01µm
net137,59.96µm
_1113_,59.84µm
clknet_leaf_28_CLK,59.82µm
net195,59.61µm
_0506_,59.56µm
_2071_,59.54µm
_1310_,59.21µm
_1662_,59.02µm
net497,58.97µm
_1954_,58.58µm
_0489_,58.54µm
net118,58.48µm
net230,58.23µm
net119,58.22µm
net143,58.22µm
_0576_,58.17µm
_1703_,58.06µm
net146,57.94µm
_1205_,57.76µm
_1688_,57.74µm
_0621_,57.66µm
net66,57.42µm
_1015_,57.12µm
_1384_,56.88µm
_1644_,56.745µm
_1501_,56.6µm
net141,56.59µm
net68,56.54µm
net525,56.42µm
_0810_,56.18µm
_1343_,56.165µm
_0492_,56.1µm
_1794_,56.04µm
net187,55.98µm
net70,55.35µm
net275,55.26µm
_0654_,55.02µm
_2162_,54.92µm
_1158_,54.88µm
_1434_,54.72µm
net43,54.64µm
_0455_,54.56µm
_2375_,54.4µm
_2371_,54.04µm
net407,53.96µm
_0737_,53.9µm
_2082_,53.84µm
net65,53.835µm
_1142_,53.54µm
_1556_,53.46µm
net44,53.445µm
_1350_,53.26µm
net426,52.65µm
net57,52.64µm
_0876_,52.42µm
_1101_,52.42µm
_0553_,52.02µm
_1462_,51.92µm
_1642_,51.92µm
net114,51.84µm
RESULT_MEM\[14\],51.62µm
_1897_,51.4µm
_2359_,50.9µm
net151,50.88µm
net527,50.8µm
net347,50.76µm
net215,50.7µm
_1795_,49.94µm
net93,49.9µm
_1386_,49.875µm
net69,49.49µm
_0808_,49.46µm
_2254_,49.46µm
_0552_,49.325µm
_2134_,49.2µm
net11,49.16µm
_0445_,49.12µm
_1889_,49.005µm
_1771_,48.78µm
_2124_,48.74µm
REG_COND\[2\],48.54µm
net139,48.24µm
_0498_,48.14µm
_2344_,48.1µm
_2181_,47.94µm
_1520_,47.9µm
_0656_,47.68µm
net416,47.62µm
_2128_,47.375µm
_1591_,47.12µm
net36,46.865µm
_0482_,46.635µm
_1182_,46.52µm
_1659_,46.44µm
net457,46.39µm
net113,46.24µm
_2166_,45.96µm
_0494_,45.86µm
_0748_,45.715µm
_1111_,45.38µm
_0989_,45.28µm
STATE\[2\],45.26µm
_1395_,45.14µm
_1399_,44.94µm
_0974_,44.9µm
_2334_,44.74µm
net79,44.38µm
_0460_,44.38µm
_1558_,44.28µm
_1321_,44.16µm
_0437_,44.095µm
_0523_,44.08µm
_1234_,44.04µm
_2395_,43.88µm
net452,43.77µm
net37,43.735µm
_1340_,43.64µm
_1731_,43.22µm
_0765_,43.14µm
_1857_,43.14µm
net218,42.94µm
_0697_,42.84µm
_0725_,42.83µm
_1273_,42.76µm
_2230_,42.74µm
_1159_,42.68µm
net102,42.62µm
net232,42.62µm
_1853_,42.6µm
_1280_,42.56µm
RESULT_SYS\[10\],42.54µm
_0431_,42.48µm
_0806_,42.4µm
_1557_,42.4µm
_1618_,42.38µm
_1396_,42.3µm
_1824_,42.22µm
net420,42.21µm
_2349_,42.08µm
_0479_,42.02µm
net445,41.97µm
_1781_,41.91µm
_1149_,41.6µm
_2138_,41.6µm
_1387_,41.54µm
_1567_,41.5µm
_2321_,41.24µm
_1906_,41.165µm
_1299_,41.115µm
net140,41.1µm
net154,40.94µm
_0973_,40.92µm
_0468_,40.72µm
_2227_,40.58µm
_1442_,40.46µm
_0769_,40.36µm
_2398_,40.34µm
_1216_,40.16µm
_0467_,40.12µm
_2319_,40.12µm
_1798_,40.06µm
_1705_,40.02µm
_0978_,40µm
_1279_,40µm
net443,39.91µm
_0858_,39.62µm
_0699_,39.52µm
_0693_,39.4µm
_0604_,39.36µm
net56,39.25µm
_1410_,39.16µm
REG_FILE\[8\]\[0\],39.14µm
_2084_,39.04µm
_1357_,39µm
_1394_,38.96µm
_0685_,38.925µm
RESULT_SYS\[11\],38.82µm
_1608_,38.7µm
_0883_,38.58µm
_1269_,38.58µm
_1313_,38.575µm
_1637_,38.52µm
net518,38.5µm
REG_COND\[0\],38.48µm
_0554_,38.48µm
_1563_,38.48µm
_2117_,38.48µm
REG_FILE\[9\]\[0\],38.44µm
INSTR\[30\],38.38µm
REG_FILE\[5\]\[1\],38.32µm
_1305_,38.22µm
_0411_,38µm
_1606_,37.78µm
_1249_,37.765µm
_1400_,37.73µm
_0756_,37.7µm
net16,37.6µm
_1560_,37.3µm
_0941_,37.11µm
_0975_,37.02µm
_1950_,37.02µm
_2007_,36.855µm
RESULT_ALU\[11\],36.8µm
_1275_,36.74µm
_0873_,36.72µm
_1999_,36.7µm
net216,36.7µm
_1413_,36.68µm
_0590_,36.54µm
_2287_,36.44µm
_1256_,36.38µm
_1040_,36.34µm
net425,36.19µm
_0844_,36.12µm
_0977_,36.12µm
_1439_,36.115µm
_1230_,36.08µm
_1588_,36.06µm
net135,36.06µm
net153,36.06µm
_0976_,36.02µm
_1960_,35.96µm
_2107_,35.88µm
_1120_,35.8µm
INSTR\[28\],35.76µm
REG_FILE\[11\]\[15\],35.74µm
_2098_,35.48µm
_1555_,35.44µm
_0561_,35.305µm
_0563_,35.295µm
_0557_,35.24µm
_1062_,35.22µm
_0615_,35.2µm
_2338_,35.18µm
_1194_,35.14µm
_1711_,35.14µm
_2368_,35.105µm
_1264_,35.08µm
_1451_,35.04µm
_1865_,35.02µm
_2031_,34.98µm
RESULT_ALU\[3\],34.96µm
_2370_,34.94µm
_2126_,34.895µm
_1147_,34.88µm
_1402_,34.84µm
_2357_,34.82µm
_0519_,34.44µm
net491,34.32µm
_0606_,34.3µm
_2406_,34.24µm
_2038_,34.22µm
_1819_,34.16µm
_1440_,33.96µm
net229,33.96µm
RESULT_SYS\[4\],33.89µm
_0419_,33.78µm
net464,33.61µm
STALL_EX,33.44µm
_0574_,33.38µm
_0589_,33.365µm
REG_FILE\[9\]\[9\],33.34µm
_1905_,33.32µm
RESULT_SYS\[12\],33.31µm
_0551_,33.28µm
_1490_,33.04µm
_2028_,33.02µm
net92,33µm
_2250_,32.94µm
net428,32.92µm
_1765_,32.87µm
_1570_,32.8µm
REG_FILE\[1\]\[11\],32.66µm
REG_FILE\[6\]\[0\],32.58µm
_1694_,32.38µm
_0617_,32.32µm
_0863_,32.26µm
REG_FILE\[8\]\[9\],32.12µm
_0558_,32.12µm
net474,32.06µm
_1631_,32.04µm
_2213_,31.94µm
_1742_,31.92µm
_0598_,31.9µm
_1678_,31.74µm
_2376_,31.72µm
_1763_,31.66µm
_1722_,31.65µm
INSTR\[21\],31.64µm
_1753_,31.54µm
LOAD,31.38µm
_1656_,31.37µm
_1549_,31.31µm
_1242_,31.3µm
_0595_,31.26µm
net454,31.1µm
net47,30.99µm
REG_FILE\[13\]\[13\],30.81µm
_1207_,30.79µm
_1578_,30.78µm
_0537_,30.765µm
_0513_,30.755µm
_0624_,30.66µm
_0745_,30.66µm
net15,30.56µm
_2275_,30.56µm
net354,30.5µm
net620,30.5µm
_1271_,30.48µm
_0907_,30.44µm
_1704_,30.44µm
_2354_,30.44µm
net13,30.42µm
_2090_,30.42µm
_1958_,30.38µm
_1493_,30.36µm
_1358_,30.24µm
_1666_,30.24µm
_0611_,30.2µm
_1360_,30.2µm
_0903_,30.18µm
_1907_,30.16µm
_2362_,30.155µm
_1355_,30.14µm
_1738_,30.02µm
REG_FILE\[11\]\[13\],29.98µm
_2065_,29.9µm
_0424_,29.8µm
_1100_,29.8µm
_1268_,29.78µm
INSTR\[16\],29.76µm
_0448_,29.755µm
_0458_,29.685µm
net95,29.6µm
_1953_,29.545µm
_1326_,29.49µm
_2100_,29.44µm
_0483_,29.4µm
REG_FILE\[13\]\[7\],29.3µm
REG_FILE\[4\]\[1\],29.28µm
_0980_,29.28µm
_1842_,29.28µm
_0534_,29.18µm
_2378_,29.16µm
REG_FILE\[13\]\[11\],29.14µm
_2381_,29.1µm
_0766_,29.08µm
_1157_,29.08µm
INSTR_STREAM[10],29.07µm
MEM_LD_DATA[13],29.07µm
MEM_LD_DATA[7],29.07µm
_0597_,29.05µm
REG_COND\[5\],28.98µm
MEM_LD_DATA[9],28.91µm
_1325_,28.82µm
_0741_,28.8µm
_0884_,28.76µm
STATE\[5\],28.62µm
REG_FILE\[1\]\[3\],28.6µm
_2203_,28.6µm
_1106_,28.54µm
_0696_,28.52µm
_0481_,28.5µm
REG_FILE\[3\]\[1\],28.465µm
REG_FILE\[6\]\[1\],28.42µm
REG_FILE\[13\]\[14\],28.41µm
REG_FILE\[1\]\[1\],28.4µm
_1246_,28.39µm
REG_FILE\[3\]\[6\],28.19µm
_0983_,28.055µm
_0588_,28.04µm
REG_FILE\[3\]\[13\],27.94µm
_1627_,27.94µm
_1272_,27.84µm
REG_FILE\[13\]\[0\],27.83µm
_1690_,27.8µm
_1951_,27.8µm
net209,27.78µm
_1594_,27.76µm
_0277_,27.725µm
STATE\[3\],27.72µm
_1580_,27.72µm
_1983_,27.72µm
_1849_,27.66µm
INSTR_ADDR[15],27.51µm
_2064_,27.5µm
net3,27.44µm
_0715_,27.36µm
_1193_,27.36µm
_0527_,27.32µm
REG_FILE\[11\]\[14\],27.26µm
_0584_,27.26µm
_1582_,27.22µm
INSTR_STREAM[13],27.15µm
_0789_,27.14µm
net99,27.12µm
REG_FILE\[9\]\[14\],27.1µm
_1595_,27.1µm
net234,27.02µm
MEM_LD_DATA[12],27.01µm
net665,26.98µm
net155,26.96µm
_0825_,26.92µm
MEM_LD_DATA[6],26.91µm
REG_FILE\[10\]\[14\],26.9µm
_0919_,26.9µm
net9,26.88µm
_0525_,26.84µm
REG_FILE\[9\]\[8\],26.82µm
_1790_,26.82µm
REG_FILE\[11\]\[8\],26.8µm
_0711_,26.8µm
_1347_,26.78µm
REG_FILE\[11\]\[7\],26.66µm
REG_FILE\[12\]\[15\],26.62µm
_1323_,26.62µm
net233,26.56µm
_1959_,26.52µm
REG_FILE\[14\]\[14\],26.5µm
_0560_,26.48µm
REG_FILE\[4\]\[8\],26.44µm
REG_FILE\[7\]\[2\],26.4µm
_0772_,26.4µm
REG_FILE\[3\]\[15\],26.34µm
_1886_,26.32µm
_1768_,26.28µm
REG_COND\[15\],26.26µm
_0882_,26.26µm
_2044_,26.18µm
INSTR_ADDR[12],26.17µm
_1984_,26.14µm
_2067_,26.13µm
_1092_,26.125µm
_1519_,26.04µm
REG_FILE\[1\]\[15\],25.96µm
REG_FILE\[9\]\[6\],25.94µm
_2032_,25.94µm
INSTR_STREAM[27],25.93µm
_0801_,25.92µm
_0631_,25.88µm
_0805_,25.86µm
_0538_,25.8µm
REG_FILE\[12\]\[12\],25.74µm
_1955_,25.68µm
REG_FILE\[6\]\[2\],25.64µm
REG_FILE\[1\]\[12\],25.6µm
_0851_,25.56µm
_0470_,25.54µm
_1376_,25.54µm
_1536_,25.54µm
REG_FILE\[2\]\[15\],25.52µm
_1365_,25.52µm
REG_FILE\[1\]\[0\],25.5µm
_1319_,25.5µm
_2343_,25.5µm
net227,25.5µm
_1095_,25.48µm
_1453_,25.48µm
_1941_,25.48µm
REG_FILE\[4\]\[4\],25.44µm
_1260_,25.42µm
net25,25.3µm
net772,25.28µm
REG_FILE\[0\]\[1\],25.26µm
_0672_,25.22µm
REG_FILE\[0\]\[12\],25.16µm
INSTR_STREAM[11],25.15µm
REG_FILE\[5\]\[7\],25.14µm
net106,25.1µm
_1189_,25.1µm
REG_FILE\[4\]\[13\],25.04µm
EX_HALT,25.03µm
INSTR_ADDR[6],25.03µm
REG_FILE\[2\]\[14\],25.02µm
REG_FILE\[0\]\[2\],25µm
_0546_,24.94µm
_0572_,24.94µm
_1488_,24.9µm
_2010_,24.89µm
_1529_,24.86µm
net107,24.84µm
