net,length_um
REG_FILE\[4\]\[2\],21.2µm
_0104_,21.185µm
_1080_,21.16µm
_2053_,21.16µm
INSTR_ADDR[10],21.16µm
_1923_,21.155µm
_1501_,21.12µm
REG_COND\[15\],21.1µm
REG_FILE\[13\]\[1\],21.04µm
REG_FILE\[3\]\[12\],21.04µm
_0906_,21.04µm
REG_FILE\[13\]\[0\],21.03µm
_1281_,20.98µm
REG_FILE\[12\]\[15\],20.94µm
_1657_,20.94µm
INSTR_STREAM[8],20.94µm
REG_FILE\[10\]\[6\],20.88µm
REG_FILE\[10\]\[14\],20.86µm
INSTR_STREAM[1],20.85µm
REG_FILE\[0\]\[2\],20.84µm
_2287_,20.84µm
REG_FILE\[9\]\[11\],20.8µm
_1765_,20.8µm
REG_FILE\[13\]\[5\],20.74µm
REG_FILE\[4\]\[6\],20.74µm
REG_FILE\[6\]\[14\],20.74µm
_0449_,20.72µm
REG_FILE\[14\]\[10\],20.7µm
_2319_,20.7µm
REG_FILE\[4\]\[7\],20.66µm
_0209_,20.66µm
REG_FILE\[13\]\[10\],20.64µm
INSTR_ADDR[12],20.64µm
_2063_,20.6µm
REG_FILE\[2\]\[7\],20.56µm
_0909_,20.54µm
_1397_,20.52µm
REG_FILE\[12\]\[13\],20.48µm
_0693_,20.46µm
REG_FILE\[3\]\[13\],20.38µm
_1780_,20.36µm
net24,20.34µm
_0537_,20.32µm
_0618_,20.32µm
_2075_,20.23µm
REG_COND\[9\],20.22µm
MAIN_STRW,20.22µm
MEM_ADDR[11],20.22µm
MEM_ADDR[7],20.22µm
_0600_,20.2µm
_2187_,20.2µm
_0611_,20.18µm
_2091_,20.18µm
RESULT_BIT\[4\],20.085µm
_0940_,20.08µm
REG_FILE\[2\]\[6\],20.04µm
REG_COND\[6\],20.02µm
REG_FILE\[6\]\[2\],20.02µm
MEM_LD_DATA[10],20.02µm
REG_FILE\[10\]\[13\],20µm
REG_FILE\[1\]\[4\],20µm
_1067_,19.98µm
_1968_,19.98µm
_2300_,19.98µm
REG_FILE\[13\]\[8\],19.92µm
REG_FILE\[14\]\[1\],19.88µm
REG_FILE\[2\]\[15\],19.86µm
REG_FILE\[8\]\[13\],19.78µm
_0441_,19.765µm
REG_FILE\[7\]\[6\],19.72µm
INVALID_MEM,19.68µm
MEM_ADDR[12],19.68µm
INSTR_STREAM[0],19.67µm
REG_FILE\[6\]\[1\],19.66µm
net103,19.64µm
REG_FILE\[3\]\[11\],19.64µm
_0656_,19.62µm
REG_FILE\[2\]\[9\],19.61µm
INSTR_STREAM[10],19.56µm
_1717_,19.545µm
_0559_,19.54µm
_0889_,19.52µm
net5,19.5µm
REG_FILE\[3\]\[6\],19.48µm
_0780_,19.48µm
_0489_,19.46µm
_2113_,19.46µm
REG_FILE\[0\]\[14\],19.44µm
REG_FILE\[10\]\[4\],19.44µm
REG_FILE\[0\]\[13\],19.42µm
REG_FILE\[5\]\[1\],19.42µm
REG_FILE\[12\]\[1\],19.4µm
_1753_,19.4µm
REG_FILE\[9\]\[3\],19.38µm
_2043_,19.37µm
_1947_,19.34µm
net17,19.3µm
_1810_,19.3µm
INSTR_ADDR[13],19.3µm
REG_FILE\[12\]\[10\],19.28µm
_1909_,19.26µm
net12,19.22µm
_1346_,19.22µm
RESULT_MEM\[11\],19.2µm
REG_COND\[13\],19.18µm
REG_FILE\[6\]\[4\],19.18µm
REG_FILE\[2\]\[5\],19.16µm
_0095_,19.125µm
REG_FILE\[12\]\[6\],19.12µm
STREAM_WRITE_DEST,19.12µm
REG_FILE\[2\]\[1\],19.1µm
REG_FILE\[8\]\[14\],19.1µm
_1945_,19.1µm
_0101_,19.085µm
REG_FILE\[3\]\[15\],19.08µm
REG_FILE\[5\]\[12\],19.08µm
_2098_,19.06µm
_1207_,19.05µm
REG_FILE\[7\]\[14\],19µm
_0778_,19µm
REG_FILE\[14\]\[9\],18.98µm
REG_FILE\[5\]\[14\],18.98µm
INSTR_STREAM[5],18.97µm
_0750_,18.96µm
_0976_,18.96µm
REG_FILE\[6\]\[0\],18.94µm
_1011_,18.94µm
REG_FILE\[14\]\[5\],18.92µm
_1689_,18.91µm
_1574_,18.9µm
INSTR_STREAM[13],18.89µm
_0891_,18.87µm
REG_FILE\[7\]\[13\],18.86µm
RESULT_ALU\[2\],18.845µm
_0992_,18.84µm
_2039_,18.82µm
_0428_,18.78µm
REG_FILE\[5\]\[13\],18.77µm
INSTR_STREAM[6],18.75µm
REG_COND\[12\],18.74µm
REG_FILE\[0\]\[12\],18.74µm
REG_FILE\[2\]\[8\],18.72µm
_1296_,18.68µm
_2336_,18.66µm
REG_FILE\[0\]\[8\],18.64µm
REG_FILE\[6\]\[13\],18.64µm
_0814_,18.64µm
REG_FILE\[12\]\[14\],18.62µm
_0522_,18.62µm
_0739_,18.62µm
_0968_,18.62µm
_0983_,18.6µm
MEM_ADDR[15],18.52µm
REG_FILE\[0\]\[1\],18.5µm
REG_FILE\[0\]\[9\],18.495µm
_1089_,18.48µm
INSTR_STREAM[12],18.48µm
RESULT_MEM\[10\],18.44µm
_2393_,18.44µm
MEM_ADDR[13],18.42µm
REG_FILE\[3\]\[3\],18.4µm
_0775_,18.4µm
_1134_,18.4µm
REG_FILE\[14\]\[13\],18.38µm
_1896_,18.36µm
_1931_,18.36µm
REG_FILE\[7\]\[1\],18.3µm
REG_FILE\[14\]\[8\],18.26µm
_1940_,18.25µm
_0910_,18.24µm
_1863_,18.24µm
INSTR_ADDR[1],18.23µm
REG_FILE\[11\]\[12\],18.22µm
REG_FILE\[0\]\[5\],18.2µm
REG_FILE\[12\]\[2\],18.18µm
_0598_,18.16µm
_0725_,18.14µm
_0755_,18.14µm
_1144_,18.14µm
_2118_,18.14µm
_1367_,18.13µm
_2302_,18.12µm
_2179_,18.08µm
net96,18.06µm
_0945_,18.06µm
REG_FILE\[2\]\[11\],18.04µm
_0208_,18.04µm
REG_FILE\[10\]\[10\],18µm
net35,17.99µm
_1808_,17.94µm
_2056_,17.9µm
net8,17.86µm
_0461_,17.86µm
INSTR\[18\],17.82µm
RESULT_BIT\[3\],17.78µm
_0975_,17.76µm
_1363_,17.76µm
_0484_,17.75µm
net33,17.705µm
REG_FILE\[6\]\[6\],17.66µm
_0518_,17.64µm
REG_FILE\[4\]\[4\],17.62µm
_0920_,17.56µm
REG_FILE\[10\]\[2\],17.54µm
JMP_DEST\[9\],17.52µm
REG_FILE\[10\]\[0\],17.52µm
DEVICES_STRW,17.5µm
MEM_ADDR[10],17.5µm
MEM_ADDR[8],17.5µm
MEM_ADDR[9],17.5µm
REG_FILE\[10\]\[1\],17.48µm
_1468_,17.48µm
_1235_,17.475µm
INSTR_ADDR[15],17.46µm
REG_FILE\[13\]\[6\],17.44µm
_2400_,17.44µm
_1463_,17.4µm
JMP_DEST\[2\],17.39µm
_1741_,17.38µm
REG_FILE\[2\]\[13\],17.36µm
_1697_,17.34µm
_0619_,17.28µm
REG_FILE\[4\]\[14\],17.26µm
REG_FILE\[6\]\[12\],17.26µm
MEM_LD_DATA[8],17.26µm
_1437_,17.24µm
_2049_,17.24µm
REG_FILE\[2\]\[10\],17.22µm
REG_FILE\[0\]\[11\],17.16µm
_1167_,17.16µm
_1540_,17.16µm
REG_FILE\[7\]\[12\],17.14µm
_0508_,17.14µm
_2170_,17.14µm
_1201_,17.1µm
MEM_LD_DATA[6],17.05µm
REG_FILE\[7\]\[10\],17.035µm
_0462_,17µm
_1403_,17µm
_1517_,16.98µm
_1844_,16.98µm
net22,16.96µm
_1081_,16.92µm
_1297_,16.86µm
_2160_,16.86µm
net14,16.84µm
INSTR_STREAM[7],16.8µm
REG_FILE\[9\]\[13\],16.76µm
REG_FILE\[6\]\[10\],16.74µm
REG_FILE\[8\]\[11\],16.7µm
_1868_,16.7µm
_1583_,16.66µm
REG_FILE\[1\]\[0\],16.64µm
_1721_,16.62µm
RESULT_ALU\[15\],16.6µm
_0488_,16.6µm
_1362_,16.6µm
_0473_,16.58µm
_1584_,16.58µm
JMP_DEST\[10\],16.575µm
net3,16.56µm
REG_FILE\[12\]\[11\],16.56µm
_1590_,16.54µm
INSTR_ADDR[6],16.54µm
net102,16.52µm
_2339_,16.52µm
_0267_,16.485µm
net2,16.48µm
_1062_,16.46µm
_1299_,16.44µm
_1436_,16.44µm
JMP_DEST\[14\],16.38µm
_0580_,16.34µm
REG_FILE\[3\]\[10\],16.32µm
REG_FILE\[9\]\[5\],16.3µm
_0965_,16.28µm
_2284_,16.28µm
_1099_,16.26µm
_2174_,16.24µm
REG_FILE\[11\]\[11\],16.22µm
_0930_,16.22µm
REG_FILE\[0\]\[0\],16.18µm
_1007_,16.18µm
_1906_,16.18µm
_1543_,16.16µm
_2035_,16.16µm
INSTR_ADDR[11],16.12µm
_1794_,16.1µm
_2293_,16.1µm
REG_FILE\[7\]\[5\],16.06µm
_0938_,16.06µm
_1929_,16.06µm
net20,16.02µm
REG_FILE\[14\]\[2\],16.02µm
RESULT_ALU\[10\],16.02µm
_1330_,16.02µm
_1912_,16µm
_0871_,15.98µm
_1353_,15.98µm
_2211_,15.96µm
REG_FILE\[11\]\[13\],15.92µm
REG_FILE\[3\]\[4\],15.9µm
_1624_,15.9µm
JMP_DEST\[3\],15.89µm
net104,15.86µm
_2310_,15.86µm
REG_FILE\[1\]\[7\],15.84µm
_1919_,15.84µm
_0443_,15.8µm
_1518_,15.8µm
_1699_,15.76µm
_2344_,15.76µm
RESULT_BIT\[0\],15.7µm
_1407_,15.68µm
_0932_,15.64µm
_1899_,15.64µm
_2009_,15.64µm
_0549_,15.6µm
_1705_,15.57µm
REG_FILE\[4\]\[12\],15.56µm
_0572_,15.54µm
_1267_,15.54µm
_1774_,15.52µm
_2083_,15.5µm
_1025_,15.48µm
_2257_,15.45µm
REG_FILE\[11\]\[14\],15.35µm
_0468_,15.34µm
_1209_,15.34µm
_1370_,15.34µm
LOAD,15.325µm
_2239_,15.32µm
_2270_,15.3µm
REG_FILE\[11\]\[5\],15.28µm
_1033_,15.26µm
_2277_,15.26µm
INSTR_ADDR[14],15.2µm
_2141_,15.18µm
_0982_,15.14µm
_2100_,15.14µm
_0502_,15.1µm
_0680_,15.1µm
_2052_,15.06µm
_2068_,15.04µm
_1110_,15.02µm
_1908_,15.02µm
_0958_,15µm
_1103_,15µm
_1425_,15µm
REG_FILE\[4\]\[1\],14.96µm
_1876_,14.96µm
INSTR_STREAM[11],14.96µm
INSTR_STREAM[28],14.96µm
MEM_LD_DATA[12],14.96µm
REG_FILE\[10\]\[5\],14.94µm
_1146_,14.94µm
_1614_,14.92µm
_0507_,14.91µm
_1748_,14.88µm
MEM_STR_DATA[0],14.83µm
MEM_STR_DATA[4],14.83µm
_2020_,14.82µm
_0211_,14.76µm
_1560_,14.76µm
_0379_,14.725µm
_1013_,14.72µm
net107,14.7µm
_1034_,14.68µm
_0257_,14.645µm
_0203_,14.625µm
REG_FILE\[3\]\[0\],14.6µm
_0785_,14.56µm
_2125_,14.54µm
REG_FILE\[4\]\[8\],14.5µm
net105,14.48µm
_1686_,14.48µm
_0148_,14.465µm
_2386_,14.46µm
_1944_,14.4µm
_0978_,14.38µm
_2354_,14.38µm
REG_FILE\[6\]\[5\],14.32µm
_0696_,14.32µm
_0941_,14.3µm
RESULT_BIT\[11\],14.28µm
EX_HALT,14.28µm
_1404_,14.265µm
_2290_,14.26µm
REG_FILE\[11\]\[7\],14.24µm
_0162_,14.225µm
_1069_,14.22µm
_1126_,14.22µm
_0467_,14.18µm
REG_FILE\[8\]\[5\],14.16µm
_0478_,14.16µm
_0533_,14.16µm
MEM_STR_DATA[13],14.15µm
MEM_STR_DATA[14],14.15µm
MEM_STR_DATA[5],14.15µm
_0907_,14.14µm
_1889_,14.14µm
_2395_,14.12µm
_1098_,14.1µm
MEM_STR_DATA[15],14.09µm
_1024_,14.08µm
RESULT_ALU\[7\],14.045µm
_1372_,14.04µm
_1031_,14.02µm
_1901_,14µm
_1990_,14µm
_1133_,13.98µm
_1594_,13.98µm
_2390_,13.98µm
_1023_,13.96µm
_1862_,13.96µm
_1870_,13.96µm
REG_FILE\[3\]\[5\],13.92µm
_1824_,13.92µm
_0106_,13.905µm
_2000_,13.9µm
_0578_,13.88µm
_1816_,13.88µm
_0579_,13.865µm
_0577_,13.86µm
_1288_,13.86µm
JMP_DEST\[0\],13.845µm
_0985_,13.82µm
_2295_,13.82µm
REG_FILE\[4\]\[9\],13.8µm
_2323_,13.8µm
_0520_,13.78µm
MEM_STR_DATA[10],13.75µm
MEM_STR_DATA[12],13.75µm
MEM_STR_DATA[3],13.75µm
MEM_STR_DATA[6],13.75µm
MEM_STR_DATA[7],13.75µm
RESULT_ALU\[0\],13.73µm
REG_FILE\[14\]\[4\],13.72µm
REG_FILE\[2\]\[0\],13.72µm
_2416_,13.72µm
REG_FILE\[4\]\[11\],13.7µm
_0964_,13.7µm
_2184_,13.7µm
INSTR\[19\],13.68µm
_1264_,13.68µm
_1778_,13.66µm
_2389_,13.64µm
_1634_,13.58µm
_1939_,13.58µm
_1478_,13.56µm
_1329_,13.54µm
_1467_,13.54µm
_2406_,13.54µm
_2042_,13.52µm
_0726_,13.48µm
_1973_,13.48µm
_0477_,13.475µm
RESULT_ALU\[14\],13.46µm
_0479_,13.46µm
_0998_,13.46µm
_1057_,13.46µm
_1632_,13.46µm
_1026_,13.44µm
_0430_,13.42µm
_1020_,13.38µm
_0571_,13.36µm
_0970_,13.36µm
_0926_,13.34µm
_1266_,13.34µm
net46,13.33µm
RESULT_ALU\[1\],13.31µm
RESULT_MEM\[9\],13.295µm
_1112_,13.28µm
_0863_,13.26µm
_1003_,13.26µm
_1692_,13.24µm
_0980_,13.2µm
_2186_,13.2µm
_1400_,13.12µm
_1571_,13.1µm
_2021_,13.1µm
net26,13.08µm
_2073_,13.08µm
_0881_,13.06µm
_1831_,13.04µm
_1871_,13.04µm
_1838_,12.96µm
_2410_,12.96µm
JMP_DEST\[11\],12.935µm
_1994_,12.9µm
_1857_,12.88µm
_0879_,12.86µm
_1220_,12.86µm
_0745_,12.84µm
RESULT_BIT\[1\],12.82µm
RESULT_MEM\[14\],12.82µm
_1345_,12.8µm
MEM_STR_DATA[2],12.79µm
_0075_,12.785µm
_1841_,12.78µm
_0837_,12.76µm
_1389_,12.76µm
_2305_,12.76µm
_2006_,12.72µm
_2403_,12.72µm
_1292_,12.66µm
STATE\[1\],12.64µm
_1576_,12.62µm
_0555_,12.58µm
_1505_,12.58µm
_1865_,12.58µm
INSTR_STREAM[23],12.57µm
_1414_,12.56µm
_1761_,12.56µm
_2331_,12.56µm
_1239_,12.54µm
_2333_,12.54µm
_2380_,12.54µm
_0024_,12.525µm
net19,12.52µm
_2019_,12.52µm
_0028_,12.495µm
RESULT_ALU\[4\],12.465µm
_0953_,12.42µm
_0036_,12.38µm
_2088_,12.38µm
_1695_,12.375µm
RESULT_MEM\[13\],12.355µm
_1323_,12.34µm
RESULT_BIT\[6\],12.32µm
_0645_,12.32µm
_0942_,12.3µm
_1434_,12.3µm
_2214_,12.28µm
net92,12.26µm
_0544_,12.26µm
_1223_,12.26µm
_2148_,12.26µm
_0771_,12.24µm
_1512_,12.24µm
_0069_,12.225µm
_0760_,12.22µm
_1525_,12.2µm
_0862_,12.18µm
_2007_,12.16µm
_0108_,12.145µm
_1162_,12.14µm
_1253_,12.14µm
_2314_,12.125µm
_0740_,12.12µm
_1100_,12.12µm
MEM_STR_DATA[11],12.11µm
_1311_,12.08µm
_1846_,12.08µm
net15,12.04µm
net93,12.04µm
_1783_,12µm
_1950_,12µm
_1113_,11.96µm
_1933_,11.96µm
INSTR_STREAM[17],11.95µm
INSTR_STREAM[22],11.95µm
_1462_,11.92µm
_1849_,11.92µm
_2087_,11.9µm
INSTR_STREAM[14],11.89µm
_0963_,11.875µm
REG_FILE\[4\]\[13\],11.86µm
_2260_,11.84µm
RESULT_ALU\[8\],11.83µm
_1307_,11.82µm
RESULT_ALU\[13\],11.8µm
JMP_DEST\[6\],11.78µm
_1599_,11.78µm
_2005_,11.78µm
_0971_,11.76µm
net47,11.75µm
_0154_,11.745µm
RESULT_BIT\[9\],11.74µm
_1465_,11.74µm
_1952_,11.68µm
_0081_,11.665µm
_0116_,11.665µm
_1489_,11.66µm
_1920_,11.66µm
_2166_,11.64µm
_0534_,11.62µm
_1169_,11.62µm
_1439_,11.62µm
_2313_,11.62µm
INSTR_STREAM[4],11.61µm
_1641_,11.6µm
_1139_,11.58µm
_1155_,11.58µm
_1727_,11.56µm
INSTR_STREAM[21],11.55µm
INSTR_STREAM[3],11.55µm
_0227_,11.54µm
_0865_,11.54µm
_2036_,11.54µm
_0025_,11.52µm
_0812_,11.52µm
_1637_,11.52µm
net9,11.5µm
_1122_,11.5µm
_0092_,11.485µm
_0110_,11.485µm
_0587_,11.48µm
JMP_DEST\[8\],11.44µm
_0475_,11.44µm
_1898_,11.42µm
_0601_,11.4µm
_1942_,11.4µm
_2140_,11.38µm
_2153_,11.38µm
_2285_,11.38µm
net31,11.36µm
_1085_,11.36µm
_1972_,11.34µm
RESULT_MEM\[15\],11.335µm
_0705_,11.32µm
_1376_,11.32µm
_1744_,11.3µm
net13,11.28µm
_0922_,11.26µm
_2216_,11.26µm
_1380_,11.22µm
_1892_,11.22µm
_0098_,11.12µm
_0401_,11.105µm
_1010_,11.1µm
_1496_,11.1µm
_0062_,11.085µm
_0340_,11.085µm
_0991_,11.08µm
_1466_,11.08µm
JMP_DEST\[5\],11.05µm
_0266_,11.045µm
_1823_,11.04µm
_0913_,11.02µm
RESULT_MEM\[6\],11.015µm
RESULT_ALU\[12\],11.01µm
_1212_,11µm
_2002_,11µm
RESULT_BIT\[2\],10.98µm
net73,10.96µm
_1152_,10.96µm
_1936_,10.96µm
_1988_,10.96µm
_2081_,10.96µm
_0149_,10.945µm
REG_FILE\[0\]\[7\],10.94µm
_0020_,10.94µm
_0100_,10.925µm
STATE\[0\],10.92µm
net40,10.915µm
_1861_,10.9µm
_0247_,10.895µm
_0944_,10.88µm
_1421_,10.88µm
_0535_,10.86µm
_0617_,10.86µm
_1627_,10.86µm
_1698_,10.86µm
_2203_,10.86µm
_0222_,10.845µm
_0773_,10.84µm
_1399_,10.84µm
_1575_,10.84µm
_0585_,10.82µm
_0606_,10.82µm
_0453_,10.8µm
_1819_,10.8µm
_2321_,10.77µm
_1392_,10.76µm
_1771_,10.76µm
_2178_,10.72µm
_1241_,10.7µm
_1651_,10.7µm
_2253_,10.7µm
RESULT_BIT\[7\],10.68µm
_0080_,10.675µm
_1948_,10.66µm
_0145_,10.645µm
_1419_,10.62µm
_0529_,10.6µm
_1649_,10.58µm
_1279_,10.56µm
JMP_DEST\[1\],10.545µm
_1957_,10.54µm
_0125_,10.505µm
_1412_,10.5µm
_1729_,10.5µm
_1787_,10.5µm
_0511_,10.495µm
_0134_,10.485µm
_1676_,10.48µm
_0210_,10.46µm
_1058_,10.44µm
_2147_,10.44µm
_0969_,10.42µm
_1664_,10.42µm
MEM_STR_DATA[1],10.41µm
_1076_,10.4µm
_2047_,10.4µm
_2268_,10.4µm
_0135_,10.385µm
_1304_,10.38µm
_1537_,10.38µm
_0383_,10.365µm
_0686_,10.36µm
_0877_,10.36µm
_0915_,10.36µm
_1401_,10.36µm
_0630_,10.34µm
_2008_,10.34µm
_0137_,10.335µm
_0962_,10.32µm
RESULT_BIT\[15\],10.31µm
_1867_,10.31µm
_0972_,10.3µm
_0129_,10.285µm
_0747_,10.28µm
_0924_,10.28µm
_0935_,10.28µm
_1484_,10.28µm
_0376_,10.245µm
_0676_,10.24µm
_1417_,10.24µm
net25,10.2µm
_0701_,10.2µm
_0884_,10.2µm
_1522_,10.2µm
_1769_,10.2µm
_2210_,10.2µm
_0394_,10.165µm
_0543_,10.16µm
_1777_,10.16µm
_2327_,10.16µm
net1,10.12µm
_2307_,10.12µm
_1005_,10.11µm
_0456_,10.1µm
_1068_,10.1µm
_0130_,10.095µm
_1592_,10.08µm
_1715_,10.08µm
MEM_STR_DATA[8],10.07µm
_0668_,10.06µm
_2018_,10.02µm
_0067_,10.01µm
_0563_,10µm
_1728_,10µm
_0230_,9.995µm
net95,9.98µm
_1825_,9.98µm
JMP_DEST\[12\],9.975µm
_0536_,9.955µm
net101,9.94µm
_2195_,9.94µm
_2286_,9.94µm
_0016_,9.925µm
_0066_,9.925µm
_0094_,9.905µm
_1589_,9.9µm
_1707_,9.9µm
_0997_,9.88µm
MEM_ADDR[0],9.87µm
_0897_,9.86µm
_2276_,9.86µm
_2312_,9.86µm
_1247_,9.84µm
_0781_,9.82µm
_0927_,9.82µm
_1932_,9.82µm
_1937_,9.82µm
_2304_,9.82µm
_0886_,9.8µm
_1280_,9.8µm
_0486_,9.78µm
_2227_,9.78µm
net41,9.77µm
_1432_,9.74µm
_1528_,9.74µm
_0139_,9.725µm
_1303_,9.72µm
_0947_,9.7µm
_1759_,9.7µm
_1911_,9.7µm
_1992_,9.7µm
_1043_,9.68µm
_1197_,9.68µm
_0077_,9.665µm
_1371_,9.645µm
_0710_,9.62µm
RESULT_MEM\[5\],9.605µm
_1078_,9.6µm
_0044_,9.585µm
_0195_,9.58µm
_0548_,9.58µm
_1785_,9.58µm
_1797_,9.58µm
_0065_,9.555µm
_0136_,9.535µm
_0022_,9.525µm
_1204_,9.52µm
_0495_,9.51µm
_1042_,9.48µm
_1109_,9.48µm
_0010_,9.44µm
_1269_,9.44µm
_1513_,9.44µm
_2388_,9.44µm
_0353_,9.405µm
_0782_,9.4µm
_0091_,9.385µm
_0127_,9.385µm
_0138_,9.385µm
_0181_,9.385µm
_0188_,9.365µm
_0398_,9.365µm
_0694_,9.36µm
_1130_,9.36µm
_1409_,9.36µm
_1836_,9.36µm
_1373_,9.33µm
_0498_,9.32µm
_0503_,9.32µm
_0799_,9.32µm
_2248_,9.3µm
_0651_,9.28µm
_1040_,9.28µm
_1396_,9.28µm
_1065_,9.24µm
_1343_,9.24µm
_0667_,9.22µm
_0112_,9.205µm
_1141_,9.2µm
_2030_,9.2µm
MEM_ADDR[5],9.19µm
_1423_,9.18µm
_2037_,9.16µm
_0072_,9.155µm
_0232_,9.155µm
_1154_,9.14µm
RESULT_BIT\[14\],9.125µm
_1678_,9.12µm
_1826_,9.12µm
_2326_,9.12µm
_0713_,9.1µm
_0731_,9.08µm
_2309_,9.08µm
_0119_,9.065µm
_0026_,9.055µm
_0928_,9.02µm
_0552_,8.98µm
RESULT_BIT\[13\],8.975µm
_1428_,8.96µm
_1786_,8.96µm
_2176_,8.96µm
_1177_,8.94µm
_1483_,8.94µm
_0553_,8.92µm
_0194_,8.905µm
_0078_,8.9µm
_0923_,8.9µm
_1097_,8.9µm
_1515_,8.9µm
_1612_,8.9µm
INSTR_STREAM[15],8.89µm
_0699_,8.88µm
_1277_,8.88µm
net74,8.86µm
_2404_,8.86µm
net18,8.84µm
net27,8.84µm
STALL_EX,8.82µm
net30,8.8µm
_1041_,8.8µm
_0143_,8.78µm
_0152_,8.78µm
_0306_,8.78µm
_0867_,8.78µm
_0984_,8.78µm
_2124_,8.78µm
_1185_,8.76µm
_1244_,8.76µm
_1474_,8.76µm
_0147_,8.745µm
_0234_,8.745µm
_0885_,8.74µm
_2045_,8.74µm
_1290_,8.735µm
_0082_,8.725µm
_0185_,8.725µm
_1961_,8.72µm
_2294_,8.705µm
_1027_,8.7µm
_1159_,8.7µm
_2051_,8.7µm
_2325_,8.7µm
_0990_,8.68µm
_1302_,8.66µm
_2289_,8.66µm
_1308_,8.64µm
_0107_,8.625µm
_0974_,8.62µm
RESULT_SYS\[3\],8.6µm
_0457_,8.56µm
_0604_,8.56µm
_0929_,8.56µm
_1415_,8.56µm
_2262_,8.56µm
_2335_,8.56µm
_2243_,8.54µm
_0371_,8.525µm
_1652_,8.52µm
_2139_,8.52µm
_2171_,8.52µm
MEM_ADDR[1],8.51µm
MEM_ADDR[6],8.51µm
_1121_,8.5µm
_2129_,8.5µm
_1687_,8.48µm
_2273_,8.48µm
_0172_,8.465µm
_1251_,8.46µm
_2246_,8.46µm
_0589_,8.44µm
_1095_,8.44µm
_1096_,8.44µm
_1565_,8.44µm
RESULT_BIT_EN,8.435µm
_2254_,8.41µm
_0366_,8.405µm
_0370_,8.405µm
_0774_,8.4µm
_0936_,8.4µm
_1520_,8.4µm
_0167_,8.375µm
_0273_,8.375µm
_0235_,8.36µm
_0987_,8.36µm
_1044_,8.36µm
_1645_,8.36µm
_0322_,8.325µm
_0722_,8.32µm
_1183_,8.32µm
_0201_,8.305µm
_1170_,8.3µm
_0120_,8.285µm
_0243_,8.285µm
net84,8.28µm
_1725_,8.275µm
_0146_,8.265µm
_0161_,8.265µm
_0603_,8.24µm
_0752_,8.24µm
_1387_,8.24µm
_1549_,8.24µm
_1710_,8.24µm
_0240_,8.235µm
_1318_,8.22µm
INSTR_STREAM[20],8.21µm
_2364_,8.2µm
RESULT_ALU\[3\],8.175µm
MEM_ADDR[3],8.17µm
_1028_,8.16µm
_0035_,8.155µm
_1433_,8.14µm
_1088_,8.125µm
_0943_,8.12µm
_0294_,8.1µm
_0465_,8.1µm
_0649_,8.1µm
_1192_,8.1µm
_1738_,8.08µm
_1875_,8.08µm
_0179_,8.065µm
_0380_,8.065µm
_0588_,8.06µm
_1049_,8.06µm
_1413_,8.06µm
_1557_,8.04µm
_0977_,8.02µm
_0031_,8.005µm
_0169_,8.005µm
_0187_,8.005µm
_1375_,8µm
_1828_,8µm
_0512_,7.98µm
_1410_,7.98µm
_1442_,7.98µm
_2079_,7.96µm
_2237_,7.96µm
_0681_,7.94µm
_1544_,7.94µm
_1604_,7.92µm
_0925_,7.9µm
_1864_,7.9µm
_0102_,7.885µm
_0105_,7.885µm
net32,7.86µm
net91,7.86µm
_0500_,7.86µm
_0684_,7.86µm
_1012_,7.86µm
_1285_,7.86µm
_1843_,7.86µm
_1946_,7.86µm
net11,7.84µm
_0239_,7.825µm
_0260_,7.825µm
_0660_,7.82µm
_0674_,7.82µm
_0986_,7.82µm
_0085_,7.805µm
_0117_,7.805µm
_0141_,7.805µm
RESULT_BIT\[10\],7.78µm
_0605_,7.78µm
_2271_,7.78µm
_0523_,7.775µm
STATE\[4\],7.76µm
_0463_,7.76µm
_0661_,7.76µm
_2200_,7.74µm
_1749_,7.73µm
_0426_,7.725µm
_1276_,7.72µm
_1633_,7.72µm
_0189_,7.705µm
_0264_,7.705µm
_0373_,7.705µm
_0741_,7.7µm
_1230_,7.7µm
_1390_,7.68µm
_1681_,7.68µm
RESULT_BIT\[8\],7.67µm
_0509_,7.66µm
_1151_,7.64µm
_1480_,7.64µm
_1949_,7.64µm
_2061_,7.64µm
JMP_DEST\[4\],7.615µm
_0819_,7.61µm
_0131_,7.605µm
_0173_,7.605µm
_1232_,7.6µm
_1337_,7.6µm
_1448_,7.6µm
_1568_,7.6µm
_2001_,7.6µm
_2086_,7.58µm
_0288_,7.565µm
_1842_,7.56µm
_2183_,7.56µm
_2228_,7.56µm
_0212_,7.545µm
_0219_,7.545µm
_0229_,7.545µm
_0274_,7.545µm
_0899_,7.54µm
_1002_,7.54µm
_0562_,7.52µm
_1131_,7.52µm
_1488_,7.52µm
_1602_,7.52µm
_1618_,7.52µm
_1796_,7.52µm
_2315_,7.52µm
_1887_,7.51µm
_1070_,7.505µm
_1943_,7.5µm
_0220_,7.485µm
_0374_,7.485µm
_0402_,7.485µm
_1184_,7.445µm
_2329_,7.445µm
_1228_,7.44µm
_1971_,7.44µm
_1974_,7.44µm
_2209_,7.44µm
_2306_,7.44µm
_0029_,7.425µm
_0776_,7.42µm
_2136_,7.42µm
_1395_,7.4µm
_2249_,7.4µm
_1429_,7.36µm
_0060_,7.345µm
_1982_,7.34µm
