net,length_um
_0557_,19.2µm
REG_FILE\[1\]\[9\],19.18µm
REG_FILE\[8\]\[2\],19.16µm
REG_FILE\[11\]\[12\],19.14µm
_1207_,19.02µm
INSTR_STREAM[5],18.97µm
_0940_,18.92µm
INSTR_STREAM[13],18.89µm
_0209_,18.885µm
REG_FILE\[0\]\[4\],18.88µm
REG_FILE\[4\]\[15\],18.88µm
_1099_,18.88µm
_2319_,18.88µm
REG_FILE\[8\]\[10\],18.86µm
REG_FILE\[2\]\[13\],18.84µm
_0889_,18.84µm
net5,18.82µm
_0983_,18.82µm
_2400_,18.82µm
_0488_,18.775µm
INSTR_STREAM[6],18.75µm
_0673_,18.66µm
REG_FILE\[6\]\[11\],18.64µm
REG_FILE\[6\]\[14\],18.62µm
_0968_,18.62µm
REG_FILE\[4\]\[7\],18.6µm
REG_FILE\[7\]\[14\],18.6µm
REG_FILE\[10\]\[13\],18.56µm
_1657_,18.56µm
INSTR\[18\],18.52µm
MEM_ADDR[15],18.52µm
REG_FILE\[1\]\[0\],18.48µm
REG_FILE\[10\]\[6\],18.46µm
_0780_,18.44µm
REG_FILE\[0\]\[8\],18.42µm
MEM_ADDR[13],18.42µm
REG_FILE\[7\]\[8\],18.4µm
_1134_,18.4µm
REG_FILE\[10\]\[11\],18.39µm
_0814_,18.3µm
_1940_,18.29µm
REG_FILE\[11\]\[13\],18.28µm
_1346_,18.25µm
REG_FILE\[10\]\[3\],18.24µm
net97,18.22µm
_0906_,18.2µm
REG_FILE\[0\]\[1\],18.18µm
net33,18.165µm
REG_FILE\[10\]\[1\],18.16µm
REG_FILE\[14\]\[1\],18.16µm
REG_COND\[10\],18.14µm
_0462_,18.14µm
_0755_,18.14µm
_1869_,18.14µm
REG_FILE\[6\]\[10\],18.1µm
REG_FILE\[12\]\[10\],18.02µm
MEM_LD_DATA[13],18.02µm
REG_FILE\[5\]\[5\],17.98µm
_0778_,17.98µm
_1560_,17.98µm
MEM_LD_DATA[6],17.97µm
REG_FILE\[8\]\[13\],17.95µm
_2380_,17.94µm
_1178_,17.915µm
_0618_,17.9µm
_0484_,17.86µm
REG_FILE\[10\]\[8\],17.78µm
_2173_,17.78µm
_0975_,17.76µm
REG_FILE\[10\]\[4\],17.72µm
INSTR_STREAM[8],17.72µm
MEM_LD_DATA[1],17.72µm
REG_COND\[9\],17.68µm
REG_FILE\[2\]\[2\],17.64µm
REG_FILE\[9\]\[0\],17.64µm
JMP_DEST\[10\],17.595µm
REG_FILE\[2\]\[10\],17.58µm
_1583_,17.58µm
REG_FILE\[2\]\[14\],17.56µm
_0725_,17.56µm
_0920_,17.56µm
REG_FILE\[9\]\[3\],17.54µm
net8,17.52µm
JMP_DEST\[9\],17.52µm
REG_FILE\[11\]\[10\],17.52µm
DEVICES_STRW,17.5µm
MEM_ADDR[9],17.5µm
INSTR_ADDR[15],17.46µm
REG_FILE\[11\]\[1\],17.44µm
_1463_,17.4µm
_2063_,17.4µm
JMP_DEST\[2\],17.39µm
net12,17.38µm
_1741_,17.38µm
net2,17.34µm
_1697_,17.34µm
_2160_,17.32µm
_0611_,17.3µm
INSTR_STREAM[7],17.26µm
REG_FILE\[3\]\[2\],17.24µm
_0750_,17.24µm
_2049_,17.24µm
_0965_,17.2µm
_2302_,17.2µm
RESULT_BIT\[6\],17.165µm
_1167_,17.16µm
REG_FILE\[4\]\[4\],17.14µm
_0036_,17.125µm
REG_FILE\[11\]\[6\],17.12µm
_0522_,17.12µm
_1089_,17.12µm
REG_FILE\[5\]\[13\],17.08µm
_1201_,17.07µm
_1407_,17.06µm
_1025_,17.02µm
_1468_,17.02µm
_1844_,16.98µm
_0507_,16.97µm
EX_HALT,16.92µm
_1372_,16.9µm
REG_FILE\[13\]\[11\],16.88µm
REG_FILE\[14\]\[8\],16.88µm
REG_FILE\[5\]\[14\],16.88µm
_0559_,16.88µm
REG_FILE\[0\]\[14\],16.86µm
REG_FILE\[2\]\[9\],16.82µm
REG_COND\[7\],16.8µm
MEM_LD_DATA[10],16.8µm
_0227_,16.795µm
REG_FILE\[2\]\[15\],16.78µm
_2021_,16.78µm
REG_FILE\[1\]\[14\],16.76µm
REG_FILE\[1\]\[7\],16.76µm
_0817_,16.76µm
_0979_,16.72µm
_2179_,16.72µm
REG_FILE\[7\]\[0\],16.68µm
REG_FILE\[3\]\[15\],16.66µm
_1584_,16.58µm
REG_FILE\[13\]\[12\],16.57µm
_1436_,16.555µm
INSTR_ADDR[6],16.54µm
_0101_,16.525µm
REG_FILE\[7\]\[5\],16.52µm
_1517_,16.52µm
_2100_,16.52µm
net14,16.5µm
RESULT_BIT\[0\],16.5µm
_1404_,16.47µm
net3,16.44µm
REG_FILE\[6\]\[1\],16.44µm
REG_COND\[13\],16.42µm
REG_FILE\[9\]\[11\],16.4µm
JMP_DEST\[14\],16.38µm
REG_FILE\[8\]\[1\],16.36µm
_1437_,16.32µm
REG_FILE\[9\]\[5\],16.3µm
_1144_,16.3µm
REG_FILE\[4\]\[10\],16.28µm
_0025_,16.265µm
REG_FILE\[0\]\[7\],16.22µm
_0930_,16.22µm
_0598_,16.2µm
REG_FILE\[13\]\[10\],16.18µm
_2083_,16.18µm
net24,16.16µm
REG_FILE\[3\]\[6\],16.16µm
_1543_,16.16µm
_2287_,16.14µm
INSTR_ADDR[11],16.12µm
JMP_DEST\[7\],16.08µm
_2056_,16.06µm
REG_COND\[6\],16.02µm
_0580_,16µm
_1081_,16µm
_1013_,15.98µm
_1297_,15.97µm
_2211_,15.96µm
_2310_,15.96µm
REG_FILE\[8\]\[0\],15.94µm
_0518_,15.92µm
_2336_,15.9µm
REG_FILE\[2\]\[1\],15.88µm
REG_FILE\[6\]\[7\],15.88µm
REG_FILE\[1\]\[2\],15.87µm
REG_FILE\[13\]\[1\],15.86µm
_0020_,15.855µm
_1919_,15.84µm
REG_FILE\[7\]\[6\],15.82µm
_1370_,15.8µm
_1518_,15.8µm
_1717_,15.77µm
REG_FILE\[4\]\[3\],15.76µm
_1699_,15.76µm
_1945_,15.76µm
REG_FILE\[6\]\[0\],15.72µm
REG_FILE\[6\]\[13\],15.72µm
RESULT_MEM\[11\],15.68µm
_1540_,15.68µm
REG_FILE\[7\]\[13\],15.64µm
_1929_,15.6µm
REG_FILE\[4\]\[11\],15.54µm
_1062_,15.54µm
REG_FILE\[2\]\[8\],15.5µm
REG_FILE\[2\]\[12\],15.44µm
_2174_,15.44µm
_0619_,15.42µm
_0932_,15.42µm
INSTR_STREAM[10],15.42µm
_1031_,15.4µm
_1863_,15.4µm
REG_FILE\[14\]\[6\],15.38µm
REG_FILE\[4\]\[5\],15.38µm
_1330_,15.34µm
REG_FILE\[14\]\[9\],15.3µm
_1899_,15.28µm
_2020_,15.28µm
REG_FILE\[1\]\[13\],15.26µm
_1594_,15.24µm
_1909_,15.24µm
_0443_,15.22µm
_2354_,15.2µm
INSTR_ADDR[14],15.2µm
REG_FILE\[9\]\[4\],15.19µm
REG_FILE\[5\]\[12\],15.18µm
REG_FILE\[5\]\[1\],15.18µm
_2141_,15.18µm
_0549_,15.14µm
_1033_,15.14µm
_0502_,15.1µm
_0680_,15.1µm
net103,15.04µm
REG_FILE\[14\]\[15\],15.04µm
_2277_,15.04µm
REG_FILE\[11\]\[7\],15.02µm
_2227_,15.02µm
INSTR_ADDR[1],15.01µm
REG_FILE\[4\]\[13\],14.96µm
INSTR_STREAM[11],14.96µm
INSTR_STREAM[28],14.96µm
MEM_LD_DATA[12],14.96µm
MEM_LD_DATA[8],14.96µm
REG_FILE\[2\]\[5\],14.92µm
_2386_,14.92µm
_0785_,14.9µm
REG_FILE\[8\]\[5\],14.84µm
_0477_,14.84µm
_1012_,14.84µm
_0468_,14.76µm
_1011_,14.76µm
REG_FILE\[8\]\[14\],14.7µm
_1908_,14.68µm
REG_FILE\[4\]\[1\],14.62µm
REG_FILE\[0\]\[13\],14.6µm
REG_FILE\[11\]\[11\],14.52µm
_2239_,14.52µm
_0273_,14.505µm
REG_FILE\[3\]\[3\],14.5µm
_1939_,14.5µm
RESULT_BIT\[4\],14.485µm
_0162_,14.485µm
_0871_,14.48µm
_0972_,14.47µm
_2118_,14.46µm
REG_FILE\[6\]\[6\],14.44µm
_2317_,14.44µm
_1209_,14.42µm
REG_FILE\[0\]\[2\],14.4µm
REG_FILE\[11\]\[5\],14.38µm
_0945_,14.38µm
_2052_,14.38µm
_0106_,14.365µm
_0211_,14.365µm
REG_FILE\[10\]\[5\],14.34µm
RESULT_BIT\[3\],14.34µm
_1110_,14.34µm
_0696_,14.32µm
_2035_,14.32µm
MEM_ADDR[10],14.28µm
MEM_ADDR[8],14.28µm
_2290_,14.26µm
_0938_,14.22µm
_1034_,14.22µm
_1069_,14.22µm
_1126_,14.22µm
_1574_,14.22µm
_0467_,14.18µm
REG_FILE\[7\]\[10\],14.16µm
REG_FILE\[0\]\[12\],14.14µm
_1421_,14.14µm
_1889_,14.14µm
_0148_,14.125µm
_0810_,14.1µm
_1363_,14.1µm
_2284_,14.1µm
MEM_STR_DATA[15],14.09µm
_1235_,14.065µm
_1624_,14.06µm
REG_FILE\[6\]\[12\],14.04µm
_1841_,14.04µm
LOAD,14.01µm
_1021_,14µm
_1133_,13.98µm
_1862_,13.96µm
_1101_,13.94µm
_1936_,13.94µm
_2344_,13.92µm
_1824_,13.9µm
REG_FILE\[4\]\[0\],13.88µm
_1816_,13.88µm
net40,13.875µm
_1288_,13.86µm
_0428_,13.84µm
_1362_,13.84µm
_0478_,13.82µm
_0775_,13.8µm
_1794_,13.8µm
_1933_,13.8µm
_2323_,13.8µm
_0153_,13.785µm
RESULT_ALU\[15\],13.74µm
_0958_,13.74µm
_1103_,13.74µm
_0028_,13.725µm
REG_FILE\[14\]\[13\],13.72µm
_2416_,13.72µm
_1267_,13.7µm
_1774_,13.68µm
REG_COND\[11\],13.62µm
_1425_,13.62µm
_2257_,13.61µm
JMP_DEST\[0\],13.605µm
REG_FILE\[12\]\[14\],13.6µm
_0461_,13.6µm
_1777_,13.6µm
_2346_,13.6µm
REG_FILE\[7\]\[12\],13.58µm
_0579_,13.58µm
_1634_,13.58µm
_1478_,13.56µm
_1689_,13.54µm
_2406_,13.54µm
_1505_,13.5µm
_1748_,13.5µm
_0473_,13.48µm
_1973_,13.48µm
_1376_,13.46µm
_0104_,13.445µm
_0862_,13.44µm
REG_FILE\[10\]\[12\],13.42µm
_0430_,13.42µm
_0572_,13.38µm
_2294_,13.35µm
RESULT_BIT_EN,13.325µm
RESULT_ALU\[1\],13.31µm
REG_FILE\[13\]\[6\],13.3µm
_0520_,13.3µm
_0982_,13.3µm
RESULT_BIT\[2\],13.28µm
_1112_,13.28µm
_2170_,13.26µm
_1345_,13.25µm
_2184_,13.24µm
_0210_,13.225µm
REG_FILE\[6\]\[4\],13.22µm
_0877_,13.22µm
_1632_,13.22µm
net19,13.2µm
_2186_,13.2µm
_1721_,13.18µm
_1024_,13.16µm
_1892_,13.16µm
net96,13.14µm
_0992_,13.14µm
_1575_,13.14µm
REG_FILE\[0\]\[9\],13.12µm
REG_FILE\[4\]\[8\],13.12µm
_1400_,13.12µm
_1901_,13.1µm
_1576_,13.08µm
_2073_,13.08µm
_1871_,13.04µm
REG_FILE\[12\]\[13\],13.02µm
REG_FILE\[4\]\[9\],13.02µm
_1239_,13µm
net93,12.96µm
_2410_,12.96µm
RESULT_ALU\[10\],12.92µm
_1994_,12.9µm
_1223_,12.89µm
_0479_,12.88µm
_0499_,12.88µm
_1353_,12.88µm
_1823_,12.88µm
INSTR_STREAM[22],12.87µm
_0891_,12.84µm
RESULT_MEM\[9\],12.835µm
_0909_,12.8µm
_0149_,12.785µm
_1389_,12.76µm
_2305_,12.76µm
_1778_,12.74µm
_0155_,12.725µm
RESULT_BIT\[14\],12.7µm
_1512_,12.7µm
REG_FILE\[12\]\[6\],12.68µm
_0529_,12.68µm
_2293_,12.68µm
REG_COND\[14\],12.66µm
_1299_,12.66µm
REG_FILE\[14\]\[5\],12.64µm
_0095_,12.605µm
RESULT_ALU\[0\],12.595µm
RESULT_ALU\[8\],12.575µm
INSTR_STREAM[23],12.57µm
_1865_,12.56µm
REG_FILE\[12\]\[2\],12.54µm
REG_FILE\[4\]\[14\],12.54µm
_0812_,12.54µm
_1857_,12.54µm
INSTR_STREAM[4],12.53µm
_0024_,12.525µm
_0745_,12.5µm
_1972_,12.5µm
net18,12.42µm
_0976_,12.42µm
_1027_,12.4µm
_2088_,12.38µm
_0255_,12.375µm
net46,12.37µm
_0044_,12.345µm
_0773_,12.34µm
_0970_,12.34µm
_0203_,12.325µm
_0533_,12.32µm
INSTR\[19\],12.3µm
_1434_,12.3µm
_0230_,12.295µm
_1220_,12.28µm
RESULT_ALU\[13\],12.24µm
RESULT_BIT\[1\],12.24µm
RESULT_MEM\[6\],12.205µm
_2139_,12.2µm
net26,12.18µm
_0980_,12.15µm
_1990_,12.13µm
_0237_,12.08µm
_1846_,12.08µm
_2333_,12.08µm
_0578_,12.04µm
_1590_,12.04µm
REG_FILE\[6\]\[5\],12.02µm
_0910_,12µm
_0941_,12µm
_1831_,12µm
net9,11.96µm
_1057_,11.96µm
_1906_,11.96µm
INSTR_STREAM[17],11.95µm
_1849_,11.92µm
_0508_,11.9µm
INSTR_STREAM[14],11.89µm
_1399_,11.88µm
_1692_,11.88µm
REG_FILE\[11\]\[14\],11.86µm
_1912_,11.86µm
MEM_STR_DATA[5],11.85µm
_1307_,11.82µm
_0881_,11.8µm
JMP_DEST\[6\],11.78µm
_2125_,11.78µm
JMP_DEST\[11\],11.775µm
_0154_,11.745µm
REG_FILE\[3\]\[10\],11.74µm
_1292_,11.74µm
_1465_,11.74µm
net47,11.705µm
_0035_,11.665µm
_0971_,11.64µm
_1412_,11.64µm
_1169_,11.62µm
_1311_,11.62µm
RESULT_ALU\[12\],11.61µm
MEM_STR_DATA[0],11.61µm
MEM_STR_DATA[4],11.61µm
_0588_,11.6µm
_1139_,11.58µm
_1155_,11.58µm
_1838_,11.58µm
_1727_,11.56µm
INSTR_STREAM[21],11.55µm
INSTR_STREAM[3],11.55µm
REG_FILE\[3\]\[5\],11.5µm
_1686_,11.5µm
_1162_,11.46µm
_2339_,11.46µm
net73,11.42µm
_0601_,11.4µm
_1020_,11.4µm
_1146_,11.4µm
_1942_,11.4µm
_2285_,11.38µm
_0268_,11.36µm
_0799_,11.36µm
RESULT_MEM\[10\],11.355µm
_0083_,11.32µm
_1761_,11.32µm
_2203_,11.32µm
_2314_,11.305µm
_0547_,11.3µm
RESULT_BIT\[9\],11.28µm
_0585_,11.28µm
_0978_,11.28µm
_2289_,11.28µm
REG_FILE\[1\]\[4\],11.26µm
net102,11.24µm
_2148_,11.24µm
_0031_,11.225µm
_0962_,11.22µm
_1952_,11.22µm
MEM_STR_DATA[12],11.21µm
REG_FILE\[12\]\[11\],11.16µm
_0134_,11.14µm
_0771_,11.14µm
_0884_,11.12µm
_2007_,11.12µm
_1419_,11.1µm
_2403_,11.1µm
_0340_,11.085µm
_0152_,11.08µm
_0991_,11.08µm
_1466_,11.08µm
_1920_,11.08µm
REG_FILE\[3\]\[0\],11.04µm
_0926_,11.04µm
_2313_,11.04µm
net31,11.02µm
_2042_,11µm
_1122_,10.985µm
_0863_,10.96µm
_0075_,10.945µm
REG_FILE\[2\]\[11\],10.94µm
RESULT_MEM\[5\],10.94µm
MEM_STR_DATA[13],10.93µm
MEM_STR_DATA[14],10.93µm
net104,10.92µm
_0837_,10.92µm
_1264_,10.92µm
_1861_,10.9µm
_0247_,10.895µm
_0495_,10.89µm
_0944_,10.88µm
MEM_STR_DATA[10],10.87µm
MEM_STR_DATA[3],10.87µm
MEM_STR_DATA[6],10.87µm
MEM_STR_DATA[7],10.87µm
_1599_,10.86µm
_1627_,10.86µm
_2005_,10.86µm
_2325_,10.86µm
_1367_,10.855µm
_0617_,10.84µm
_1944_,10.84µm
_1947_,10.84µm
STATE\[1\],10.8µm
_1819_,10.8µm
_1044_,10.78µm
_1329_,10.78µm
_1392_,10.76µm
_1729_,10.74µm
_2081_,10.74µm
REG_FILE\[0\]\[11\],10.72µm
_2178_,10.72µm
_1241_,10.7µm
_1544_,10.7µm
_1651_,10.7µm
_0931_,10.68µm
RESULT_BIT\[13\],10.655µm
_1130_,10.62µm
RESULT_ALU\[7\],10.605µm
net13,10.6µm
_0953_,10.58µm
_1113_,10.58µm
_1649_,10.58µm
_2268_,10.57µm
_0913_,10.56µm
_1279_,10.56µm
JMP_DEST\[1\],10.545µm
_0092_,10.505µm
_0222_,10.505µm
REG_FILE\[14\]\[4\],10.5µm
_1003_,10.5µm
_1787_,10.5µm
JMP_DEST\[3\],10.49µm
_1705_,10.46µm
_2008_,10.46µm
_2214_,10.44µm
_0963_,10.43µm
_1592_,10.42µm
_0865_,10.4µm
_0998_,10.4µm
_0760_,10.38µm
_0257_,10.32µm
_1467_,10.32µm
_1769_,10.32µm
_0747_,10.28µm
_0924_,10.28µm
_1100_,10.28µm
_1484_,10.28µm
REG_FILE\[4\]\[12\],10.26µm
_0606_,10.24µm
_0676_,10.24µm
_1403_,10.24µm
_1571_,10.24µm
_2262_,10.24µm
net105,10.22µm
_0630_,10.22µm
_2210_,10.2µm
_2263_,10.2µm
_0029_,10.185µm
_0137_,10.165µm
_2295_,10.16µm
_0049_,10.125µm
net1,10.12µm
_0997_,10.12µm
_2307_,10.12µm
net107,10.1µm
_0456_,10.1µm
_1068_,10.1µm
_2248_,10.1µm
_2321_,10.09µm
_0544_,10.08µm
_1212_,10.08µm
_1432_,10.08µm
_0252_,10.045µm
_1458_,10.04µm
_1678_,10.04µm
_1898_,10.04µm
_0109_,10.005µm
STATE\[0\],10µm
_1728_,10µm
JMP_DEST\[12\],9.975µm
_0016_,9.965µm
_0398_,9.945µm
_2304_,9.94µm
_0097_,9.925µm
REG_FILE\[8\]\[11\],9.92µm
_0571_,9.92µm
_1097_,9.92µm
_2264_,9.92µm
_1786_,9.88µm
MEM_ADDR[0],9.87µm
_0897_,9.86µm
_2312_,9.86µm
_0193_,9.845µm
_0726_,9.82µm
_0781_,9.82µm
_1489_,9.82µm
_2146_,9.82µm
_0117_,9.78µm
_0486_,9.78µm
_0936_,9.78µm
_1296_,9.78µm
_2019_,9.78µm
_0093_,9.76µm
_0587_,9.76µm
_0964_,9.72µm
_0947_,9.7µm
_1197_,9.68µm
_2107_,9.66µm
_1371_,9.645µm
_0069_,9.635µm
_0151_,9.625µm
_1373_,9.62µm
_1715_,9.62µm
_0475_,9.6µm
MEM_STR_DATA[2],9.57µm
_0102_,9.555µm
_2000_,9.54µm
_0116_,9.535µm
_0195_,9.525µm
_0701_,9.52µm
_1085_,9.52µm
_1204_,9.52µm
_1439_,9.52µm
_1247_,9.5µm
_1023_,9.48µm
_1109_,9.48µm
_1480_,9.48µm
_1537_,9.48µm
_1783_,9.48µm
_0159_,9.445µm
_0534_,9.44µm
_1401_,9.44µm
_1513_,9.44µm
_0535_,9.36µm
_0555_,9.36µm
_0858_,9.36µm
_1438_,9.36µm
_1836_,9.36µm
_1992_,9.36µm
JMP_DEST\[5\],9.35µm
_0038_,9.345µm
_0026_,9.34µm
_1422_,9.34µm
_2237_,9.34µm
_0130_,9.32µm
_0498_,9.32µm
_0552_,9.32µm
_2260_,9.32µm
net27,9.3µm
_0476_,9.3µm
_2271_,9.28µm
net22,9.26µm
_1010_,9.26µm
_0127_,9.24µm
_1843_,9.24µm
_1875_,9.24µm
RESULT_BIT\[11\],9.22µm
RESULT_BIT\[10\],9.205µm
_1141_,9.2µm
_2030_,9.2µm
MEM_ADDR[5],9.19µm
_0135_,9.175µm
_0782_,9.16µm
_1098_,9.16µm
_1433_,9.16µm
_1154_,9.14µm
_1826_,9.12µm
_1303_,9.085µm
_1240_,9.08µm
_2068_,9.08µm
_2309_,9.08µm
RESULT_SYS\[3\],9.06µm
_1496_,9.04µm
_1698_,9.02µm
_2286_,9.02µm
_2315_,9µm
_0922_,8.96µm
_0969_,8.94µm
_1483_,8.94µm
_0062_,8.905µm
_1515_,8.9µm
_1612_,8.9µm
_1785_,8.9µm
_1828_,8.9µm
_1870_,8.9µm
_1932_,8.9µm
INSTR_STREAM[15],8.89µm
MEM_STR_DATA[11],8.89µm
_0699_,8.88µm
_1277_,8.88µm
_2331_,8.88µm
net74,8.86µm
_0879_,8.86µm
_2253_,8.86µm
STALL_EX,8.82µm
_1115_,8.8µm
_2087_,8.8µm
_0543_,8.78µm
_0867_,8.78µm
_0984_,8.78µm
_1095_,8.78µm
_1744_,8.78µm
_1928_,8.78µm
_2249_,8.78µm
_2157_,8.77µm
_0376_,8.765µm
_0098_,8.76µm
_1185_,8.76µm
_1474_,8.76µm
_0774_,8.74µm
_1253_,8.74µm
_1614_,8.74µm
_1633_,8.74µm
_2045_,8.74µm
_0388_,8.725µm
_1961_,8.72µm
_0990_,8.68µm
_0405_,8.675µm
_1266_,8.64µm
_0453_,8.62µm
_0974_,8.62µm
_0032_,8.615µm
_1058_,8.6µm
_1396_,8.6µm
_0739_,8.585µm
_2255_,8.58µm
RESULT_BIT\[12\],8.57µm
_0604_,8.56µm
_0907_,8.56µm
_0935_,8.56µm
_1076_,8.56µm
_1078_,8.56µm
_2349_,8.56µm
_0686_,8.52µm
_1049_,8.52µm
_1269_,8.52µm
_1652_,8.52µm
_2009_,8.52µm
_2171_,8.52µm
MEM_ADDR[1],8.51µm
net95,8.48µm
_1687_,8.48µm
_2206_,8.48µm
_2273_,8.48µm
_0511_,8.465µm
_1695_,8.455µm
_0536_,8.44µm
_1096_,8.44µm
_1280_,8.44µm
_1409_,8.44µm
_2124_,8.44µm
_2247_,8.44µm
_1676_,8.42µm
RESULT_ALU\[3\],8.41µm
_2254_,8.41µm
RESULT_ALU\[14\],8.4µm
_0270_,8.4µm
_0503_,8.4µm
_1520_,8.4µm
_2147_,8.4µm
_1641_,8.38µm
_0167_,8.375µm
_0401_,8.365µm
_0981_,8.34µm
_1545_,8.34µm
_1343_,8.33µm
_0322_,8.325µm
_1183_,8.32µm
_1946_,8.32µm
_0067_,8.3µm
_0194_,8.3µm
_1323_,8.3µm
_1290_,8.29µm
net84,8.28µm
_0563_,8.28µm
_2129_,8.28µm
_1557_,8.26µm
_1549_,8.24µm
_1771_,8.24µm
_0191_,8.22µm
_1152_,8.22µm
INSTR_STREAM[20],8.21µm
_0125_,8.205µm
_0500_,8.2µm
_1304_,8.2µm
RESULT_BIT\[15\],8.195µm
MEM_ADDR[3],8.17µm
_1629_,8.16µm
_2395_,8.16µm
_0081_,8.155µm
_0129_,8.155µm
_0136_,8.155µm
_0144_,8.155µm
_0188_,8.155µm
net75,8.12µm
RESULT_SYS\[2\],8.12µm
_0649_,8.1µm
_0927_,8.1µm
_0956_,8.1µm
_1415_,8.1µm
_2047_,8.1µm
_0218_,8.085µm
_2243_,8.08µm
_0042_,8.065µm
_1413_,8.06µm
_1707_,8.06µm
_1568_,8.04µm
_0900_,8.02µm
_0977_,8.02µm
_0145_,8.005µm
_0256_,8.005µm
REG_FILE\[2\]\[0\],8µm
_0512_,7.98µm
_1410_,7.98µm
_1442_,7.98µm
_1602_,7.98µm
_2166_,7.96µm
_0681_,7.94µm
_0885_,7.94µm
_0942_,7.94µm
_1121_,7.94µm
_1417_,7.94µm
_2388_,7.94µm
_2256_,7.9µm
_2276_,7.88µm
JMP_DEST\[4\],7.875µm
net91,7.86µm
_0684_,7.86µm
_1797_,7.86µm
_1867_,7.86µm
_1903_,7.86µm
_0082_,7.855µm
net11,7.84µm
_1043_,7.84µm
_1244_,7.84µm
_2012_,7.84µm
_0213_,7.825µm
_0224_,7.825µm
_0660_,7.82µm
_2288_,7.82µm
_1380_,7.785µm
_0066_,7.78µm
_2390_,7.78µm
_0182_,7.765µm
JMP_DEST\[8\],7.76µm
_0294_,7.76µm
_0463_,7.76µm
_1868_,7.74µm
_2200_,7.74µm
_0707_,7.725µm
_1276_,7.72µm
_2018_,7.72µm
_2140_,7.7µm
_2153_,7.7µm
_1681_,7.68µm
RESULT_BIT\[8\],7.67µm
_0457_,7.64µm
_1192_,7.64µm
_1935_,7.64µm
RESULT_ALU\[4\],7.63µm
_0170_,7.625µm
_0214_,7.62µm
_0880_,7.62µm
_0217_,7.605µm
_0228_,7.605µm
_0236_,7.605µm
_1232_,7.6µm
_1448_,7.6µm
_2001_,7.6µm
_1959_,7.58µm
_2216_,7.58µm
_0288_,7.565µm
_0668_,7.56µm
_1842_,7.56µm
_1948_,7.56µm
_0181_,7.545µm
_1251_,7.54µm
_1723_,7.54µm
_0403_,7.535µm
_0923_,7.52µm
_1137_,7.52µm
_1395_,7.52µm
_2134_,7.52µm
_1070_,7.505µm
_1988_,7.5µm
_0986_,7.48µm
_1999_,7.48µm
_2329_,7.445µm
_0925_,7.44µm
_0943_,7.44µm
_1040_,7.44µm
_2209_,7.44µm
_1603_,7.42µm
_1679_,7.42µm
net90,7.4µm
_0108_,7.4µm
_1941_,7.39µm
_1170_,7.38µm
_1637_,7.38µm
_0013_,7.355µm
_0078_,7.345µm
_0225_,7.345µm
_0231_,7.345µm
_1982_,7.34µm
_1950_,7.33µm
_1958_,7.32µm
_0266_,7.3µm
_1888_,7.3µm
_1302_,7.28µm
RESULT_BIT\[7\],7.275µm
_0397_,7.265µm
_1308_,7.26µm
_1254_,7.24µm
_1388_,7.24µm
_1989_,7.24µm
_0105_,7.225µm
_1153_,7.22µm
_0324_,7.185µm
_0929_,7.18µm
_1195_,7.18µm
_1541_,7.18µm
MEM_ADDR[2],7.15µm
MEM_ADDR[4],7.15µm
MEM_ADDR[6],7.15µm
_0258_,7.145µm
_1337_,7.14µm
_1589_,7.14µm
RESULT_MEM\[14\],7.125µm
_0737_,7.1µm
_0985_,7.1µm
_1613_,7.1µm
_0603_,7.095µm
_0091_,7.085µm
_0139_,7.085µm
_0110_,7.08µm
_0157_,7.08µm
_0336_,7.08µm
_1375_,7.08µm
net36,7.075µm
_0019_,7.075µm
_0688_,7.06µm
_1050_,7.06µm
_1182_,7.06µm
_1993_,7.06µm
_0114_,7.055µm
_2404_,7.02µm
_0037_,7.01µm
_0235_,7µm
_0242_,7µm
_0805_,7µm
_0577_,6.98µm
_1522_,6.98µm
_2143_,6.98µm
_0756_,6.96µm
_0864_,6.96µm
_0212_,6.94µm
_0219_,6.94µm
_0274_,6.94µm
_1820_,6.94µm
_2061_,6.94µm
_2327_,6.94µm
_0317_,6.925µm
_0021_,6.905µm
_2202_,6.9µm
_0487_,6.86µm
_2234_,6.86µm
_0072_,6.855µm
MEM_STR_DATA[1],6.85µm
MEM_STR_DATA[8],6.85µm
_0296_,6.84µm
_2250_,6.84µm
_0994_,6.82µm
_1111_,6.82µm
_0305_,6.805µm
_0915_,6.8µm
_0187_,6.795µm
_2189_,6.78µm
_1009_,6.76µm
_1228_,6.76µm
_1472_,6.76µm
_1528_,6.76µm
_2337_,6.76µm
_0099_,6.75µm
_0887_,6.74µm
_0993_,6.74µm
_1159_,6.74µm
_1656_,6.74µm
_2347_,6.74µm
_0400_,6.735µm
net52,6.72µm
_1140_,6.72µm
_0254_,6.705µm
_0348_,6.695µm
_0070_,6.685µm
_0232_,6.685µm
_1295_,6.66µm
_1026_,6.64µm
_1039_,6.64µm
_1046_,6.64µm
_1416_,6.64µm
_1693_,6.64µm
_2120_,6.64µm
_2183_,6.64µm
_2259_,6.64µm
_2330_,6.64µm
_0169_,6.625µm
_1664_,6.62µm
_2142_,6.62µm
net72,6.6µm
_1054_,6.6µm
_1061_,6.6µm
_1131_,6.6µm
_1565_,6.6µm
_1618_,6.6µm
_1675_,6.6µm
_1799_,6.6µm
_1890_,6.6µm
_1966_,6.6µm
_2036_,6.6µm
_2172_,6.6µm
