net,length_um
IMM\[11\],249.14µm
IMM\[9\],247.21µm
CLK,245.25µm
net137,244.72µm
_0719_,242.44µm
_0679_,242.42µm
net151,240.51µm
_0861_,240.29µm
_2080_,238.86µm
_2222_,233.3µm
_0541_,233.06µm
net136,230.32µm
_0759_,229.99µm
_0569_,229.86µm
_0663_,225.53µm
_0459_,225.17µm
_0671_,224.04µm
IMM\[12\],223.82µm
_1083_,221.58µm
_1980_,220.76µm
RESULT_MEM_EN,218.22µm
IMM\[10\],217.26µm
IMM\[5\],214.4µm
RESULT_ALU_EN,214.315µm
net108,212.3µm
_0727_,211.63µm
IMM\[6\],211.46µm
_1246_,208.66µm
_1444_,208.015µm
_1325_,206.91µm
_0583_,206.76µm
net110,205.09µm
net148,204.1µm
_0514_,202.3µm
_2402_,201.01µm
_0835_,200.06µm
_1327_,198.46µm
_0445_,197.62µm
IMM\[13\],196.62µm
_0687_,196.06µm
_0735_,195.15µm
_0516_,194.095µm
_1450_,193.695µm
net159,193.64µm
clknet_2_3__leaf_CLK,193.4µm
_1234_,189.83µm
_0470_,189.35µm
_1092_,189.255µm
_0711_,188.87µm
_0526_,188.08µm
_1623_,187.12µm
_1856_,186.13µm
_2369_,185.975µm
net131,181.425µm
_1321_,180.27µm
_2221_,179.46µm
_0596_,177.87µm
_1587_,177.85µm
_1064_,176.03µm
net109,175.92µm
_1259_,175.88µm
_0695_,175.82µm
RESULT_SYS_EN,174.835µm
net139,174.37µm
_1316_,174.075µm
_1271_,174.01µm
_0954_,171.63µm
_1655_,171.49µm
_0831_,170.855µm
_0434_,169.68µm
net132,169.505µm
_0481_,168.44µm
_1082_,165.82µm
net122,165.6µm
_2365_,164.75µm
_0642_,164.38µm
_0650_,164.045µm
_1074_,163.62µm
_0570_,161.14µm
_0608_,160.06µm
net150,159.48µm
_1073_,158.62µm
_1275_,157.68µm
_1605_,157.3µm
_2371_,156.28µm
_2372_,155.95µm
_1294_,154.18µm
net124,153.16µm
_1320_,152.12µm
_0639_,151.75µm
_1283_,150.51µm
_1453_,150.445µm
_1551_,150.28µm
_1158_,147.195µm
_0840_,146.965µm
_0561_,145.74µm
_0949_,145.28µm
_0743_,145.27µm
_0751_,141.62µm
_0505_,140.97µm
_1336_,140.76µm
net119,139.68µm
net115,139.37µm
_0515_,138.9µm
_0634_,138.385µm
_0539_,136.2µm
_1365_,136.03µm
_0000_,135.92µm
net71,134.45µm
_0703_,133.84µm
_1286_,132.745µm
_0876_,132.1µm
_0607_,130.8µm
_1539_,130.76µm
_1391_,130.36µm
_1066_,129µm
_1116_,128.88µm
_0492_,128.19µm
net114,127.86µm
_0622_,126.655µm
_1091_,126.46µm
_1703_,125.34µm
_1226_,123.92µm
_0789_,122.64µm
_0458_,122.04µm
_1200_,121.88µm
_0874_,121.14µm
_1498_,120.9µm
_1647_,120.47µm
_2405_,120.015µm
_2062_,119.56µm
_1497_,117.99µm
_1386_,117.73µm
clknet_leaf_14_CLK,117.32µm
_1636_,116.56µm
_0682_,116.36µm
_0658_,115.94µm
_0278_,115.86µm
_0595_,115.3µm
_1685_,115.15µm
_0582_,114.68µm
_1270_,114.66µm
_1093_,114.58µm
_0491_,114.17µm
_1282_,113.72µm
_2033_,113.18µm
_0690_,112.425µm
_1211_,112.33µm
_0770_,112.31µm
_0698_,112.3µm
net67,112.18µm
_1793_,111.79µm
_0469_,111.52µm
_0860_,111.51µm
_2060_,111.46µm
net59,111.34µm
net44,111.33µm
net163,111.23µm
_0504_,110.22µm
_0519_,108.68µm
_1188_,108.68µm
_0768_,108.6µm
_0647_,108.5µm
_0875_,108.49µm
net64,108.08µm
_1157_,107.8µm
_1342_,107.64µm
_2145_,107.52µm
_1954_,107.05µm
_1315_,106.82µm
_2038_,106.74µm
_1665_,106.51µm
_1533_,106.46µm
_1813_,106.38µm
_1927_,106.22µm
_1245_,105.78µm
net66,105.72µm
_2026_,104.52µm
clknet_leaf_24_CLK,104.52µm
_1164_,104.38µm
_0550_,103.84µm
_1724_,103.395µm
clknet_leaf_12_CLK,102.52µm
_0838_,102.425µm
_1262_,102.015µm
_1597_,101.5µm
clknet_leaf_17_CLK,100.84µm
_2156_,100.14µm
clknet_leaf_7_CLK,100.06µm
_1102_,100.02µm
_2078_,99.96µm
RESULT_MEM\[3\],99.85µm
RESULT_MEM\[1\],99.82µm
_1128_,99.62µm
_1136_,99.32µm
_2011_,99.31µm
_2377_,99.01µm
_1532_,98.84µm
_1751_,98.42µm
_1063_,97.88µm
RESULT_MEM\[2\],97.845µm
_0854_,97.39µm
_1625_,97.34µm
clknet_leaf_3_CLK,97.16µm
_2383_,96.68µm
_0666_,96.64µm
_0714_,96.3µm
_1848_,96.245µm
_0527_,96.18µm
_0628_,95.86µm
RESULT_ALU\[5\],95.58µm
clknet_leaf_18_CLK,95.52µm
_0788_,95.49µm
_0767_,95.4µm
_1547_,95.3µm
_1998_,94.98µm
_1914_,94.96µm
net45,94.81µm
clknet_leaf_10_CLK,94.38µm
net112,94.36µm
_0857_,93.725µm
_1529_,93.42µm
_2084_,93µm
REG_COND\[0\],92.98µm
_1274_,92.96µm
clknet_leaf_29_CLK,92.84µm
_1161_,92.1µm
_1127_,91.96µm
clknet_leaf_27_CLK,91.58µm
_1250_,91.19µm
_1482_,91.18µm
_1977_,90.62µm
clknet_leaf_1_CLK,90.22µm
_1171_,90.12µm
_1499_,90.03µm
_1440_,89.9µm
clknet_leaf_41_CLK,89.9µm
REG_COND\[1\],89.78µm
_1996_,89.555µm
_2110_,88.99µm
_1469_,88.9µm
_1984_,88.35µm
clknet_leaf_15_CLK,88.32µm
_2207_,88.26µm
_0766_,87.24µm
_0560_,86.68µm
_1847_,86.62µm
clknet_leaf_5_CLK,86.58µm
_1441_,86.56µm
clknet_leaf_35_CLK,86.5µm
_0279_,85.94µm
net60,85.3µm
_2194_,85µm
_2382_,84.62µm
_1260_,84.46µm
_0824_,84.36µm
RESULT_MEM\[0\],84.34µm
_1763_,84.34µm
clknet_leaf_21_CLK,84µm
clknet_leaf_6_CLK,83.96µm
_2181_,83.94µm
net39,83.79µm
_0853_,83.51µm
clknet_leaf_39_CLK,83.5µm
_1203_,83.4µm
_1056_,82.86µm
net65,82.38µm
_0842_,82.345µm
clknet_leaf_11_CLK,82.08µm
net62,82.03µm
net55,81.8µm
_1233_,81.7µm
clknet_leaf_9_CLK,81.66µm
_1418_,81.6µm
_2169_,81.5µm
clknet_leaf_33_CLK,81.04µm
_1179_,81µm
_0655_,80.94µm
_0730_,80.885µm
clknet_leaf_2_CLK,80.66µm
_1690_,80.58µm
_1660_,79.8µm
_1172_,79.22µm
clknet_leaf_38_CLK,78.9µm
clknet_leaf_30_CLK,78.76µm
_2104_,78.38µm
_0765_,78.34µm
_1055_,77.92µm
_0280_,77.9µm
INSTR\[28\],77.85µm
_1506_,77.66µm
clknet_leaf_19_CLK,77.34µm
net164,77.185µm
_1258_,77.14µm
_1924_,76.64µm
clknet_leaf_13_CLK,76.58µm
clknet_leaf_36_CLK,76.3µm
_1840_,76.11µm
RESULT_MEM\[4\],76.085µm
_2106_,76µm
_1476_,75.62µm
net68,75.49µm
net123,75.465µm
_2417_,75.42µm
_1222_,75.38µm
_1770_,75.29µm
_1792_,75.22µm
_1600_,75.16µm
_2027_,75.07µm
clknet_leaf_4_CLK,74.62µm
_0594_,74.5µm
_2023_,74.48µm
_1850_,74.34µm
clknet_leaf_8_CLK,74.3µm
clknet_leaf_31_CLK,74.2µm
net61,73.72µm
JMP_STREAM_COUNT,73.66µm
clknet_leaf_32_CLK,73.54µm
clknet_leaf_40_CLK,73.54µm
clknet_leaf_37_CLK,73.46µm
_0450_,73.26µm
_0531_,73.04µm
_1214_,72.645µm
_2133_,72.32µm
_1249_,72.185µm
_1452_,72.18µm
INSTR\[20\],72.17µm
_1261_,72.1µm
clknet_leaf_28_CLK,72.06µm
_1745_,71.73µm
_0586_,70.965µm
_1129_,70.36µm
clknet_leaf_25_CLK,70.28µm
_2058_,69.98µm
REG_COND\[2\],69.87µm
clknet_leaf_20_CLK,69.7µm
_0721_,69.54µm
clknet_leaf_26_CLK,69.48µm
_1313_,69.43µm
_0849_,69.35µm
_1883_,69.32µm
_1523_,69.24µm
_1978_,69.24µm
clknet_leaf_23_CLK,69.24µm
_1852_,69.2µm
clknet_leaf_16_CLK,68.74µm
_1531_,68.5µm
_0720_,68.26µm
_2092_,68.22µm
net116,68.14µm
_0497_,67.88µm
_1829_,67.82µm
clknet_leaf_22_CLK,67.74µm
_0540_,67.36µm
_1202_,67.24µm
_1237_,67.14µm
_2219_,66.9µm
_1985_,66.46µm
_1960_,66.42µm
_0444_,66.24µm
_1312_,65.96µm
net54,65.9µm
_2076_,65.85µm
net113,65.82µm
RESULT_SYS\[15\],65.81µm
_1148_,65.65µm
net56,65.5µm
_0012_,65.295µm
_1361_,65.16µm
_0277_,65.105µm
_0626_,64.8µm
_1866_,64.6µm
_0855_,64.57µm
_1622_,64.54µm
net63,64.25µm
RESULT_SYS\[12\],63.705µm
_1176_,63.56µm
_1524_,63.4µm
STATE\[6\],63.36µm
_1555_,63.18µm
_2066_,62.96µm
_0872_,62µm
_0939_,61.76µm
_0894_,61.52µm
_1322_,61.38µm
_0542_,60.72µm
_0851_,60.57µm
_1199_,60.48µm
_2094_,60.48µm
clknet_leaf_34_CLK,60.2µm
_1559_,59.96µm
_2089_,59.58µm
STATE\[2\],59.48µm
RESULT_SYS\[11\],59.46µm
_1187_,59.42µm
_1585_,59.06µm
net121,58.94µm
_2412_,58.84µm
_1550_,58.655µm
_1430_,58.54µm
_2093_,58.38µm
_0568_,58.18µm
_2025_,58.14µm
_0762_,58.06µm
_1084_,57.76µm
_0764_,57.6µm
net69,57.14µm
_1684_,57.14µm
_2356_,56.98µm
_1546_,56.88µm
net38,56.655µm
_1635_,56.6µm
_1791_,56.46µm
INSTR\[21\],56.44µm
_0746_,56.44µm
_2131_,56.08µm
_0432_,55.88µm
_2050_,55.8µm
_0803_,55.6µm
_0551_,55.2µm
_1702_,55.16µm
clknet_leaf_0_CLK,54.88µm
_1119_,54.575µm
net37,54.385µm
_1221_,54.36µm
net70,54.16µm
_1236_,53.86µm
RESULT_SYS\[1\],53.7µm
_1507_,53.56µm
_1569_,53.52µm
_0625_,53.01µm
_0706_,52.98µm
_0574_,52.88µm
_1293_,52.78µm
_1854_,52.72µm
_1117_,52.6µm
_1839_,52.56µm
_1713_,52.04µm
_2201_,51.88µm
_0739_,51.585µm
_1648_,51.44µm
_1314_,51.36µm
_1075_,51.02µm
_2387_,51.02µm
_0761_,50.83µm
_1378_,50.82µm
_1124_,50.8µm
_2163_,50.76µm
RESULT_ALU\[9\],50.62µm
_1213_,50.42µm
_2071_,50.28µm
_1964_,50.08µm
_2415_,49.91µm
_2366_,49.48µm
_1711_,49.46µm
_1963_,49.26µm
_1359_,49.09µm
_2379_,48.82µm
_0873_,48.68µm
_0613_,48.64µm
_2385_,48.5µm
_2144_,48.34µm
_0480_,48.33µm
_1470_,48.26µm
_0015_,48.045µm
_1582_,47.84µm
_1661_,47.59µm
_2013_,47.56µm
_1733_,47.54µm
_2121_,46.9µm
_1926_,46.84µm
_1833_,46.7µm
_0845_,46.575µm
_0796_,46.42µm
_1135_,46.12µm
_1225_,45.94µm
INSTR\[29\],45.845µm
_0275_,45.76µm
_1366_,45.72µm
net80,45.64µm
_0869_,45.64µm
_1149_,45.46µm
_1674_,45.405µm
net58,45.28µm
_2040_,45.22µm
_2355_,44.82µm
_2192_,44.8µm
RESULT_SYS\[14\],44.7µm
_1347_,44.66µm
RESULT_SYS\[6\],44.53µm
_1191_,44.5µm
_1877_,44.46µm
_1174_,44.32µm
_0447_,44.24µm
_0664_,44.24µm
_1573_,44.24µm
_1658_,44.1µm
_1519_,44.02µm
_0946_,44µm
RESULT_SYS\[13\],43.96µm
_1398_,43.94µm
_2072_,43.76µm
_1180_,43.6µm
_1317_,43.5µm
_0282_,43.425µm
_2130_,43.16µm
_2375_,43µm
_1754_,42.96µm
_1601_,42.46µm
RESULT_SYS\[8\],42.45µm
_0830_,42.42µm
_0558_,42.36µm
_0999_,42.04µm
_0472_,41.345µm
_2048_,41.06µm
_0648_,41µm
_1104_,40.98µm
RESULT_MEM\[12\],40.96µm
_1175_,40.73µm
INSTR\[30\],40.56µm
_0614_,40.4µm
_1586_,40.395µm
_1772_,40.38µm
_2399_,40.34µm
_1818_,40.32µm
_0951_,40.22µm
_1619_,40.2µm
_1712_,40.2µm
_2291_,40.12µm
_1615_,40.06µm
_2397_,39.98µm
_1995_,39.8µm
_1564_,39.76µm
INSTR\[31\],39.72µm
_2074_,39.62µm
RESULT_MEM\[8\],39.61µm
_0640_,39.56µm
_0610_,39.43µm
net79,39.28µm
_1514_,39.28µm
_1145_,39.265µm
_1542_,39.22µm
_0827_,39.18µm
_0599_,39.16µm
_1735_,38.96µm
net57,38.8µm
_2150_,38.52µm
RESULT_SYS\[10\],38.41µm
_1210_,38.28µm
_2123_,38.26µm
_0612_,37.66µm
_1572_,37.6µm
net81,37.44µm
_1764_,37.44µm
_1449_,37.42µm
_0950_,37.36µm
_1273_,37.285µm
_1750_,37.24µm
_1669_,37.195µm
_2115_,37.18µm
_0573_,37.16µm
_2376_,37.09µm
_0823_,36.58µm
_1782_,36.4µm
_2132_,36.38µm
_0584_,35.965µm
_2373_,35.59µm
_1904_,35.58µm
_0623_,35.38µm
_0678_,35.32µm
_2095_,35.26µm
_2381_,35.24µm
_1118_,35.22µm
_0276_,35.18µm
REG_DEST\[0\],35.155µm
_1691_,35.1µm
_2057_,34.84µm
_0437_,34.63µm
REG_COND\[3\],34.54µm
_1355_,34.48µm
_1650_,34.3µm
_1591_,34.24µm
_1720_,34.24µm
_0672_,34.12µm
_0882_,34.02µm
_0556_,33.96µm
_0448_,33.94µm
RESULT_SYS\[0\],33.89µm
_0632_,33.74µm
_1319_,33.68µm
net48,33.035µm
_0786_,32.96µm
_0931_,32.6µm
_1983_,32.56µm
MEM_LD_DATA[4],32.44µm
REG_FILE\[5\]\[11\],32.37µm
_1163_,32.3µm
_1358_,32.26µm
_1189_,32.24µm
_0754_,32.18µm
_2096_,32.1µm
REG_FILE\[3\]\[14\],32.09µm
_0753_,32.06µm
_0763_,32.02µm
_1798_,31.94µm
_1405_,31.88µm
_2154_,31.76µm
net25,31.68µm
_0615_,31.66µm
_0525_,31.58µm
_0704_,31.38µm
_0566_,31.36µm
_1822_,31.32µm
INSTR_STREAM[31],31.28µm
REG_FILE\[11\]\[9\],31.22µm
_1490_,31.22µm
_0866_,31.2µm
net20,31.12µm
_1166_,30.76µm
_1895_,30.7µm
REG_COND\[4\],30.66µm
_0787_,30.58µm
_1165_,30.56µm
_1305_,30.54µm
_1224_,30.44µm
_0826_,30.36µm
_0532_,30.34µm
REG_DEST\[2\],30.29µm
_2217_,30.22µm
_0485_,30.2µm
_1360_,30.04µm
_0597_,29.92µm
_1284_,29.92µm
RESULT_SYS\[7\],29.84µm
_1451_,29.84µm
REG_DEST\[3\],29.735µm
INSTR_STREAM[27],29.68µm
INSTR_STREAM[30],29.68µm
REG_FILE\[9\]\[8\],29.44µm
_1038_,29.4µm
_1609_,29.28µm
_0627_,29.26µm
_1644_,29.26µm
_2297_,29.22µm
REG_FILE\[11\]\[0\],29.1µm
INSTR_STREAM[26],28.9µm
MEM_LD_DATA[9],28.9µm
REG_FILE\[12\]\[7\],28.84µm
MEM_LD_DATA[11],28.76µm
net35,28.695µm
REG_FILE\[8\]\[8\],28.69µm
_1739_,28.62µm
_2196_,28.58µm
_0435_,28.48µm
REG_FILE\[9\]\[9\],28.4µm
JMP_DEST\[15\],28.36µm
_1628_,28.26µm
REG_FILE\[5\]\[3\],28.24µm
REG_FILE\[14\]\[10\],28.06µm
_2418_,28.02µm
REG_FILE\[7\]\[11\],27.98µm
_1190_,27.96µm
RESULT_SYS\[5\],27.93µm
INSTR\[17\],27.86µm
_1694_,27.83µm
_1194_,27.78µm
RESULT_ALU\[11\],27.75µm
_1475_,27.71µm
_1834_,27.68µm
MEM_LD_DATA[3],27.68µm
REG_DEST\[1\],27.67µm
REG_FILE\[12\]\[0\],27.64µm
REG_FILE\[0\]\[3\],27.62µm
_0557_,27.62µm
_0451_,27.56µm
_0554_,27.56µm
_1298_,27.56µm
net33,27.425µm
REG_FILE\[13\]\[7\],27.42µm
REG_FILE\[12\]\[9\],27.4µm
_0620_,27.4µm
REG_FILE\[6\]\[8\],27.26µm
_1485_,27.24µm
_1301_,27.2µm
REG_FILE\[12\]\[4\],27.16µm
MAIN_LDH,27.14µm
REG_FILE\[13\]\[3\],27.1µm
RESULT_MEM\[7\],27.1µm
INSTR\[16\],27µm
REG_FILE\[11\]\[8\],26.96µm
_2164_,26.9µm
_0737_,26.88µm
REG_FILE\[13\]\[9\],26.86µm
REG_FILE\[6\]\[3\],26.84µm
REG_FILE\[10\]\[9\],26.82µm
REG_FILE\[5\]\[4\],26.82µm
_1979_,26.78µm
REG_FILE\[5\]\[6\],26.76µm
_1610_,26.62µm
MEM_LD_DATA[2],26.59µm
_1160_,26.58µm
_1382_,26.58µm
_1340_,26.54µm
_0750_,26.52µm
REG_FILE\[8\]\[15\],26.44µm
_0689_,26.34µm
REG_FILE\[8\]\[9\],26.32µm
_1663_,26.3µm
JMP_DEST\[13\],26.265µm
REG_FILE\[12\]\[12\],26.2µm
_1510_,26.12µm
INSTR\[22\],25.94µm
_0728_,25.9µm
_1263_,25.84µm
REG_FILE\[11\]\[2\],25.8µm
DEVICES_LDH,25.74µm
INSTR_ADDR[15],25.66µm
_1338_,25.64µm
_2103_,25.64µm
_1300_,25.6µm
MEM_LD_DATA[15],25.52µm
_1775_,25.5µm
_1923_,25.47µm
_0777_,25.46µm
_1491_,25.42µm
_0844_,25.4µm
REG_FILE\[6\]\[2\],25.32µm
REG_FILE\[3\]\[0\],25.26µm
_1310_,25.23µm
REG_FILE\[3\]\[12\],25.22µm
_0643_,25.22µm
_2265_,25.145µm
_2370_,25µm
INSTR_STREAM[29],25µm
REG_FILE\[0\]\[6\],24.94µm
_1554_,24.94µm
_0709_,24.92µm
INSTR_STREAM[24],24.92µm
REG_FILE\[5\]\[9\],24.88µm
_1642_,24.88µm
REG_FILE\[8\]\[6\],24.74µm
net34,24.71µm
_2270_,24.7µm
REG_FILE\[6\]\[9\],24.68µm
_2380_,24.68µm
REG_FILE\[12\]\[3\],24.66µm
REG_FILE\[13\]\[4\],24.6µm
DEVICES_STRH,24.58µm
REG_FILE\[2\]\[6\],24.46µm
MEM_LD_DATA[7],24.38µm
REG_FILE\[3\]\[1\],24.36µm
_1896_,24.34µm
REG_FILE\[3\]\[8\],24.26µm
INSTR_ADDR[8],24.26µm
_0868_,24.22µm
_1593_,24.22µm
_0513_,24.2µm
_0883_,24.19µm
REG_FILE\[14\]\[2\],24.16µm
_0779_,24.16µm
_1922_,24.16µm
REG_FILE\[0\]\[8\],24.08µm
_0712_,24µm
_1666_,24µm
REG_FILE\[6\]\[15\],23.96µm
MAIN_STRH,23.94µm
REG_FILE\[1\]\[12\],23.93µm
net17,23.9µm
REG_FILE\[11\]\[13\],23.9µm
_1077_,23.84µm
_0449_,23.82µm
_1272_,23.76µm
RESULT_ALU\[6\],23.74µm
REG_FILE\[7\]\[4\],23.56µm
_1072_,23.56µm
REG_FILE\[7\]\[9\],23.505µm
_0697_,23.5µm
INSTR_STREAM[25],23.46µm
REG_FILE\[4\]\[2\],23.44µm
_0624_,23.42µm
REG_FILE\[7\]\[2\],23.38µm
_1800_,23.335µm
RESULT_SYS\[9\],23.33µm
MEM_ADDR[14],23.28µm
net42,23.27µm
REG_COND\[8\],23.26µm
_0902_,23.24µm
INSTR_STREAM[2],23.17µm
_1402_,23.12µm
_1248_,23.04µm
MEM_LD_DATA[0],23µm
INSTR_ADDR[7],23µm
RESULT_SYS\[4\],22.99µm
REG_FILE\[5\]\[2\],22.92µm
_0736_,22.92µm
REG_FILE\[11\]\[15\],22.86µm
REG_FILE\[12\]\[1\],22.86µm
_0545_,22.84µm
_1486_,22.84µm
_1965_,22.84µm
REG_FILE\[11\]\[3\],22.8µm
REG_FILE\[5\]\[15\],22.8µm
REG_FILE\[8\]\[3\],22.78µm
REG_FILE\[1\]\[11\],22.76µm
INSTR_ADDR[4],22.73µm
_1207_,22.7µm
REG_FILE\[9\]\[15\],22.64µm
REG_FILE\[5\]\[0\],22.62µm
REG_FILE\[8\]\[4\],22.62µm
_2014_,22.605µm
_1501_,22.6µm
REG_FILE\[1\]\[5\],22.58µm
_0598_,22.58µm
REG_FILE\[3\]\[7\],22.54µm
REG_FILE\[8\]\[12\],22.54µm
INSTR_ADDR[9],22.52µm
_0600_,22.5µm
INSTR_STREAM[19],22.49µm
MEM_LD_DATA[5],22.49µm
REG_FILE\[3\]\[4\],22.48µm
_1951_,22.48µm
MAIN_LDW,22.44µm
REG_FILE\[9\]\[7\],22.42µm
_1780_,22.42µm
DEVICES_LDW,22.4µm
_1368_,22.32µm
_1256_,22.28µm
REG_FILE\[0\]\[15\],22.24µm
INSTR_STREAM[18],22.09µm
_1563_,22.06µm
REG_FILE\[7\]\[7\],22.04µm
REG_FILE\[2\]\[7\],22µm
_1142_,21.96µm
_2065_,21.96µm
REG_FILE\[13\]\[0\],21.94µm
INSTR_ADDR[12],21.94µm
REG_FILE\[1\]\[3\],21.9µm
REG_FILE\[14\]\[3\],21.88µm
_1397_,21.88µm
INSTR_ADDR[3],21.81µm
REG_FILE\[13\]\[13\],21.8µm
_2322_,21.78µm
_0517_,21.73µm
_1837_,21.7µm
INSTR_STREAM[16],21.67µm
INSTR\[23\],21.66µm
REG_FILE\[1\]\[15\],21.66µm
_1123_,21.64µm
INSTR_ADDR[5],21.64µm
REG_FILE\[10\]\[7\],21.59µm
REG_FILE\[1\]\[10\],21.58µm
REG_FILE\[0\]\[10\],21.5µm
_1734_,21.5µm
REG_FILE\[2\]\[3\],21.46µm
REG_FILE\[3\]\[9\],21.42µm
REG_FILE\[9\]\[13\],21.34µm
_0593_,21.3µm
_1231_,21.28µm
_1238_,21.28µm
_1318_,21.28µm
REG_FILE\[13\]\[15\],21.2µm
_2053_,21.16µm
_1931_,21.12µm
_0792_,21.08µm
_1580_,21.08µm
REG_FILE\[1\]\[1\],21.06µm
_1968_,21.06µm
net43,20.995µm
INSTR_ADDR[2],20.99µm
REG_FILE\[10\]\[15\],20.96µm
_2075_,20.96µm
REG_FILE\[5\]\[7\],20.92µm
net99,20.9µm
REG_FILE\[12\]\[8\],20.9µm
_2098_,20.9µm
REG_FILE\[14\]\[7\],20.88µm
REG_FILE\[10\]\[0\],20.86µm
REG_FILE\[14\]\[14\],20.86µm
INSTR_STREAM[1],20.85µm
REG_FILE\[13\]\[14\],20.82µm
_1765_,20.8µm
INSTR_STREAM[12],20.78µm
MEM_LD_DATA[1],20.78µm
REG_FILE\[8\]\[7\],20.72µm
_2319_,20.72µm
_0482_,20.68µm
net4,20.64µm
REG_FILE\[0\]\[5\],20.64µm
RESULT_ALU\[2\],20.62µm
REG_FILE\[12\]\[15\],20.6µm
REG_COND\[12\],20.58µm
REG_FILE\[3\]\[11\],20.58µm
REG_FILE\[9\]\[1\],20.56µm
REG_FILE\[1\]\[13\],20.54µm
INSTR_ADDR[0],20.51µm
REG_FILE\[9\]\[6\],20.48µm
MEM_LD_DATA[8],20.48µm
_0693_,20.46µm
MEM_STR_DATA[9],20.45µm
REG_FILE\[1\]\[6\],20.44µm
REG_FILE\[2\]\[4\],20.4µm
_2296_,20.385µm
_1736_,20.34µm
REG_FILE\[9\]\[10\],20.32µm
_0537_,20.32µm
net41,20.275µm
REG_COND\[7\],20.27µm
REG_FILE\[5\]\[8\],20.26µm
REG_FILE\[13\]\[2\],20.24µm
_0510_,20.22µm
MAIN_STRW,20.22µm
MEM_ADDR[11],20.22µm
MEM_ADDR[7],20.22µm
REG_COND\[5\],20.2µm
net47,20.15µm
INSTR_ADDR[10],20.14µm
INSTR_STREAM[13],20.11µm
_1086_,20.1µm
_1436_,20.1µm
_1281_,20.06µm
INSTR_STREAM[6],20.05µm
REG_FILE\[9\]\[0\],20.04µm
REG_FILE\[14\]\[0\],20.02µm
REG_FILE\[9\]\[12\],20µm
_1067_,19.98µm
_1143_,19.94µm
REG_FILE\[10\]\[14\],19.92µm
_1871_,19.9µm
REG_FILE\[6\]\[13\],19.88µm
INSTR_STREAM[9],19.86µm
_2091_,19.82µm
_1808_,19.76µm
net100,19.74µm
_2187_,19.74µm
REG_FILE\[7\]\[3\],19.7µm
_0837_,19.7µm
INVALID_MEM,19.68µm
MEM_ADDR[12],19.68µm
