net,length_um
REG_FILE\[2\]\[8\],19.18µm
REG_FILE\[8\]\[2\],19.16µm
REG_FILE\[6\]\[7\],19.1µm
REG_FILE\[8\]\[13\],19.1µm
REG_FILE\[1\]\[7\],19.06µm
_0104_,19.055µm
REG_FILE\[2\]\[4\],19.04µm
REG_FILE\[7\]\[3\],19.02µm
INSTR_STREAM[5],18.97µm
_0940_,18.92µm
_0780_,18.9µm
INSTR_STREAM[13],18.89µm
REG_FILE\[0\]\[4\],18.88µm
REG_FILE\[5\]\[7\],18.86µm
REG_FILE\[8\]\[10\],18.86µm
RESULT_ALU\[2\],18.845µm
REG_FILE\[10\]\[1\],18.84µm
REG_FILE\[2\]\[13\],18.84µm
_0889_,18.84µm
_0595_,18.82µm
_0983_,18.82µm
_1021_,18.82µm
REG_FILE\[4\]\[7\],18.77µm
INSTR_STREAM[0],18.75µm
INSTR_STREAM[6],18.75µm
REG_FILE\[10\]\[11\],18.73µm
REG_FILE\[10\]\[8\],18.7µm
_1876_,18.68µm
_0673_,18.66µm
_0968_,18.62µm
REG_COND\[10\],18.6µm
REG_COND\[7\],18.6µm
REG_FILE\[5\]\[2\],18.6µm
_1178_,18.6µm
_1657_,18.56µm
INSTR\[18\],18.52µm
REG_FILE\[7\]\[15\],18.52µm
MEM_ADDR[15],18.52µm
INSTR\[23\],18.5µm
REG_FILE\[14\]\[13\],18.48µm
REG_FILE\[1\]\[0\],18.48µm
REG_FILE\[4\]\[10\],18.46µm
_2173_,18.46µm
MEM_ADDR[13],18.42µm
REG_FILE\[7\]\[8\],18.4µm
_1080_,18.4µm
_1134_,18.4µm
_1844_,18.36µm
_2039_,18.24µm
REG_FILE\[10\]\[3\],18.22µm
_0906_,18.2µm
net33,18.165µm
_1346_,18.16µm
_0755_,18.14µm
_1869_,18.14µm
REG_FILE\[11\]\[7\],18.12µm
_0488_,18.095µm
REG_FILE\[12\]\[13\],18.08µm
JMP_DEST\[2\],18.07µm
REG_FILE\[0\]\[8\],18.06µm
REG_FILE\[5\]\[14\],18.06µm
REG_FILE\[1\]\[14\],18.04µm
REG_FILE\[12\]\[10\],18.02µm
MEM_LD_DATA[13],18.02µm
REG_FILE\[5\]\[5\],17.98µm
_0778_,17.98µm
_1560_,17.98µm
MEM_LD_DATA[6],17.97µm
EX_HALT,17.92µm
REG_FILE\[6\]\[10\],17.9µm
_0618_,17.9µm
_2075_,17.9µm
_0484_,17.86µm
REG_FILE\[1\]\[1\],17.84µm
REG_FILE\[2\]\[7\],17.8µm
REG_COND\[15\],17.78µm
REG_FILE\[10\]\[6\],17.78µm
_0611_,17.76µm
_0975_,17.76µm
REG_FILE\[0\]\[1\],17.72µm
REG_FILE\[0\]\[7\],17.72µm
REG_FILE\[10\]\[4\],17.72µm
INSTR_STREAM[8],17.72µm
MEM_LD_DATA[1],17.72µm
_0522_,17.7µm
REG_FILE\[1\]\[9\],17.68µm
REG_FILE\[5\]\[8\],17.68µm
_0814_,17.62µm
REG_FILE\[11\]\[13\],17.61µm
JMP_DEST\[10\],17.595µm
_1583_,17.58µm
REG_FILE\[0\]\[0\],17.56µm
_0920_,17.56µm
net8,17.52µm
JMP_DEST\[9\],17.52µm
REG_FILE\[11\]\[10\],17.52µm
DEVICES_STRW,17.5µm
MEM_ADDR[9],17.5µm
REG_FILE\[5\]\[0\],17.48µm
REG_FILE\[11\]\[1\],17.44µm
_1463_,17.4µm
_2063_,17.4µm
net12,17.38µm
_1741_,17.38µm
_0557_,17.37µm
net2,17.34µm
REG_COND\[9\],17.34µm
REG_FILE\[14\]\[8\],17.34µm
_1697_,17.34µm
net97,17.3µm
REG_FILE\[9\]\[0\],17.3µm
_1376_,17.29µm
REG_FILE\[10\]\[13\],17.26µm
INSTR_STREAM[7],17.26µm
REG_FILE\[3\]\[2\],17.24µm
_2049_,17.24µm
_0817_,17.22µm
_2302_,17.2µm
REG_FILE\[3\]\[13\],17.16µm
_1167_,17.16µm
_0036_,17.125µm
REG_FILE\[11\]\[6\],17.12µm
_1089_,17.12µm
REG_FILE\[5\]\[13\],17.08µm
_1407_,17.06µm
_1972_,17.06µm
REG_FILE\[2\]\[12\],17.04µm
_1468_,17.02µm
net18,17µm
_1031_,17µm
REG_FILE\[2\]\[5\],16.99µm
REG_FILE\[1\]\[2\],16.96µm
REG_FILE\[2\]\[9\],16.9µm
_1011_,16.9µm
REG_FILE\[13\]\[11\],16.88µm
REG_FILE\[9\]\[3\],16.86µm
_1099_,16.82µm
REG_FILE\[4\]\[4\],16.8µm
MEM_LD_DATA[10],16.8µm
_1863_,16.78µm
_2021_,16.78µm
REG_FILE\[2\]\[2\],16.72µm
_0979_,16.72µm
_2179_,16.72µm
REG_FILE\[7\]\[0\],16.68µm
_1367_,16.675µm
REG_FILE\[14\]\[1\],16.66µm
REG_FILE\[2\]\[15\],16.64µm
_2100_,16.64µm
_0227_,16.625µm
_1025_,16.62µm
_1540_,16.6µm
_1584_,16.58µm
INSTR_ADDR[11],16.58µm
INSTR_ADDR[13],16.58µm
_0020_,16.545µm
INSTR_ADDR[14],16.54µm
INSTR_ADDR[6],16.54µm
REG_FILE\[7\]\[5\],16.52µm
_1517_,16.52µm
net14,16.5µm
_1023_,16.48µm
REG_FILE\[2\]\[14\],16.47µm
net3,16.44µm
REG_FILE\[3\]\[0\],16.44µm
REG_FILE\[6\]\[1\],16.44µm
REG_FILE\[13\]\[12\],16.4µm
REG_FILE\[9\]\[11\],16.4µm
JMP_DEST\[14\],16.38µm
REG_COND\[11\],16.38µm
REG_FILE\[8\]\[1\],16.36µm
_1437_,16.32µm
_1235_,16.315µm
REG_FILE\[9\]\[5\],16.3µm
_1144_,16.3µm
_1297_,16.28µm
_0025_,16.265µm
_0930_,16.22µm
REG_FILE\[0\]\[13\],16.2µm
_0598_,16.2µm
_0725_,16.2µm
REG_FILE\[13\]\[10\],16.18µm
_2083_,16.18µm
net24,16.16µm
REG_FILE\[3\]\[6\],16.16µm
_1543_,16.16µm
_2287_,16.14µm
_1404_,16.13µm
REG_FILE\[7\]\[14\],16.12µm
_0507_,16.12µm
JMP_DEST\[7\],16.08µm
_1899_,16.08µm
REG_FILE\[4\]\[6\],16.06µm
_0965_,16.06µm
_2056_,16.06µm
REG_COND\[6\],16.02µm
REG_FILE\[6\]\[0\],16.01µm
_0580_,16µm
_1081_,16µm
_1436_,15.98µm
_2211_,15.96µm
_2310_,15.96µm
REG_FILE\[8\]\[0\],15.94µm
_0518_,15.92µm
_2336_,15.9µm
REG_FILE\[2\]\[1\],15.88µm
_1919_,15.84µm
REG_FILE\[7\]\[6\],15.82µm
_1370_,15.8µm
_1518_,15.8µm
_1940_,15.8µm
_1717_,15.77µm
_1699_,15.76µm
_1945_,15.76µm
REG_FILE\[7\]\[13\],15.64µm
RESULT_BIT\[0\],15.6µm
_1929_,15.6µm
_1594_,15.58µm
REG_FILE\[4\]\[11\],15.54µm
_1062_,15.54µm
REG_FILE\[11\]\[14\],15.525µm
REG_FILE\[5\]\[1\],15.52µm
_1201_,15.48µm
_1576_,15.48µm
_2227_,15.48µm
_2174_,15.44µm
REG_FILE\[11\]\[5\],15.42µm
REG_FILE\[4\]\[3\],15.42µm
REG_FILE\[6\]\[13\],15.42µm
_0619_,15.42µm
INSTR_STREAM[10],15.42µm
RESET,15.42µm
REG_FILE\[14\]\[6\],15.38µm
_2386_,15.38µm
MEM_ADDR[5],15.31µm
REG_FILE\[14\]\[9\],15.3µm
_2020_,15.28µm
_0443_,15.22µm
_2354_,15.2µm
REG_FILE\[5\]\[12\],15.18µm
_0932_,15.18µm
_2141_,15.18µm
_0549_,15.14µm
_1033_,15.14µm
_0502_,15.1µm
_0680_,15.1µm
REG_FILE\[9\]\[4\],15.08µm
_0871_,15.06µm
_1013_,15.06µm
_2052_,15.06µm
net103,15.04µm
REG_FILE\[14\]\[15\],15.04µm
_2277_,15.04µm
INSTR_ADDR[1],15.01µm
REG_FILE\[4\]\[13\],14.96µm
REG_FILE\[4\]\[1\],14.96µm
REG_FILE\[7\]\[10\],14.96µm
INSTR_STREAM[11],14.96µm
INSTR_STREAM[28],14.96µm
MEM_LD_DATA[12],14.96µm
MEM_LD_DATA[8],14.96µm
REG_FILE\[6\]\[14\],14.94µm
_1909_,14.9µm
REG_FILE\[8\]\[5\],14.84µm
_0477_,14.84µm
_0468_,14.76µm
_0209_,14.685µm
_1574_,14.56µm
REG_COND\[13\],14.55µm
_2239_,14.52µm
REG_FILE\[3\]\[3\],14.5µm
_0162_,14.485µm
net40,14.475µm
_2118_,14.46µm
REG_FILE\[6\]\[6\],14.44µm
_2317_,14.44µm
RESULT_ALU\[15\],14.42µm
_1209_,14.42µm
_1865_,14.42µm
REG_FILE\[0\]\[2\],14.4µm
_0106_,14.365µm
_0211_,14.365µm
_1110_,14.34µm
RESULT_BIT\[13\],14.335µm
_0696_,14.32µm
_2035_,14.32µm
_0972_,14.3µm
MEM_ADDR[10],14.28µm
MEM_ADDR[8],14.28µm
_0579_,14.26µm
_0774_,14.26µm
_2290_,14.26µm
_0938_,14.22µm
_1034_,14.22µm
_1069_,14.22µm
_1126_,14.22µm
RESULT_BIT\[4\],14.2µm
_0428_,14.18µm
_0467_,14.18µm
_0478_,14.16µm
RESULT_BIT\[6\],14.155µm
REG_FILE\[0\]\[12\],14.14µm
_1889_,14.14µm
_1901_,14.14µm
_1018_,14.12µm
_1363_,14.1µm
_2160_,14.1µm
_2284_,14.1µm
MEM_STR_DATA[15],14.09µm
REG_FILE\[12\]\[14\],14.06µm
_1624_,14.06µm
REG_FILE\[6\]\[12\],14.04µm
_1939_,14.04µm
_2195_,14.04µm
LOAD,14.01µm
RESULT_BIT\[3\],14µm
_1990_,14µm
_1133_,13.98µm
_1323_,13.97µm
_1862_,13.96µm
_1777_,13.94µm
REG_FILE\[0\]\[14\],13.92µm
REG_FILE\[7\]\[12\],13.92µm
REG_FILE\[4\]\[0\],13.88µm
_1816_,13.88µm
RESULT_BIT\[2\],13.86µm
_1288_,13.86µm
REG_FILE\[11\]\[11\],13.84µm
_1362_,13.84µm
_1505_,13.84µm
_0775_,13.8µm
_1794_,13.8µm
_1933_,13.8µm
_2323_,13.8µm
_0153_,13.785µm
REG_FILE\[13\]\[1\],13.76µm
_0958_,13.74µm
_1103_,13.74µm
_1774_,13.735µm
_0028_,13.725µm
_1267_,13.7µm
_2184_,13.7µm
RESULT_MEM\[11\],13.685µm
INSTR\[19\],13.68µm
_0877_,13.68µm
_0208_,13.645µm
_2257_,13.61µm
JMP_DEST\[0\],13.605µm
_0559_,13.6µm
_1465_,13.58µm
_1634_,13.58µm
_1478_,13.56µm
_1632_,13.56µm
_1689_,13.54µm
_2406_,13.54µm
_0237_,13.525µm
_1748_,13.5µm
_0473_,13.48µm
_0740_,13.48µm
_1936_,13.48µm
_1973_,13.48µm
REG_FILE\[10\]\[12\],13.42µm
_0430_,13.42µm
_0572_,13.38µm
_1020_,13.38µm
_1871_,13.38µm
_2416_,13.38µm
_2294_,13.35µm
_0095_,13.34µm
RESULT_ALU\[1\],13.31µm
REG_FILE\[13\]\[6\],13.3µm
_0520_,13.3µm
_0982_,13.3µm
_1112_,13.28µm
_1223_,13.28µm
_2170_,13.26µm
_1345_,13.25µm
_1399_,13.24µm
REG_FILE\[6\]\[4\],13.22µm
_2186_,13.2µm
_1721_,13.18µm
_1024_,13.16µm
_1892_,13.16µm
_1824_,13.15µm
net96,13.14µm
_0992_,13.14µm
_1575_,13.14µm
REG_FILE\[0\]\[9\],13.12µm
REG_FILE\[4\]\[8\],13.12µm
_1400_,13.12µm
_0203_,13.09µm
_2073_,13.08µm
_1424_,13.04µm
REG_FILE\[8\]\[14\],13µm
_1239_,13µm
net93,12.96µm
REG_FILE\[10\]\[5\],12.96µm
REG_COND\[14\],12.92µm
_0461_,12.92µm
_1439_,12.92µm
_1994_,12.9µm
_0976_,12.88µm
_1353_,12.88µm
INSTR_STREAM[22],12.87µm
_0024_,12.865µm
_0891_,12.84µm
RESULT_MEM\[9\],12.835µm
_0773_,12.8µm
_0909_,12.8µm
_0149_,12.785µm
_1841_,12.78µm
_1389_,12.76µm
_2153_,12.76µm
_2305_,12.76µm
_1778_,12.74µm
_2403_,12.72µm
_1512_,12.7µm
_0032_,12.695µm
REG_FILE\[12\]\[6\],12.68µm
_1761_,12.68µm
_2293_,12.68µm
RESULT_ALU\[8\],12.675µm
_1299_,12.66µm
_1372_,12.66µm
_0810_,12.655µm
REG_FILE\[14\]\[5\],12.64µm
REG_FILE\[4\]\[9\],12.64µm
_0785_,12.6µm
RESULT_ALU\[0\],12.595µm
_0495_,12.57µm
INSTR_STREAM[23],12.57µm
REG_FILE\[12\]\[2\],12.54µm
_0479_,12.54µm
_0812_,12.54µm
_1857_,12.54µm
INSTR_STREAM[4],12.53µm
net19,12.52µm
_0159_,12.485µm
_0083_,12.425µm
_2088_,12.38µm
_0255_,12.375µm
net46,12.37µm
_0044_,12.345µm
_0970_,12.34µm
_0533_,12.32µm
_0862_,12.3µm
_1026_,12.3µm
_0230_,12.295µm
_1162_,12.26µm
_2148_,12.26µm
RESULT_BIT\[1\],12.24µm
RESULT_MEM\[6\],12.205µm
_2139_,12.2µm
net26,12.18µm
_0980_,12.15µm
_1947_,12.1µm
_1846_,12.08µm
_2333_,12.08µm
_0547_,12.055µm
_0578_,12.04µm
_0910_,12µm
_0941_,12µm
_1412_,12µm
_1831_,12µm
net9,11.96µm
_1057_,11.96µm
INSTR_STREAM[17],11.95µm
_1590_,11.93µm
_1849_,11.92µm
JMP_DEST\[11\],11.905µm
_0508_,11.9µm
_1403_,11.89µm
INSTR_STREAM[14],11.89µm
_1692_,11.88µm
_1146_,11.86µm
_1912_,11.86µm
_2390_,11.86µm
MEM_STR_DATA[5],11.85µm
_1307_,11.82µm
_0881_,11.8µm
JMP_DEST\[6\],11.78µm
_2125_,11.78µm
REG_FILE\[3\]\[10\],11.74µm
_0978_,11.74µm
_1292_,11.74µm
net47,11.705µm
_0799_,11.7µm
_0105_,11.685µm
_0267_,11.685µm
_0035_,11.665µm
_2203_,11.66µm
_0971_,11.64µm
REG_FILE\[12\]\[11\],11.62µm
REG_FILE\[4\]\[14\],11.62µm
_1169_,11.62µm
_1220_,11.62µm
_1311_,11.62µm
MEM_STR_DATA[0],11.61µm
MEM_STR_DATA[4],11.61µm
_1139_,11.58µm
_1155_,11.58µm
_1729_,11.58µm
_1838_,11.58µm
_1727_,11.56µm
INSTR_STREAM[21],11.55µm
INSTR_STREAM[3],11.55µm
_0210_,11.54µm
REG_FILE\[3\]\[5\],11.5µm
_1686_,11.5µm
_2339_,11.46µm
_2419_,11.44µm
_0257_,11.425µm
_0601_,11.4µm
_1942_,11.4µm
_1434_,11.38µm
_2285_,11.38µm
_0268_,11.36µm
RESULT_MEM\[10\],11.355µm
_2314_,11.305µm
RESULT_BIT\[14\],11.29µm
RESULT_BIT\[9\],11.28µm
_0585_,11.28µm
_2289_,11.28µm
REG_FILE\[1\]\[4\],11.26µm
net102,11.24µm
_0031_,11.225µm
RESULT_ALU\[10\],11.22µm
_0962_,11.22µm
_1952_,11.22µm
MEM_STR_DATA[12],11.21µm
_0240_,11.205µm
_0529_,11.18µm
_0160_,11.165µm
_0134_,11.14µm
_0771_,11.14µm
net87,11.12µm
_0884_,11.12µm
_1466_,11.09µm
_1906_,11.09µm
_0340_,11.085µm
_0152_,11.08µm
_1920_,11.08µm
_0745_,11.04µm
_0926_,11.04µm
_2313_,11.04µm
net31,11.02µm
_2042_,11µm
net73,10.98µm
_0863_,10.96µm
_0075_,10.945µm
REG_FILE\[2\]\[11\],10.94µm
MEM_STR_DATA[13],10.93µm
MEM_STR_DATA[14],10.93µm
net104,10.92µm
_1219_,10.92µm
_1264_,10.92µm
net105,10.9µm
_1861_,10.9µm
MEM_STR_DATA[10],10.87µm
MEM_STR_DATA[3],10.87µm
MEM_STR_DATA[6],10.87µm
MEM_STR_DATA[7],10.87µm
_1599_,10.86µm
_1627_,10.86µm
_2005_,10.86µm
_1537_,10.84µm
_1944_,10.84µm
RESULT_BIT_EN,10.835µm
STATE\[1\],10.8µm
_1819_,10.8µm
_0026_,10.785µm
_1044_,10.78µm
_1329_,10.78µm
_1392_,10.76µm
_2081_,10.74µm
REG_FILE\[0\]\[11\],10.72µm
_2178_,10.72µm
_0837_,10.7µm
_1241_,10.7µm
_1544_,10.7µm
_1651_,10.7µm
_1100_,10.62µm
_1130_,10.62µm
RESULT_ALU\[7\],10.605µm
net13,10.6µm
_1113_,10.58µm
_1343_,10.58µm
_1649_,10.58µm
_2268_,10.57µm
_1371_,10.565µm
_0913_,10.56µm
_1279_,10.56µm
_0247_,10.555µm
JMP_DEST\[1\],10.545µm
RESULT_ALU\[13\],10.54µm
_0092_,10.505µm
_0222_,10.505µm
REG_FILE\[14\]\[4\],10.5µm
_1003_,10.5µm
_1787_,10.5µm
JMP_DEST\[3\],10.49µm
_0192_,10.485µm
RESULT_MEM\[5\],10.48µm
_0645_,10.48µm
_1195_,10.48µm
_0081_,10.47µm
_1705_,10.46µm
_2008_,10.46µm
_1961_,10.44µm
_2214_,10.44µm
_0963_,10.43µm
_1592_,10.42µm
_0865_,10.4µm
_0991_,10.4µm
_0998_,10.4µm
_2157_,10.4µm
_1525_,10.36µm
_0137_,10.335µm
_1449_,10.32µm
_1467_,10.32µm
_1769_,10.32µm
_2007_,10.32µm
_0838_,10.28µm
_0924_,10.28µm
_1458_,10.28µm
_1484_,10.28µm
_1836_,10.28µm
REG_FILE\[4\]\[12\],10.26µm
_0588_,10.24µm
_0606_,10.24µm
_0676_,10.24µm
_0953_,10.24µm
_1571_,10.24µm
_2262_,10.24µm
_0630_,10.22µm
_2210_,10.2µm
_2263_,10.2µm
_0029_,10.185µm
_0853_,10.18µm
_1247_,10.18µm
_1419_,10.18µm
_2295_,10.16µm
_0049_,10.125µm
net1,10.12µm
_0117_,10.12µm
_0997_,10.12µm
_1122_,10.12µm
_1204_,10.12µm
_1823_,10.12µm
_2307_,10.12µm
_0456_,10.1µm
_1068_,10.1µm
_2248_,10.1µm
_2321_,10.09µm
_0544_,10.08µm
_0867_,10.08µm
_0964_,10.06µm
_0252_,10.045µm
_0947_,10.04µm
_1678_,10.04µm
_1785_,10.04µm
_1898_,10.04µm
STATE\[0\],10µm
JMP_DEST\[12\],9.975µm
_0016_,9.965µm
_0398_,9.945µm
_1728_,9.94µm
_2304_,9.94µm
_2325_,9.94µm
_0151_,9.925µm
REG_FILE\[8\]\[11\],9.92µm
_0571_,9.92µm
_2264_,9.92µm
_0236_,9.905µm
_1679_,9.9µm
_1786_,9.88µm
MEM_ADDR[0],9.87µm
_0897_,9.86µm
_2312_,9.86µm
_0193_,9.845µm
_1330_,9.84µm
_0726_,9.82µm
_0781_,9.82µm
_1489_,9.82µm
_2146_,9.82µm
_1280_,9.8µm
_0486_,9.78µm
_1296_,9.78µm
_2019_,9.78µm
_0093_,9.76µm
_0587_,9.76µm
_1337_,9.76µm
_1212_,9.74µm
_1432_,9.74µm
_1528_,9.74µm
REG_FILE\[2\]\[0\],9.7µm
_1154_,9.68µm
_1197_,9.68µm
_0109_,9.665µm
_0069_,9.635µm
_1373_,9.62µm
_1715_,9.62µm
_1843_,9.61µm
_0475_,9.6µm
_0195_,9.58µm
_0760_,9.58µm
MEM_STR_DATA[2],9.57µm
_0102_,9.555µm
_2000_,9.54µm
_2030_,9.54µm
_0701_,9.52µm
_1085_,9.52µm
_0617_,9.48µm
_1109_,9.48µm
_1480_,9.48µm
_1783_,9.48µm
_0739_,9.465µm
_0534_,9.44µm
_0552_,9.44µm
_1401_,9.44µm
_1513_,9.44µm
net107,9.42µm
_0401_,9.385µm
_0116_,9.365µm
_0535_,9.36µm
_0555_,9.36µm
_1992_,9.36µm
_0070_,9.355µm
JMP_DEST\[5\],9.35µm
_0038_,9.345µm
_1059_,9.34µm
_0130_,9.32µm
_0498_,9.32µm
_2260_,9.32µm
net27,9.3µm
_2271_,9.28µm
net22,9.26µm
_1010_,9.26µm
_1870_,9.24µm
_1875_,9.24µm
RESULT_BIT\[11\],9.22µm
_1422_,9.22µm
_2247_,9.22µm
_1141_,9.2µm
_0135_,9.175µm
_0511_,9.145µm
_0376_,9.105µm
_1303_,9.085µm
_0540_,9.08µm
_2068_,9.08µm
_2309_,9.08µm
RESULT_SYS\[3\],9.06µm
_1698_,9.02µm
_2286_,9.02µm
_2315_,9µm
_0148_,8.985µm
RESULT_ALU\[12\],8.97µm
_0922_,8.96µm
_0974_,8.96µm
_0969_,8.94µm
_1483_,8.94µm
_0062_,8.905µm
_1097_,8.9µm
_1515_,8.9µm
_1612_,8.9µm
_1932_,8.9µm
INSTR_STREAM[15],8.89µm
MEM_STR_DATA[11],8.89µm
_0699_,8.88µm
_1277_,8.88µm
_2331_,8.88µm
net74,8.86µm
_0879_,8.86µm
_0885_,8.86µm
_2253_,8.86µm
STALL_EX,8.82µm
_1027_,8.82µm
RESULT_SYS\[2\],8.8µm
_1425_,8.8µm
_2087_,8.8µm
_0543_,8.78µm
_0984_,8.78µm
_1095_,8.78µm
_1744_,8.78µm
_1826_,8.78µm
_1928_,8.78µm
_0098_,8.76µm
_1185_,8.76µm
_1474_,8.76µm
_1253_,8.74µm
_1614_,8.74µm
_1633_,8.74µm
_2045_,8.74µm
_1290_,8.735µm
_1557_,8.72µm
_0080_,8.715µm
_0285_,8.705µm
_1421_,8.7µm
_1496_,8.7µm
_0990_,8.68µm
_0707_,8.645µm
_1266_,8.64µm
_0453_,8.62µm
_0476_,8.62µm
_1240_,8.62µm
RESULT_MEM\[14\],8.605µm
_1058_,8.6µm
_1396_,8.6µm
_0604_,8.56µm
_0907_,8.56µm
_0935_,8.56µm
_1076_,8.56µm
_1078_,8.56µm
_0686_,8.52µm
_1049_,8.52µm
_1269_,8.52µm
_1565_,8.52µm
_1652_,8.52µm
_2009_,8.52µm
_2171_,8.52µm
MEM_ADDR[1],8.51µm
MEM_ADDR[6],8.51µm
_0129_,8.495µm
net95,8.48µm
_0668_,8.48µm
_0782_,8.48µm
_1098_,8.48µm
_1433_,8.48µm
_1687_,8.48µm
_2273_,8.48µm
_0536_,8.44µm
_1096_,8.44µm
_1409_,8.44µm
_2124_,8.44µm
_1182_,8.42µm
_1676_,8.42µm
RESULT_ALU\[3\],8.41µm
_2254_,8.41µm
RESULT_ALU\[14\],8.4µm
_0270_,8.4µm
_0503_,8.4µm
_0945_,8.4µm
_1151_,8.4µm
_1520_,8.4µm
_2147_,8.4µm
_0167_,8.375µm
_0900_,8.36µm
_0981_,8.34µm
_0322_,8.325µm
_1946_,8.32µm
_0067_,8.3µm
_0194_,8.3µm
_1384_,8.3µm
RESULT_BIT\[10\],8.29µm
_0088_,8.285µm
net84,8.28µm
_0563_,8.28µm
_2129_,8.28µm
_1549_,8.24µm
_1771_,8.24µm
_0191_,8.22µm
RESULT_BIT\[12\],8.21µm
INSTR_STREAM[20],8.21µm
_0125_,8.205µm
_0156_,8.205µm
_0500_,8.2µm
_1304_,8.2µm
_1868_,8.2µm
RESULT_BIT\[15\],8.195µm
MEM_ADDR[3],8.17µm
_1028_,8.16µm
_2107_,8.16µm
_0136_,8.155µm
_0144_,8.155µm
_0188_,8.155µm
net75,8.12µm
_0649_,8.1µm
_0927_,8.1µm
_0956_,8.1µm
_1415_,8.1µm
_2047_,8.1µm
_0218_,8.085µm
_2243_,8.08µm
_0042_,8.065µm
_1170_,8.06µm
_1413_,8.06µm
_1695_,8.06µm
_1707_,8.06µm
_1641_,8.04µm
_1318_,8.02µm
_0145_,8.005µm
_0512_,7.98µm
_1410_,7.98µm
_1442_,7.98µm
_1602_,7.98µm
_1797_,7.98µm
_2166_,7.96µm
_0681_,7.94µm
_0744_,7.94µm
_0942_,7.94µm
_1121_,7.94µm
_1417_,7.94µm
_0943_,7.9µm
_2256_,7.9µm
_2276_,7.88µm
_0324_,7.865µm
net91,7.86µm
_0684_,7.86µm
_1012_,7.86µm
_1903_,7.86µm
_0082_,7.855µm
net11,7.84µm
_1043_,7.84µm
_1244_,7.84µm
_2012_,7.84µm
_0113_,7.825µm
_0213_,7.825µm
_0224_,7.825µm
_0660_,7.82µm
_2288_,7.82µm
_1380_,7.785µm
_0066_,7.78µm
JMP_DEST\[8\],7.76µm
_0294_,7.76µm
_1568_,7.76µm
_2200_,7.74µm
_2346_,7.74µm
_1276_,7.72µm
_2018_,7.72µm
_2140_,7.7µm
_1295_,7.68µm
_1681_,7.68µm
RESULT_BIT\[8\],7.67µm
_0405_,7.655µm
_0457_,7.64µm
_1192_,7.64µm
_1805_,7.64µm
_0170_,7.625µm
RESULT_ALU\[4\],7.62µm
_0214_,7.62µm
_1867_,7.615µm
_0217_,7.605µm
_0228_,7.605µm
_1232_,7.6µm
_1448_,7.6µm
_2001_,7.6µm
_2411_,7.6µm
_2216_,7.58µm
_0288_,7.565µm
_0977_,7.56µm
_1948_,7.56µm
JMP_DEST\[4\],7.555µm
_0127_,7.545µm
_0181_,7.545µm
_1251_,7.54µm
_1723_,7.54µm
_0114_,7.535µm
_0403_,7.535µm
_0923_,7.52µm
_1137_,7.52µm
_1395_,7.52µm
_2134_,7.52µm
_2249_,7.52µm
_1070_,7.505µm
_0986_,7.48µm
_1999_,7.48µm
_2051_,7.46µm
_2329_,7.445µm
_0925_,7.44µm
_1040_,7.44µm
_2209_,7.44µm
_1603_,7.42µm
net90,7.4µm
_0108_,7.4µm
_0143_,7.4µm
_1183_,7.4µm
_1637_,7.38µm
_0077_,7.365µm
_0013_,7.355µm
_0078_,7.345µm
_0231_,7.345µm
_1982_,7.34µm
_1950_,7.33µm
_1309_,7.32µm
_1420_,7.32µm
_1958_,7.32µm
_1740_,7.3µm
_1888_,7.3µm
_1935_,7.3µm
_0661_,7.28µm
_0880_,7.28µm
_1302_,7.28µm
RESULT_BIT\[7\],7.275µm
_0397_,7.265µm
_0747_,7.26µm
_1308_,7.26µm
_2395_,7.26µm
_0065_,7.255µm
_2344_,7.24µm
_1153_,7.22µm
_1388_,7.22µm
_1842_,7.22µm
_2032_,7.22µm
_0487_,7.2µm
_0929_,7.18µm
_1541_,7.18µm
_2182_,7.18µm
MEM_ADDR[2],7.15µm
MEM_ADDR[4],7.15µm
_0258_,7.145µm
_1589_,7.14µm
_0182_,7.125µm
_1959_,7.12µm
_0737_,7.1µm
_0985_,7.1µm
_1613_,7.1µm
_0091_,7.085µm
_0139_,7.085µm
_0110_,7.08µm
_1375_,7.08µm
net36,7.075µm
_0019_,7.075µm
_0400_,7.075µm
_1050_,7.06µm
_2404_,7.02µm
_0037_,7.01µm
_0154_,7µm
_0235_,7µm
_0242_,7µm
_0605_,7µm
_1014_,7µm
_0577_,6.98µm
_0603_,6.98µm
_1205_,6.98µm
_1522_,6.98µm
_2143_,6.98µm
_2255_,6.98µm
_0756_,6.96µm
_0864_,6.96µm
_0212_,6.94µm
_0219_,6.94µm
_0229_,6.94µm
_0274_,6.94µm
_1820_,6.94µm
_2061_,6.94µm
_2327_,6.94µm
_0317_,6.925µm
_0021_,6.905µm
_1254_,6.9µm
_2202_,6.9µm
_0097_,6.86µm
_2234_,6.86µm
MEM_STR_DATA[1],6.85µm
MEM_STR_DATA[8],6.85µm
_0296_,6.84µm
_2250_,6.84µm
_0994_,6.82µm
_2389_,6.82µm
_0305_,6.805µm
_0915_,6.8µm
_0187_,6.795µm
_0741_,6.78µm
_2189_,6.78µm
_1009_,6.76µm
_1046_,6.76µm
_1228_,6.76µm
_1472_,6.76µm
_2337_,6.76µm
_0887_,6.74µm
_0993_,6.74µm
_1159_,6.74µm
_1620_,6.74µm
_1656_,6.74µm
_2347_,6.74µm
net52,6.72µm
_1140_,6.72µm
_0254_,6.705µm
