net,length_um
_0348_,6.695µm
_0157_,6.685µm
_0232_,6.685µm
_0336_,6.685µm
_0805_,6.66µm
_0967_,6.66µm
_0115_,6.65µm
_1693_,6.64µm
_2183_,6.64µm
_2259_,6.64µm
_2330_,6.64µm
_0169_,6.625µm
_1664_,6.62µm
_2142_,6.62µm
_0141_,6.61µm
net72,6.6µm
_1054_,6.6µm
_1061_,6.6µm
_1131_,6.6µm
_1618_,6.6µm
_1675_,6.6µm
_1799_,6.6µm
_1890_,6.6µm
_1966_,6.6µm
_2036_,6.6µm
_2172_,6.6µm
_0190_,6.595µm
_0888_,6.58µm
_0261_,6.55µm
net10,6.54µm
_0233_,6.54µm
_0499_,6.52µm
_1039_,6.52µm
_1339_,6.52µm
_1387_,6.52µm
_2010_,6.52µm
_2236_,6.52µm
_2238_,6.52µm
_0442_,6.5µm
_0509_,6.5µm
_1041_,6.5µm
_1114_,6.5µm
_1268_,6.5µm
_1427_,6.5µm
_1851_,6.5µm
_2055_,6.5µm
_0099_,6.495µm
net6,6.48µm
_0436_,6.48µm
_1670_,6.48µm
_2135_,6.48µm
_2275_,6.48µm
_2335_,6.48µm
_2388_,6.48µm
_2410_,6.46µm
_1351_,6.45µm
_0234_,6.445µm
_1548_,6.44µm
_2206_,6.44µm
_0185_,6.425µm
_0651_,6.42µm
_1446_,6.42µm
_0327_,6.405µm
_0731_,6.4µm
_1710_,6.4µm
_1806_,6.4µm
_2006_,6.4µm
_0122_,6.395µm
_0659_,6.38µm
_0168_,6.365µm
net23,6.36µm
_1035_,6.3µm
_1369_,6.3µm
_2205_,6.3µm
_2351_,6.3µm
_1088_,6.285µm
_0404_,6.275µm
_0331_,6.265µm
_0669_,6.26µm
_0705_,6.26µm
_1566_,6.26µm
_1638_,6.26µm
_1725_,6.26µm
_2320_,6.26µm
_2349_,6.26µm
_1677_,6.24µm
_1738_,6.24µm
_0351_,6.235µm
_0045_,6.225µm
_0801_,6.215µm
_1047_,6.2µm
_1416_,6.18µm
_1700_,6.18µm
_0128_,6.165µm
_0172_,6.165µm
_1967_,6.16µm
_0178_,6.155µm
net53,6.14µm
STATE\[4\],6.14µm
_0688_,6.14µm
_0694_,6.14µm
_1094_,6.14µm
_1111_,6.14µm
_1435_,6.14µm
_1488_,6.14µm
_1860_,6.14µm
_1970_,6.14µm
_2326_,6.14µm
_2364_,6.14µm
_1107_,6.12µm
_0076_,6.08µm
_0123_,6.08µm
_0311_,6.065µm
_0530_,6.06µm
_1426_,6.06µm
_1832_,6.06µm
_2111_,6.06µm
_2168_,6.06µm
_2350_,6.06µm
_2266_,6.055µm
net21,6.04µm
_0323_,6.04µm
_0431_,6.04µm
_1688_,6.04µm
net32,6.02µm
_0722_,6.02µm
_1911_,6.02µm
_2034_,6.02µm
_2338_,6.02µm
net41,6.015µm
_0120_,5.985µm
_0225_,5.985µm
_2352_,5.98µm
_0146_,5.965µm
_0161_,5.965µm
_0332_,5.965µm
_1941_,5.945µm
_1864_,5.94µm
_2398_,5.94µm
_0199_,5.925µm
_0463_,5.92µm
_0548_,5.92µm
_0715_,5.92µm
_0053_,5.905µm
_0126_,5.905µm
_1285_,5.9µm
_2079_,5.9µm
_2340_,5.895µm
_0205_,5.865µm
_0253_,5.865µm
_1227_,5.86µm
_1719_,5.86µm
_2334_,5.86µm
_1125_,5.84µm
_1455_,5.84µm
_1746_,5.84µm
_2228_,5.82µm
_0207_,5.815µm
_0283_,5.8µm
_0713_,5.8µm
_0734_,5.8µm
_0959_,5.8µm
_1042_,5.8µm
_1747_,5.8µm
_1768_,5.8µm
_1796_,5.8µm
_1884_,5.8µm
_1907_,5.8µm
_1949_,5.8µm
_2274_,5.8µm
_0100_,5.785µm
_0171_,5.765µm
_0179_,5.765µm
RESULT_MEM\[15\],5.745µm
_0286_,5.74µm
_1604_,5.74µm
_1030_,5.72µm
_1526_,5.72µm
_1718_,5.72µm
_1814_,5.72µm
_2223_,5.72µm
_0667_,5.68µm
_1048_,5.68µm
_1132_,5.68µm
_1215_,5.68µm
_1460_,5.68µm
_1767_,5.68µm
_1880_,5.68µm
_1916_,5.68µm
_1988_,5.68µm
_1005_,5.675µm
_0043_,5.645µm
_0299_,5.645µm
_0138_,5.64µm
_1825_,5.62µm
_0807_,5.6µm
_0987_,5.6µm
_1428_,5.6µm
_1558_,5.6µm
_1645_,5.6µm
_1921_,5.6µm
_2396_,5.6µm
net29,5.58µm
net30,5.58µm
_0347_,5.58µm
_0952_,5.56µm
_2152_,5.56µm
_2158_,5.56µm
_2251_,5.56µm
_2342_,5.56µm
_0176_,5.525µm
_0196_,5.525µm
_0674_,5.52µm
_0060_,5.505µm
_0085_,5.505µm
_1828_,5.5µm
_0496_,5.48µm
_1173_,5.48µm
_1431_,5.48µm
_1991_,5.48µm
_2017_,5.48µm
_0046_,5.475µm
_0131_,5.475µm
_0454_,5.46µm
_0637_,5.46µm
_1252_,5.46µm
_1411_,5.46µm
_0944_,5.44µm
_0312_,5.435µm
_1230_,5.42µm
_1521_,5.4µm
_1561_,5.4µm
_1640_,5.4µm
_0653_,5.38µm
_0752_,5.38µm
_0870_,5.38µm
_1390_,5.38µm
_1414_,5.38µm
_1743_,5.38µm
_2029_,5.38µm
_1611_,5.36µm
_0096_,5.355µm
net43,5.345µm
net101,5.34µm
_1036_,5.34µm
_1198_,5.34µm
_1538_,5.34µm
_1581_,5.34µm
_1887_,5.34µm
_2242_,5.34µm
_0306_,5.315µm
_0094_,5.305µm
_0111_,5.305µm
_0575_,5.28µm
_1598_,5.28µm
_2176_,5.28µm
RESULT_BIT\[5\],5.26µm
_0249_,5.26µm
_0576_,5.26µm
_1352_,5.26µm
_1374_,5.26µm
_1479_,5.26µm
_2119_,5.26µm
_2282_,5.26µm
_2306_,5.26µm
_0256_,5.235µm
_0562_,5.22µm
_0957_,5.22µm
_1193_,5.22µm
_1334_,5.22µm
_1577_,5.22µm
_1704_,5.22µm
_1881_,5.22µm
_1943_,5.22µm
_0914_,5.19µm
_0366_,5.185µm
_0272_,5.18µm
_0365_,5.165µm
_1716_,5.14µm
_1789_,5.12µm
_1790_,5.12µm
_2159_,5.12µm
net78,5.1µm
net85,5.1µm
_0440_,5.1µm
_0886_,5.1µm
_1759_,5.1µm
_1821_,5.1µm
_0022_,5.095µm
_0047_,5.095µm
_0058_,5.095µm
_0241_,5.095µm
_0315_,5.095µm
_0416_,5.095µm
_0023_,5.065µm
net15,5.06µm
_0567_,5.06µm
_0335_,5.045µm
_0350_,5.04µm
_2109_,5.04µm
_1438_,5.02µm
_1976_,5.02µm
_2303_,5.02µm
_0523_,5.015µm
RESULT_MEM\[13\],5µm
_0501_,5µm
_2067_,5µm
net92,4.94µm
_0757_,4.94µm
_0904_,4.94µm
_1579_,4.94µm
_1731_,4.94µm
_0380_,4.925µm
_0417_,4.925µm
_0420_,4.925µm
_0890_,4.92µm
_1217_,4.92µm
_1639_,4.92µm
_1762_,4.92µm
_2003_,4.92µm
_2180_,4.92µm
_2328_,4.92µm
_0308_,4.905µm
_0355_,4.905µm
_0892_,4.895µm
_0438_,4.88µm
_0733_,4.88µm
_1065_,4.88µm
_1354_,4.88µm
_1536_,4.88µm
_1776_,4.88µm
_0050_,4.845µm
_0142_,4.845µm
_0177_,4.845µm
_0216_,4.845µm
_0226_,4.845µm
_0248_,4.845µm
_0326_,4.845µm
_2086_,4.82µm
_2267_,4.82µm
_0353_,4.805µm
_0425_,4.805µm
net94,4.8µm
_0055_,4.8µm
_0960_,4.8µm
_1019_,4.8µm
_1087_,4.8µm
_1680_,4.8µm
_2002_,4.8µm
_1147_,4.78µm
_0302_,4.775µm
_0402_,4.775µm
_0933_,4.76µm
_1621_,4.76µm
_1937_,4.76µm
_1969_,4.76µm
_0362_,4.725µm
_0372_,4.725µm
_0388_,4.725µm
_0061_,4.71µm
_1335_,4.68µm
_1588_,4.68µm
_1997_,4.68µm
_1053_,4.66µm
_1742_,4.66µm
_1766_,4.66µm
_2136_,4.66µm
_0384_,4.625µm
_0068_,4.605µm
_0370_,4.605µm
_0379_,4.605µm
_1487_,4.6µm
_1617_,4.6µm
_0150_,4.585µm
_0396_,4.58µm
_0710_,4.58µm
_2120_,4.56µm
_0439_,4.54µm
_0474_,4.54µm
_1181_,4.54µm
_0197_,4.53µm
_0265_,4.53µm
_1749_,4.51µm
_0368_,4.505µm
_0723_,4.485µm
_0912_,4.48µm
_1341_,4.48µm
_1989_,4.48µm
_2292_,4.48µm
_2215_,4.47µm
net50,4.46µm
_0908_,4.46µm
_1393_,4.46µm
_1481_,4.46µm
_1535_,4.46µm
_2024_,4.46µm
_2204_,4.46µm
_1606_,4.44µm
_1683_,4.42µm
_1894_,4.42µm
_2069_,4.42µm
_2232_,4.42µm
_2348_,4.42µm
_0074_,4.405µm
_0165_,4.405µm
_0223_,4.405µm
_0245_,4.385µm
_0291_,4.38µm
_2090_,4.365µm
_0343_,4.36µm
_0590_,4.36µm
_0895_,4.36µm
_1115_,4.36µm
_1356_,4.36µm
_1859_,4.36µm
_2220_,4.36µm
_0118_,4.34µm
_0204_,4.34µm
_0246_,4.34µm
_0266_,4.34µm
_0621_,4.34µm
_0790_,4.34µm
_0936_,4.34µm
_0937_,4.34µm
_1138_,4.34µm
_1186_,4.34µm
_1243_,4.34µm
_1578_,4.34µm
_1672_,4.34µm
_1803_,4.34µm
_2031_,4.34µm
_2246_,4.34µm
_2281_,4.34µm
_2301_,4.34µm
_0903_,4.32µm
_0119_,4.295µm
_1002_,4.27µm
_0215_,4.265µm
_0337_,4.265µm
_0406_,4.265µm
_0039_,4.24µm
_0054_,4.24µm
_2185_,4.24µm
_0901_,4.22µm
_1459_,4.22µm
_1570_,4.22µm
_1662_,4.22µm
_1773_,4.22µm
_1930_,4.22µm
_1423_,4.215µm
_1993_,4.2µm
_0200_,4.195µm
_0059_,4.145µm
_0132_,4.145µm
_0133_,4.145µm
_1289_,4.14µm
_1562_,4.14µm
_1804_,4.14µm
_0041_,4.125µm
_1781_,4.125µm
_1511_,4.12µm
_0808_,4.1µm
_1643_,4.1µm
_1893_,4.1µm
_2037_,4.1µm
_0175_,4.095µm
_1229_,4.08µm
_1504_,4.08µm
_1802_,4.08µm
_0815_,4.055µm
_1383_,4.02µm
_2280_,4.02µm
_2420_,4.02µm
_0521_,4µm
_0685_,4µm
_1045_,4µm
_1101_,4µm
_1406_,4µm
_1653_,4µm
_1788_,4µm
_1815_,4µm
_1835_,4µm
_2324_,4µm
_0948_,3.98µm
_1394_,3.98µm
_1987_,3.98µm
_0147_,3.945µm
_0220_,3.925µm
_0356_,3.925µm
_1429_,3.915µm
_0325_,3.9µm
_0342_,3.9µm
_1918_,3.9µm
_2218_,3.9µm
net98,3.88µm
_0638_,3.88µm
_0794_,3.88µm
_0899_,3.88µm
_1032_,3.88µm
_1071_,3.88µm
_1616_,3.88µm
_1732_,3.88µm
_1758_,3.88µm
_1878_,3.88µm
_1934_,3.88µm
_1905_,3.855µm
_0394_,3.845µm
_0374_,3.805µm
_0391_,3.805µm
_0084_,3.78µm
_0166_,3.78µm
_0262_,3.78µm
_0592_,3.78µm
_1152_,3.78µm
_1291_,3.78µm
_1812_,3.78µm
_2054_,3.78µm
net25,3.76µm
net77,3.76µm
_0465_,3.76µm
_1357_,3.76µm
_1629_,3.76µm
_1730_,3.76µm
_1891_,3.76µm
_2241_,3.76µm
_0677_,3.74µm
_0239_,3.735µm
_0250_,3.735µm
_0273_,3.735µm
_0385_,3.705µm
_0079_,3.685µm
_0675_,3.665µm
_0553_,3.66µm
_1006_,3.64µm
_2127_,3.64µm
_0202_,3.635µm
_0407_,3.585µm
_0048_,3.565µm
_0633_,3.56µm
_0641_,3.56µm
_1714_,3.56µm
_2235_,3.56µm
_0564_,3.54µm
_0893_,3.54µm
_1462_,3.54µm
_1626_,3.54µm
_1874_,3.54µm
_2004_,3.54µm
_2213_,3.54µm
_2308_,3.54µm
_0988_,3.52µm
_2101_,3.52µm
_0051_,3.485µm
_0107_,3.485µm
_0243_,3.485µm
_0090_,3.465µm
_0174_,3.465µm
_2108_,3.445µm
_0281_,3.44µm
_1509_,3.44µm
_2028_,3.44µm
_0483_,3.42µm
_0670_,3.42µm
_0776_,3.42µm
_1004_,3.42µm
_1177_,3.42µm
_1477_,3.42µm
_1503_,3.42µm
_2244_,3.42µm
_2299_,3.42µm
_2343_,3.42µm
_2316_,3.4µm
_0382_,3.395µm
_0292_,3.385µm
_1755_,3.385µm
_0056_,3.345µm
_0339_,3.345µm
_0364_,3.345µm
_0371_,3.345µm
_0198_,3.32µm
_0206_,3.32µm
_0426_,3.32µm
_0916_,3.32µm
_0616_,3.3µm
_1671_,3.3µm
_2138_,3.3µm
_0189_,3.275µm
_0383_,3.245µm
_0089_,3.225µm
_0112_,3.225µm
_0124_,3.225µm
_0260_,3.225µm
_0358_,3.225µm
_0665_,3.22µm
_0996_,3.22µm
_1206_,3.22µm
_1208_,3.22µm
_1265_,3.22µm
_1287_,3.22µm
_1332_,3.22µm
_1495_,3.22µm
_1654_,3.22µm
_2126_,3.22µm
_2197_,3.22µm
_2384_,3.22µm
_0635_,3.2µm
_0911_,3.18µm
_2177_,3.18µm
_2198_,3.18µm
_0186_,3.175µm
_0269_,3.175µm
_0429_,3.175µm
_0455_,3.125µm
_1079_,3.125µm
_0748_,3.1µm
_1646_,3.1µm
_1811_,3.1µm
_2237_,3.1µm
_0654_,3.08µm
_0928_,3.08µm
_1001_,3.08µm
_1331_,3.08µm
_1534_,3.08µm
_1682_,3.08µm
_1706_,3.08µm
_1709_,3.08µm
_1784_,3.08µm
_1809_,3.08µm
_2046_,3.08µm
_2191_,3.08µm
_2193_,3.08µm
_2279_,3.08µm
_2341_,3.08µm
_0301_,3.065µm
_0287_,3.055µm
_0318_,3.045µm
_0330_,3.045µm
_0381_,3.005µm
_0303_,2.98µm
_0354_,2.98µm
_2114_,2.98µm
net89,2.96µm
_0284_,2.96µm
_0589_,2.96µm
_0646_,2.96µm
_0917_,2.96µm
_1461_,2.96µm
_1473_,2.96µm
_1494_,2.96µm
_1516_,2.96µm
_1595_,2.96µm
_1752_,2.96µm
_2105_,2.96µm
_2225_,2.96µm
_2230_,2.96µm
_2233_,2.96µm
_2261_,2.96µm
_0034_,2.935µm
_0040_,2.935µm
_0063_,2.935µm
_0103_,2.935µm
_0264_,2.935µm
_0297_,2.925µm
_0298_,2.925µm
_2311_,2.91µm
_0363_,2.885µm
_0412_,2.885µm
_0163_,2.88µm
_0344_,2.88µm
_0057_,2.86µm
_0158_,2.86µm
_0173_,2.86µm
_0221_,2.86µm
_0263_,2.86µm
_0309_,2.86µm
_0314_,2.86µm
_0581_,2.86µm
_1456_,2.86µm
_1493_,2.86µm
_2112_,2.86µm
net86,2.84µm
net88,2.84µm
_0546_,2.84µm
_1106_,2.84µm
_1344_,2.84µm
_1464_,2.84µm
_1953_,2.84µm
_2208_,2.84µm
_2252_,2.84µm
_2318_,2.84µm
_0334_,2.835µm
_0466_,2.82µm
_0290_,2.785µm
_0310_,2.785µm
_0313_,2.785µm
_0359_,2.785µm
_0360_,2.785µm
_0387_,2.785µm
_0121_,2.765µm
_0251_,2.765µm
net28,2.76µm
_0636_,2.76µm
_0652_,2.76µm
_0692_,2.76µm
_0708_,2.76µm
_1756_,2.76µm
_1986_,2.76µm
_2082_,2.76µm
_2258_,2.76µm
_2353_,2.76µm
_0052_,2.75µm
_1971_,2.74µm
_0027_,2.715µm
_0071_,2.715µm
_0073_,2.715µm
_0201_,2.715µm
_0238_,2.715µm
_0259_,2.715µm
_0408_,2.715µm
_0410_,2.715µm
_1218_,2.7µm
_2409_,2.7µm
_0798_,2.675µm
_0361_,2.665µm
_0399_,2.665µm
_0422_,2.665µm
_0591_,2.645µm
_1017_,2.64µm
_1379_,2.64µm
_1795_,2.64µm
_1955_,2.64µm
_2229_,2.64µm
net106,2.62µm
_0528_,2.62µm
_0700_,2.62µm
_0717_,2.62µm
_1278_,2.62µm
_1631_,2.62µm
_2162_,2.62µm
_2199_,2.62µm
_1760_,2.615µm
_2298_,2.61µm
_0087_,2.595µm
_0183_,2.595µm
_0184_,2.595µm
_0295_,2.595µm
_0349_,2.595µm
_0357_,2.595µm
_0367_,2.585µm
_0271_,2.545µm
_0373_,2.545µm
_0346_,2.54µm
_0419_,2.54µm
_0304_,2.52µm
_0452_,2.52µm
_0629_,2.52µm
_0644_,2.52µm
_1607_,2.52µm
_1779_,2.52µm
_0524_,2.5µm
_0732_,2.5µm
_0859_,2.5µm
_0918_,2.5µm
_0919_,2.5µm
_1029_,2.5µm
_1051_,2.5µm
_1105_,2.5µm
_1457_,2.5µm
_1567_,2.5µm
_1807_,2.5µm
_1913_,2.5µm
_2149_,2.5µm
_2231_,2.5µm
_2245_,2.5µm
_2407_,2.5µm
_0386_,2.495µm
_1306_,2.48µm
_1060_,2.405µm
net7,2.4µm
_0973_,2.4µm
_1858_,2.4µm
_1956_,2.4µm
_2022_,2.4µm
_2190_,2.4µm
_0896_,2.395µm
net82,2.38µm
_1052_,2.38µm
_1545_,2.38µm
_1827_,2.38µm
_2077_,2.38µm
_2128_,2.38µm
_0014_,2.375µm
_0319_,2.375µm
_0321_,2.375µm
_0369_,2.375µm
_0033_,2.34µm
_0316_,2.325µm
_0333_,2.325µm
_0490_,2.3µm
_0538_,2.3µm
_1156_,2.3µm
_1447_,2.3µm
_1817_,2.3µm
_1886_,2.3µm
_0758_,2.28µm
_1471_,2.28µm
_1553_,2.28µm
_1845_,2.28µm
_1853_,2.28µm
_1938_,2.28µm
_1975_,2.27µm
_0030_,2.255µm
_0064_,2.255µm
_0072_,2.255µm
_0180_,2.255µm
_2064_,2.255µm
_2102_,2.255µm
_0390_,2.205µm
_0392_,2.205µm
_0393_,2.205µm
_0427_,2.205µm
_2015_,2.2µm
_0602_,2.18µm
_1552_,2.18µm
_0244_,2.165µm
_2212_,2.165µm
net51,2.16µm
_0662_,2.16µm
_0729_,2.16µm
_0749_,2.16µm
_0995_,2.16µm
_1350_,2.16µm
_1385_,2.16µm
_1500_,2.16µm
_1659_,2.16µm
_1701_,2.16µm
_1708_,2.16µm
_1722_,2.16µm
_1885_,2.16µm
_1917_,2.16µm
_2097_,2.16µm
_2117_,2.16µm
_0300_,2.145µm
_0345_,2.145µm
_0423_,2.145µm
_0375_,2.125µm
_0878_,2.095µm
_0418_,2.085µm
_0140_,2.075µm
_1184_,2.065µm
_0086_,2.06µm
_0164_,2.06µm
_0905_,2.06µm
_1377_,2.06µm
_2044_,2.06µm
net76,2.04µm
_0702_,2.04µm
_0716_,2.04µm
_0783_,2.04µm
_0934_,2.04µm
_1168_,2.04µm
_1196_,2.04µm
_1255_,2.04µm
_1349_,2.04µm
_1556_,2.04µm
_1830_,2.04µm
_1872_,2.04µm
_1873_,2.04µm
_1882_,2.04µm
_1897_,2.04µm
_1900_,2.04µm
_1910_,2.04µm
_2099_,2.04µm
_2226_,2.04µm
_2283_,2.04µm
_2332_,2.04µm
_0320_,2.035µm
_2041_,1.94µm
_0018_,1.915µm
_0352_,1.915µm
_0409_,1.915µm
_0411_,1.915µm
_0377_,1.865µm
_0378_,1.865µm
_0921_,1.84µm
_1408_,1.84µm
_1492_,1.84µm
_1608_,1.84µm
_1668_,1.84µm
_1673_,1.84µm
_1696_,1.84µm
_1737_,1.84µm
_1957_,1.84µm
_2167_,1.84µm
_0989_,1.82µm
_1348_,1.82µm
_2272_,1.82µm
_0395_,1.745µm
_0565_,1.725µm
_0691_,1.72µm
_0955_,1.72µm
_1757_,1.72µm
_2224_,1.72µm
_0494_,1.7µm
_0769_,1.7µm
_0772_,1.7µm
_1016_,1.7µm
_1090_,1.7µm
_1216_,1.7µm
_1257_,1.7µm
_1381_,1.7µm
_1527_,1.7µm
_1801_,1.7µm
_1902_,1.7µm
_1915_,1.7µm
_1981_,1.7µm
_2085_,1.7µm
_2151_,1.7µm
_2240_,1.7µm
_2408_,1.7µm
_0017_,1.685µm
_0289_,1.685µm
_0338_,1.685µm
_0341_,1.685µm
_0413_,1.685µm
_0414_,1.685µm
_0415_,1.685µm
_0421_,1.685µm
_0424_,1.685µm
_0819_,1.6µm
_0821_,1.6µm
_1596_,1.6µm
_2016_,1.6µm
_2188_,1.6µm
_0328_,1.575µm
_0329_,1.575µm
_0389_,1.575µm
net5,1.48µm
_0657_,1.48µm
_0724_,1.48µm
_0293_,1.405µm
_0307_,1.405µm
net16,1.38µm
_0718_,1.38µm
_0961_,1.38µm
_1037_,1.38µm
_1242_,1.38µm
_1364_,1.38µm
_1508_,1.38µm
_2059_,1.38µm
_2155_,1.38µm
_2161_,1.38µm
_2165_,1.38µm
_2394_,1.38µm
_1974_,1.36µm
_2070_,1.36µm
_0464_,1.26µm
_0683_,1.26µm
_1008_,1.26µm
_1502_,1.26µm
_2116_,1.26µm
_1120_,1.14µm
_2137_,1.14µm
_1015_,1.02µm
_0460_,0.92µm
_0898_,0.92µm
_0966_,0.92µm
_1000_,0.92µm
_1022_,0.92µm
_1454_,0.92µm
_1530_,0.92µm
_1630_,0.92µm
_1726_,0.92µm
_1855_,0.92µm
_1879_,0.92µm
_1925_,0.92µm
_2269_,0.92µm
_2345_,0.92µm
_2175_,0.8µm
net83,0.46µm
_1667_,0.46µm
_2122_,0.46µm
_2278_,0.46µm
