net,length_um
REG_FILE\[2\]\[13\],18.14µm
REG_COND\[9\],18.06µm
REG_FILE\[13\]\[7\],18.06µm
REG_FILE\[5\]\[0\],18.06µm
RESULT_SYS\[7\],18.05µm
REG_FILE\[6\]\[9\],18.02µm
DEVICES_STRH,18.01µm
_0881_,17.94µm
REG_FILE\[5\]\[14\],17.92µm
_0709_,17.92µm
REG_FILE\[4\]\[10\],17.9µm
REG_FILE\[9\]\[12\],17.9µm
RESULT_ALU\[9\],17.88µm
REG_FILE\[8\]\[4\],17.86µm
_0851_,17.86µm
REG_FILE\[2\]\[6\],17.78µm
REG_FILE\[4\]\[11\],17.76µm
_0415_,17.76µm
_0680_,17.74µm
REG_FILE\[1\]\[10\],17.72µm
REG_FILE\[4\]\[8\],17.72µm
_1918_,17.7µm
_1383_,17.68µm
REG_COND\[7\],17.64µm
REG_FILE\[8\]\[7\],17.64µm
REG_COND\[8\],17.605µm
REG_FILE\[10\]\[13\],17.6µm
net9,17.58µm
_1308_,17.58µm
REG_FILE\[8\]\[11\],17.56µm
_1334_,17.54µm
RESULT_MEM\[3\],17.535µm
_1080_,17.535µm
REG_FILE\[1\]\[6\],17.52µm
RESULT_ALU\[10\],17.52µm
_1429_,17.49µm
_0998_,17.48µm
_1809_,17.48µm
_2386_,17.46µm
REG_FILE\[13\]\[3\],17.44µm
_1852_,17.44µm
REG_FILE\[4\]\[3\],17.4µm
_0981_,17.4µm
MEM_LD_DATA[13],17.35µm
RESULT_MEM\[9\],17.34µm
REG_FILE\[11\]\[9\],17.32µm
REG_FILE\[11\]\[7\],17.24µm
REG_FILE\[1\]\[7\],17.22µm
REG_FILE\[0\]\[11\],17.2µm
REG_FILE\[10\]\[6\],17.2µm
_0805_,17.2µm
REG_FILE\[1\]\[8\],17.16µm
_2091_,17.14µm
MEM_ADDR[13],17.13µm
MEM_ADDR[7],17.13µm
_1970_,17µm
REG_FILE\[13\]\[12\],16.98µm
_1019_,16.98µm
_0665_,16.96µm
_1589_,16.96µm
_2293_,16.96µm
INSTR_STREAM[7],16.95µm
_0226_,16.895µm
_0201_,16.865µm
_1486_,16.86µm
_2019_,16.86µm
REG_FILE\[8\]\[14\],16.78µm
MEM_LD_DATA[10],16.73µm
REG_FILE\[5\]\[5\],16.66µm
_0752_,16.66µm
REG_FILE\[9\]\[11\],16.64µm
_2055_,16.64µm
REG_FILE\[13\]\[5\],16.62µm
_1348_,16.605µm
_1720_,16.58µm
REG_FILE\[0\]\[15\],16.56µm
REG_FILE\[3\]\[0\],16.56µm
_0521_,16.56µm
DEVICES_LDW,16.55µm
_0647_,16.46µm
_2073_,16.46µm
REG_FILE\[7\]\[15\],16.44µm
_2096_,16.44µm
INSTR_STREAM[24],16.43µm
REG_FILE\[7\]\[10\],16.42µm
RESULT_MEM\[5\],16.385µm
_1825_,16.38µm
INSTR_ADDR[6],16.37µm
REG_FILE\[14\]\[4\],16.36µm
REG_FILE\[3\]\[10\],16.36µm
_1075_,16.36µm
REG_FILE\[13\]\[9\],16.34µm
_0472_,16.3µm
_0758_,16.3µm
_1247_,16.26µm
INSTR_STREAM[1],16.25µm
_1968_,16.24µm
REG_FILE\[7\]\[12\],16.22µm
REG_FILE\[7\]\[6\],16.22µm
REG_FILE\[9\]\[1\],16.22µm
INSTR\[19\],16.16µm
_2363_,16.16µm
_1955_,16.12µm
REG_FILE\[9\]\[15\],16.1µm
_2224_,16.1µm
REG_FILE\[7\]\[8\],16.08µm
REG_FILE\[3\]\[3\],16.06µm
_0511_,16.06µm
EX_HALT,16.03µm
INSTR\[18\],16µm
REG_FILE\[5\]\[11\],15.96µm
_2387_,15.94µm
_2092_,15.92µm
REG_FILE\[12\]\[13\],15.88µm
REG_FILE\[14\]\[11\],15.88µm
net14,15.86µm
_1535_,15.86µm
_0555_,15.85µm
net94,15.84µm
MEM_LD_DATA[14],15.81µm
_0441_,15.8µm
REG_FILE\[11\]\[6\],15.76µm
RESULT_ALU\[14\],15.76µm
_1276_,15.76µm
_1363_,15.75µm
REG_FILE\[1\]\[13\],15.74µm
_0571_,15.74µm
INSTR_ADDR[11],15.71µm
MEM_ADDR[15],15.71µm
_0462_,15.7µm
_0495_,15.68µm
_1389_,15.68µm
_2105_,15.68µm
_2411_,15.68µm
REG_FILE\[10\]\[12\],15.67µm
_0439_,15.62µm
_0089_,15.615µm
REG_FILE\[5\]\[12\],15.6µm
_2417_,15.54µm
_0449_,15.48µm
_0675_,15.48µm
_1218_,15.47µm
REG_FILE\[7\]\[9\],15.44µm
REG_FILE\[12\]\[0\],15.42µm
_1057_,15.42µm
REG_FILE\[1\]\[12\],15.4µm
_1732_,15.4µm
_0505_,15.36µm
INSTR_STREAM[9],15.35µm
MEM_LD_DATA[11],15.35µm
_0232_,15.345µm
_2390_,15.32µm
_1042_,15.3µm
_1759_,15.3µm
DEVICES_LDH,15.29µm
INSTR_ADDR[10],15.29µm
MEM_ADDR[14],15.29µm
MEM_ADDR[6],15.29µm
REG_FILE\[5\]\[8\],15.28µm
REG_FILE\[0\]\[4\],15.26µm
REG_FILE\[8\]\[12\],15.26µm
INSTR_STREAM[5],15.25µm
MAIN_STRW,15.25µm
_2343_,15.24µm
_1990_,15.22µm
REG_FILE\[2\]\[4\],15.2µm
REG_FILE\[12\]\[12\],15.19µm
REG_FILE\[11\]\[12\],15.18µm
REG_FILE\[3\]\[11\],15.18µm
_1406_,15.17µm
REG_FILE\[0\]\[10\],15.16µm
REG_FILE\[9\]\[7\],15.16µm
_0841_,15.16µm
_1422_,15.16µm
REG_FILE\[12\]\[3\],15.14µm
_2215_,15.12µm
_1639_,15.1µm
_1721_,15.1µm
_2393_,15.1µm
_1921_,15.08µm
REG_FILE\[0\]\[14\],15.06µm
_0941_,15.06µm
_1878_,15.06µm
_0154_,15.045µm
REG_FILE\[14\]\[7\],15.04µm
REG_FILE\[12\]\[7\],15.02µm
_1311_,15.02µm
REG_FILE\[6\]\[12\],15µm
REG_FILE\[2\]\[11\],14.98µm
_1623_,14.98µm
_0814_,14.96µm
net91,14.94µm
RESULT_SYS\[1\],14.94µm
REG_FILE\[14\]\[10\],14.92µm
_0413_,14.92µm
_0816_,14.92µm
_1735_,14.91µm
_1946_,14.86µm
REG_FILE\[14\]\[6\],14.84µm
MEM_ADDR[12],14.83µm
REG_FILE\[12\]\[6\],14.82µm
REG_FILE\[5\]\[3\],14.8µm
REG_FILE\[5\]\[4\],14.8µm
MEM_ADDR[9],14.79µm
_1611_,14.78µm
REG_COND\[11\],14.76µm
_1426_,14.76µm
REG_FILE\[6\]\[8\],14.72µm
_1226_,14.72µm
_1744_,14.7µm
_0889_,14.68µm
_2350_,14.68µm
_0148_,14.645µm
_1977_,14.64µm
REG_FILE\[4\]\[6\],14.6µm
RESULT_BIT\[0\],14.6µm
_1188_,14.6µm
MEM_LD_DATA[15],14.59µm
REG_FILE\[12\]\[4\],14.58µm
_1530_,14.565µm
REG_FILE\[0\]\[6\],14.56µm
REG_FILE\[14\]\[1\],14.56µm
REG_FILE\[3\]\[7\],14.54µm
REG_FILE\[1\]\[9\],14.46µm
_1699_,14.46µm
_1913_,14.46µm
REG_FILE\[6\]\[6\],14.4µm
_1901_,14.38µm
_1925_,14.38µm
REG_FILE\[8\]\[15\],14.36µm
net1,14.34µm
REG_FILE\[0\]\[9\],14.34µm
_0775_,14.34µm
_1433_,14.34µm
STATE\[4\],14.32µm
_0801_,14.3µm
_1973_,14.3µm
_2301_,14.3µm
RESULT_MEM\[10\],14.285µm
MEM_LD_DATA[6],14.27µm
REG_FILE\[8\]\[6\],14.26µm
_0459_,14.25µm
net31,14.18µm
REG_FILE\[11\]\[4\],14.14µm
INSTR_ADDR[2],14.13µm
REG_FILE\[10\]\[2\],14.09µm
net51,14.06µm
REG_FILE\[14\]\[9\],14.04µm
_1282_,14.04µm
REG_FILE\[11\]\[0\],14µm
_1454_,14µm
_0045_,13.985µm
_1135_,13.96µm
_0176_,13.955µm
REG_FILE\[2\]\[9\],13.94µm
_1978_,13.92µm
INSTR_ADDR[8],13.91µm
MAIN_LDW,13.91µm
_0726_,13.9µm
_1962_,13.9µm
_0474_,13.88µm
_0582_,13.88µm
_1512_,13.86µm
REG_COND\[14\],13.8µm
REG_FILE\[13\]\[15\],13.8µm
_0058_,13.785µm
REG_FILE\[12\]\[2\],13.78µm
_2175_,13.76µm
MEM_STR_DATA[10],13.75µm
MEM_STR_DATA[4],13.75µm
MEM_STR_DATA[7],13.75µm
MEM_STR_DATA[8],13.75µm
_1248_,13.74µm
REG_FILE\[7\]\[3\],13.72µm
REG_FILE\[9\]\[13\],13.7µm
_0486_,13.7µm
_0734_,13.7µm
_0899_,13.68µm
_2312_,13.68µm
INSTR_STREAM[15],13.67µm
_2046_,13.66µm
INVALID_MEM,13.65µm
REG_FILE\[12\]\[5\],13.64µm
_1436_,13.64µm
_1994_,13.64µm
_1431_,13.6µm
RESULT_SYS\[0\],13.57µm
REG_FILE\[8\]\[8\],13.56µm
RESULT_SYS\[3\],13.56µm
_0211_,13.525µm
_0271_,13.525µm
_1039_,13.5µm
_2009_,13.5µm
_2143_,13.48µm
DEVICES_STRW,13.45µm
_0790_,13.44µm
REG_FILE\[6\]\[13\],13.42µm
_0275_,13.42µm
_0813_,13.42µm
_0929_,13.42µm
_2297_,13.42µm
_0720_,13.4µm
_2299_,13.38µm
_1180_,13.34µm
_1185_,13.34µm
_2127_,13.32µm
_2159_,13.275µm
RESULT_ALU\[0\],13.265µm
INSTR_ADDR[7],13.25µm
_1646_,13.24µm
REG_FILE\[9\]\[6\],13.2µm
_0475_,13.16µm
_1583_,13.16µm
REG_FILE\[14\]\[12\],13.14µm
net24,13.1µm
_0423_,13.1µm
_1882_,13.1µm
_1881_,13.08µm
_2279_,13.08µm
_0209_,13.045µm
_1208_,13.04µm
_1450_,13.04µm
_2228_,13.04µm
REG_FILE\[9\]\[4\],13µm
_2023_,12.98µm
_2238_,12.96µm
_2374_,12.96µm
REG_FILE\[3\]\[4\],12.94µm
_1391_,12.92µm
_0167_,12.915µm
INSTR_STREAM[28],12.91µm
_1052_,12.88µm
_1935_,12.86µm
_2182_,12.86µm
REG_FILE\[12\]\[1\],12.84µm
_2059_,12.82µm
_1004_,12.795µm
_0509_,12.79µm
_0453_,12.76µm
_1811_,12.76µm
RESULT_SYS\[9\],12.75µm
MEM_LD_DATA[8],12.75µm
_0556_,12.74µm
_0661_,12.74µm
REG_FILE\[10\]\[4\],12.68µm
REG_FILE\[1\]\[14\],12.66µm
REG_FILE\[3\]\[2\],12.66µm
REG_FILE\[14\]\[15\],12.64µm
_0627_,12.64µm
INSTR_STREAM[21],12.63µm
net95,12.62µm
_2266_,12.62µm
_1241_,12.605µm
_0683_,12.58µm
_1154_,12.58µm
_1835_,12.58µm
_2004_,12.58µm
_0727_,12.54µm
INSTR_STREAM[31],12.53µm
MEM_LD_DATA[3],12.53µm
MEM_ADDR[5],12.53µm
MEM_ADDR[8],12.53µm
_0637_,12.525µm
_1064_,12.52µm
_1609_,12.52µm
_0679_,12.5µm
_1455_,12.5µm
_1911_,12.5µm
_2403_,12.5µm
_0286_,12.475µm
RESULT_SYS\[14\],12.46µm
_0890_,12.46µm
REG_FILE\[9\]\[10\],12.42µm
_2355_,12.42µm
_1061_,12.4µm
_0218_,12.345µm
INSTR_STREAM[6],12.29µm
INSTR_ADDR[5],12.29µm
_0600_,12.28µm
_1223_,12.28µm
_0806_,12.24µm
_0156_,12.235µm
INSTR_STREAM[16],12.23µm
_2245_,12.22µm
REG_FILE\[2\]\[2\],12.2µm
RESULT_MEM\[12\],12.18µm
_0892_,12.165µm
_0688_,12.16µm
_1559_,12.16µm
_1814_,12.16µm
_1866_,12.16µm
_1997_,12.16µm
_2229_,12.16µm
REG_FILE\[10\]\[7\],12.14µm
_1170_,12.14µm
_0581_,12.105µm
RESULT_BIT\[13\],12.08µm
INSTR_ADDR[9],12.07µm
MEM_ADDR[10],12.07µm
MEM_ADDR[11],12.07µm
_1378_,12.04µm
_2088_,12.02µm
_0901_,12µm
_1966_,12µm
_0567_,11.98µm
_1912_,11.98µm
INSTR_STREAM[29],11.95µm
INSTR_STREAM[30],11.95µm
_0532_,11.94µm
net97,11.92µm
RESULT_SYS\[5\],11.91µm
_1124_,11.9µm
_1766_,11.9µm
INSTR_STREAM[20],11.89µm
REG_FILE\[0\]\[13\],11.88µm
REG_FILE\[6\]\[11\],11.86µm
_0443_,11.84µm
_1407_,11.84µm
net21,11.82µm
_0632_,11.8µm
_1736_,11.8µm
_1785_,11.8µm
_1191_,11.78µm
_1987_,11.76µm
STATE\[0\],11.74µm
_0837_,11.72µm
_1674_,11.72µm
_1749_,11.7µm
_2060_,11.66µm
REG_FILE\[10\]\[11\],11.64µm
REG_FILE\[7\]\[13\],11.62µm
_2026_,11.62µm
MEM_STR_DATA[14],11.61µm
RESULT_SYS\[15\],11.58µm
_1717_,11.56µm
_0524_,11.555µm
MEM_LD_DATA[2],11.55µm
_1569_,11.545µm
_1917_,11.545µm
RESULT_SYS\[2\],11.54µm
_1891_,11.52µm
_1681_,11.515µm
_1051_,11.5µm
_0103_,11.485µm
net20,11.48µm
_1745_,11.48µm
RESULT_MEM\[0\],11.475µm
_0469_,11.44µm
_0082_,11.425µm
_1448_,11.425µm
_1018_,11.42µm
_1076_,11.42µm
REG_FILE\[10\]\[0\],11.4µm
REG_FILE\[12\]\[10\],11.4µm
REG_FILE\[5\]\[13\],11.4µm
RESULT_MEM\[2\],11.395µm
net98,11.36µm
_0528_,11.34µm
_1575_,11.34µm
REG_FILE\[2\]\[5\],11.3µm
_1012_,11.3µm
_0260_,11.285µm
INSTR_STREAM[19],11.27µm
INSTR_STREAM[22],11.27µm
INSTR_STREAM[23],11.27µm
_1813_,11.26µm
STATE\[1\],11.24µm
_1174_,11.24µm
_1408_,11.24µm
_2045_,11.24µm
RESULT_BIT\[12\],11.22µm
INSTR_STREAM[25],11.21µm
MEM_LD_DATA[5],11.21µm
MEM_STR_DATA[12],11.21µm
MEM_STR_DATA[13],11.21µm
_1139_,11.2µm
_1808_,11.19µm
_1267_,11.18µm
_0117_,11.16µm
net23,11.14µm
_0110_,11.14µm
_2234_,11.14µm
_0651_,11.12µm
_1214_,11.12µm
_2000_,11.12µm
_2270_,11.1µm
_0861_,11.08µm
_1043_,11.08µm
_1466_,11.04µm
_2155_,11.04µm
_2186_,11.04µm
_0653_,11.02µm
_1204_,11.02µm
_1538_,11.02µm
_1685_,11.02µm
_2380_,11.02µm
_1421_,11µm
_1518_,11µm
RESULT_BIT\[2\],10.96µm
_0046_,10.945µm
REG_FILE\[2\]\[0\],10.94µm
_0984_,10.94µm
INSTR_STREAM[17],10.93µm
INSTR_STREAM[18],10.93µm
INSTR_STREAM[2],10.93µm
MEM_LD_DATA[0],10.93µm
INSTR_ADDR[1],10.93µm
MEM_STR_DATA[1],10.93µm
_1419_,10.92µm
RESULT_BIT\[8\],10.915µm
_1071_,10.9µm
_1239_,10.9µm
_1838_,10.9µm
INSTR_STREAM[0],10.87µm
INSTR_STREAM[3],10.87µm
INSTR_ADDR[0],10.87µm
INSTR_ADDR[3],10.87µm
MEM_STR_DATA[5],10.87µm
_0450_,10.84µm
_1009_,10.84µm
_2298_,10.84µm
_0712_,10.82µm
_0821_,10.82µm
_1250_,10.82µm
_1832_,10.82µm
RESULT_BIT\[15\],10.8µm
net107,10.78µm
_0991_,10.78µm
_1586_,10.78µm
_2020_,10.78µm
_2079_,10.78µm
_2389_,10.78µm
_2204_,10.76µm
_0638_,10.74µm
_2121_,10.74µm
_2015_,10.7µm
_2074_,10.7µm
_0955_,10.68µm
_1534_,10.66µm
_1625_,10.66µm
_2021_,10.66µm
_0086_,10.655µm
REG_FILE\[10\]\[5\],10.65µm
_1298_,10.64µm
_0888_,10.62µm
_2068_,10.62µm
_0430_,10.6µm
MEM_STR_DATA[6],10.59µm
_0278_,10.585µm
_1074_,10.58µm
_1974_,10.58µm
_0050_,10.565µm
_0912_,10.54µm
_1734_,10.54µm
_1303_,10.535µm
MEM_STR_DATA[2],10.53µm
MEM_STR_DATA[3],10.53µm
MEM_STR_DATA[9],10.53µm
_0365_,10.525µm
_1238_,10.52µm
net6,10.5µm
REG_FILE\[0\]\[8\],10.5µm
_1011_,10.5µm
_0754_,10.48µm
_1467_,10.465µm
_0836_,10.46µm
_1956_,10.46µm
_1084_,10.44µm
_1372_,10.44µm
_1392_,10.44µm
REG_FILE\[6\]\[7\],10.4µm
_1274_,10.4µm
_1920_,10.4µm
RESULT_SYS\[13\],10.39µm
REG_FILE\[8\]\[13\],10.38µm
REG_FILE\[2\]\[3\],10.36µm
_1371_,10.34µm
_0707_,10.32µm
_1353_,10.32µm
_1390_,10.32µm
_0200_,10.305µm
_1317_,10.28µm
_1947_,10.28µm
_2119_,10.28µm
_2167_,10.26µm
INSTR_STREAM[14],10.25µm
MEM_STR_DATA[0],10.25µm
MEM_STR_DATA[11],10.25µm
MEM_STR_DATA[15],10.25µm
_0926_,10.24µm
_1133_,10.24µm
_1676_,10.24µm
net26,10.22µm
_0913_,10.22µm
_2273_,10.22µm
net53,10.2µm
_0960_,10.2µm
_1032_,10.2µm
_1379_,10.2µm
RESULT_BIT_EN,10.175µm
_1525_,10.17µm
_0235_,10.16µm
_0784_,10.16µm
_1003_,10.16µm
_0088_,10.14µm
_1024_,10.14µm
_1010_,10.13µm
_0896_,10.12µm
_1063_,10.12µm
_1992_,10.12µm
_2077_,10.12µm
_2142_,10.12µm
_2169_,10.12µm
_2405_,10.105µm
REG_FILE\[2\]\[7\],10.06µm
_0465_,10.06µm
_1928_,10.06µm
_0381_,10.045µm
_1476_,10.04µm
_1807_,10.04µm
_0294_,9.96µm
_1733_,9.96µm
_0097_,9.95µm
_2168_,9.94µm
_1020_,9.92µm
_1320_,9.92µm
MEM_LD_DATA[4],9.91µm
_0157_,9.905µm
_0639_,9.9µm
_1585_,9.88µm
_2253_,9.88µm
_0120_,9.875µm
_0238_,9.875µm
_0620_,9.86µm
_0635_,9.86µm
_1473_,9.86µm
_0242_,9.825µm
_1483_,9.82µm
_2039_,9.78µm
_1828_,9.775µm
_2013_,9.76µm
_2239_,9.74µm
_0937_,9.7µm
_1175_,9.7µm
_0101_,9.645µm
_0619_,9.64µm
REG_FILE\[14\]\[8\],9.58µm
RESULT_ALU\[13\],9.58µm
_1651_,9.58µm
_2416_,9.58µm
INSTR_ADDR[4],9.57µm
_0416_,9.56µm
RESULT_ALU\[12\],9.555µm
_0435_,9.54µm
_0893_,9.54µm
_1335_,9.54µm
_0230_,9.535µm
_0541_,9.5µm
_1146_,9.5µm
RESULT_BIT\[10\],9.48µm
_0862_,9.48µm
REG_FILE\[10\]\[3\],9.46µm
_0823_,9.44µm
_1635_,9.44µm
_2122_,9.44µm
_0436_,9.435µm
_0853_,9.42µm
_2070_,9.42µm
_0822_,9.4µm
_1712_,9.4µm
_1776_,9.4µm
_1778_,9.4µm
_0212_,9.385µm
_0473_,9.385µm
net104,9.36µm
_0667_,9.36µm
_1714_,9.36µm
_0545_,9.34µm
_0843_,9.34µm
_1756_,9.34µm
_1548_,9.32µm
_1616_,9.32µm
_0520_,9.3µm
_0732_,9.28µm
_1114_,9.24µm
_1457_,9.24µm
_1572_,9.24µm
MEM_ADDR[1],9.24µm
INSTR_STREAM[12],9.23µm
_0466_,9.22µm
_1088_,9.22µm
_0210_,9.205µm
_0887_,9.2µm
_1799_,9.2µm
_0093_,9.175µm
_0132_,9.175µm
_1309_,9.16µm
_1943_,9.16µm
REG_FILE\[4\]\[5\],9.14µm
_0335_,9.14µm
_0137_,9.125µm
net52,9.12µm
RESULT_ALU\[2\],9.12µm
RESULT_MEM\[4\],9.12µm
_0719_,9.12µm
_0785_,9.12µm
net12,9.1µm
_1879_,9.1µm
RESULT_BIT\[1\],9.09µm
net50,9.08µm
_1221_,9.08µm
_1480_,9.08µm
_1600_,9.04µm
_1993_,9.04µm
_1411_,9.02µm
_1696_,9.02µm
_0629_,9.005µm
_1370_,9µm
_1934_,9µm
_0352_,8.98µm
_2183_,8.98µm
_1472_,8.96µm
_1669_,8.96µm
_0074_,8.925µm
_0566_,8.92µm
RESULT_BIT\[5\],8.9µm
_0529_,8.9µm
_0921_,8.9µm
_1035_,8.9µm
_1162_,8.9µm
_1409_,8.9µm
_2188_,8.9µm
MEM_ADDR[2],8.9µm
net39,8.855µm
_0023_,8.85µm
_1203_,8.82µm
_1754_,8.82µm
_0504_,8.8µm
_1253_,8.8µm
net80,8.78µm
_1366_,8.78µm
_0119_,8.76µm
_1044_,8.76µm
_1458_,8.76µm
_2003_,8.76µm
_2414_,8.74µm
_0071_,8.725µm
_0824_,8.71µm
_0248_,8.68µm
_0596_,8.68µm
_1834_,8.68µm
_0257_,8.665µm
_1683_,8.665µm
_0826_,8.66µm
_1401_,8.66µm
_1487_,8.66µm
_1980_,8.66µm
_1638_,8.64µm
_1144_,8.625µm
_2108_,8.62µm
_0240_,8.615µm
_1351_,8.575µm
_1066_,8.56µm
_1155_,8.56µm
_1684_,8.56µm
_2078_,8.56µm
MEM_ADDR[3],8.56µm
INSTR_STREAM[8],8.55µm
_1078_,8.54µm
_2268_,8.54µm
_1998_,8.52µm
_1418_,8.51µm
_0390_,8.495µm
_1633_,8.48µm
_1698_,8.48µm
_2178_,8.48µm
_0153_,8.465µm
_0815_,8.45µm
RESULT_MEM\[6\],8.445µm
_1005_,8.44µm
_1527_,8.44µm
_1650_,8.44µm
_1938_,8.44µm
_1991_,8.44µm
_2104_,8.44µm
_2011_,8.415µm
_0084_,8.405µm
_0587_,8.4µm
_0969_,8.4µm
_0993_,8.4µm
_1460_,8.4µm
_1986_,8.4µm
_2137_,8.4µm
_0417_,8.38µm
_0340_,8.375µm
_1055_,8.36µm
_1091_,8.36µm
_1772_,8.36µm
_1933_,8.36µm
_1547_,8.34µm
_0043_,8.32µm
_0944_,8.32µm
_1168_,8.32µm
_1316_,8.32µm
_0265_,8.315µm
_0231_,8.3µm
_0216_,8.285µm
_2252_,8.28µm
_0225_,8.265µm
_2058_,8.26µm
RESULT_MEM\[1\],8.245µm
_0539_,8.24µm
_0835_,8.24µm
_0855_,8.225µm
STATE\[5\],8.22µm
_0940_,8.22µm
_1151_,8.22µm
_1290_,8.22µm
_2307_,8.22µm
MEM_LD_DATA[1],8.21µm
RESET,8.21µm
_1016_,8.2µm
_0997_,8.18µm
_1862_,8.16µm
_2290_,8.16µm
_0255_,8.155µm
_2310_,8.14µm
_1354_,8.12µm
_0895_,8.1µm
_0918_,8.1µm
_1456_,8.1µm
_1902_,8.1µm
_2317_,8.1µm
_0027_,8.085µm
_2062_,8.08µm
_1894_,8.06µm
_1423_,8.04µm
_0722_,8.02µm
_1289_,8.02µm
_1417_,7.98µm
_1528_,7.98µm
_2353_,7.98µm
_0480_,7.96µm
_0953_,7.94µm
_2257_,7.94µm
net29,7.92µm
_1176_,7.92µm
_2187_,7.92µm
RESULT_ALU\[15\],7.9µm
_1494_,7.9µm
_1952_,7.9µm
MEM_ADDR[4],7.88µm
INSTR_STREAM[4],7.87µm
_0186_,7.865µm
RESULT_BIT\[7\],7.86µm
_1036_,7.86µm
_1132_,7.86µm
_1447_,7.86µm
_1769_,7.86µm
_1787_,7.86µm
_1895_,7.86µm
_0214_,7.855µm
_2069_,7.84µm
_1416_,7.82µm
_0222_,7.805µm
_2265_,7.8µm
_1331_,7.78µm
_2400_,7.78µm
RESULT_MEM\[8\],7.77µm
_1058_,7.76µm
_1017_,7.74µm
_1056_,7.74µm
_1988_,7.74µm
_2235_,7.74µm
_0425_,7.72µm
_1201_,7.72µm
_1415_,7.72µm
_0177_,7.715µm
RESULT_MEM\[11\],7.7µm
_1949_,7.7µm
_2043_,7.7µm
_0135_,7.685µm
_0502_,7.68µm
_1177_,7.68µm
_2176_,7.68µm
_1126_,7.665µm
_1295_,7.66µm
RESULT_ALU\[4\],7.64µm
_0917_,7.64µm
_0965_,7.64µm
_2153_,7.64µm
_0442_,7.62µm
_1604_,7.62µm
_1972_,7.62µm
_0583_,7.6µm
_0652_,7.6µm
_1072_,7.6µm
_1232_,7.58µm
_1562_,7.58µm
_2022_,7.57µm
_1041_,7.56µm
_2300_,7.56µm
_0036_,7.545µm
_0090_,7.54µm
_0831_,7.54µm
net35,7.535µm
_0670_,7.52µm
_0845_,7.52µm
_0939_,7.52µm
_1723_,7.52µm
_1761_,7.52µm
_1903_,7.52µm
_0327_,7.485µm
net83,7.48µm
_0954_,7.48µm
_0229_,7.46µm
_1292_,7.46µm
net10,7.44µm
_1047_,7.44µm
_1324_,7.44µm
_1989_,7.44µm
_0452_,7.415µm
net28,7.4µm
net88,7.4µm
_0471_,7.4µm
_0871_,7.4µm
_1883_,7.4µm
_2302_,7.4µm
_2303_,7.4µm
_0857_,7.36µm
RESULT_BIT\[14\],7.35µm
_0080_,7.345µm
_0127_,7.345µm
_0269_,7.345µm
_0669_,7.34µm
_0206_,7.335µm
RESULT_BIT\[6\],7.32µm
_0484_,7.32µm
_1002_,7.32µm
_1541_,7.32µm
_0197_,7.3µm
_0393_,7.3µm
_1243_,7.3µm
_1265_,7.3µm
_2075_,7.285µm
_1138_,7.28µm
_2402_,7.26µm
_2408_,7.26µm
_2412_,7.26µm
_0049_,7.255µm
_0174_,7.255µm
_1844_,7.24µm
_0842_,7.22µm
_1115_,7.22µm
_1700_,7.2µm
MEM_ADDR[0],7.2µm
_1037_,7.18µm
_1083_,7.18µm
_1869_,7.18µm
_2165_,7.18µm
_1760_,7.16µm
_0060_,7.145µm
_0859_,7.14µm
_0128_,7.1µm
_0990_,7.1µm
_2048_,7.1µm
_0052_,7.085µm
_0162_,7.085µm
_1332_,7.08µm
_1393_,7.08µm
net78,7.06µm
_0512_,7.06µm
_0971_,7.06µm
_1212_,7.06µm
_1818_,7.06µm
_0760_,7.04µm
_1592_,7.04µm
_1657_,7.04µm
_0115_,7µm
_0360_,6.985µm
RESULT_ALU\[7\],6.98µm
_1773_,6.98µm
_1789_,6.98µm
_0021_,6.965µm
_1152_,6.96µm
_1620_,6.96µm
_2005_,6.96µm
_0935_,6.95µm
_0407_,6.945µm
_0160_,6.94µm
_1668_,6.94µm
_2158_,6.94µm
_2274_,6.94µm
_0091_,6.905µm
_0204_,6.905µm
_0239_,6.905µm
_0272_,6.905µm
_1263_,6.88µm
_1543_,6.88µm
_1796_,6.88µm
_2180_,6.88µm
RESULT_BIT\[11\],6.86µm
_0029_,6.86µm
_0159_,6.86µm
_2049_,6.86µm
_2094_,6.86µm
_2222_,6.86µm
_2328_,6.86µm
_0077_,6.855µm
_0195_,6.855µm
_0241_,6.855µm
_0311_,6.845µm
_0687_,6.84µm
_1251_,6.84µm
_1909_,6.84µm
_2236_,6.84µm
_1663_,6.82µm
_1884_,6.82µm
_0925_,6.8µm
_0223_,6.785µm
_0252_,6.785µm
_1876_,6.76µm
_1963_,6.76µm
_0996_,6.74µm
_2072_,6.74µm
_1522_,6.72µm
_1996_,6.72µm
_2189_,6.72µm
_2281_,6.72µm
_0244_,6.705µm
_1645_,6.7µm
_1539_,6.66µm
_2292_,6.66µm
net72,6.64µm
_0487_,6.64µm
_0607_,6.64µm
_1153_,6.64µm
_1537_,6.64µm
_1929_,6.64µm
_2029_,6.64µm
_2251_,6.64µm
_0194_,6.625µm
_0307_,6.62µm
_0440_,6.62µm
_0628_,6.62µm
_0694_,6.615µm
RESULT_BIT\[3\],6.6µm
_0948_,6.6µm
_1597_,6.6µm
_1931_,6.6µm
_2066_,6.6µm
_2208_,6.6µm
_2212_,6.6µm
_1647_,6.58µm
_0376_,6.565µm
_2063_,6.54µm
_0370_,6.525µm
net89,6.52µm
RESULT_BIT\[9\],6.52µm
