net,length_um
_2071_,58.95µm
_2364_,58.915µm
RESULT_MEM\[15\],58.62µm
_0492_,58.54µm
_1603_,58.34µm
net45,57.91µm
_2132_,57.86µm
clknet_leaf_29_CLK,57.86µm
_0489_,57.74µm
_0876_,57.44µm
_1794_,57.4µm
_1703_,57.38µm
_1658_,57.26µm
net67,57.2µm
clknet_leaf_7_CLK,56.6µm
_0506_,56.57µm
_1384_,56.5µm
_1015_,56.44µm
_1412_,56.315µm
_1158_,56.24µm
_1142_,56.18µm
net69,55.935µm
_0649_,55.92µm
_1501_,55.9µm
clknet_leaf_36_CLK,55.56µm
_1688_,55.54µm
_0798_,55.44µm
_1101_,55.4µm
_1888_,55.28µm
clknet_leaf_3_CLK,55µm
_1434_,54.72µm
_0455_,54.68µm
_1386_,54.385µm
_1795_,54.36µm
_1662_,54.3µm
net43,54.29µm
_0770_,54.02µm
_1261_,53.98µm
_1343_,53.925µm
_0621_,53.905µm
_1517_,53.8µm
_2344_,53.54µm
_0765_,53.5µm
_0796_,53.01µm
net57,52.88µm
_2375_,52.88µm
net66,52.22µm
_0737_,52.2µm
_2359_,52.2µm
net44,52.13µm
_2162_,51.48µm
_1954_,51.2µm
_0858_,50.9µm
_0552_,50.87µm
_1644_,50.525µm
_0697_,50.52µm
_1350_,50.52µm
net65,50.375µm
_0685_,50.345µm
_1642_,50.18µm
_2134_,49.86µm
_1556_,49.76µm
_2254_,49.68µm
_1889_,48.99µm
_1462_,48.82µm
_1131_,48.76µm
_2128_,48.74µm
REG_COND\[2\],48.5µm
_1731_,48.38µm
_0445_,47.86µm
_0553_,47.36µm
_0494_,47.12µm
RESULT_SYS\[10\],47.1µm
_2181_,47.1µm
_0748_,46.92µm
_2124_,46.86µm
_1410_,46.52µm
STATE\[2\],45.96µm
_1234_,45.76µm
_1396_,45.62µm
_1618_,45.48µm
net68,45.475µm
REG_FILE\[11\]\[15\],45.22µm
_0725_,45.08µm
_1567_,44.94µm
_1771_,44.92µm
_1399_,44.7µm
_1557_,44.68µm
_0431_,44.5µm
_1111_,44.46µm
_0729_,44.145µm
net79,43.7µm
_0574_,43.42µm
_1659_,43.34µm
_1520_,43.32µm
_1279_,43.06µm
_0482_,43.045µm
_0479_,43.02µm
INSTR\[30\],43µm
clknet_leaf_6_CLK,43µm
_1280_,42.74µm
_0699_,42.68µm
_1321_,42.68µm
_0437_,42.665µm
_0523_,42.6µm
_0656_,42.54µm
_1442_,42.5µm
_2230_,42.4µm
_1906_,42.185µm
REG_COND\[0\],41.925µm
_1558_,41.74µm
_0764_,41.7µm
_1591_,41.52µm
_2166_,41.5µm
_0773_,41.485µm
_1305_,41.42µm
_1149_,41.38µm
_1340_,41.34µm
_2287_,41.1µm
_1857_,41.08µm
_2371_,41.04µm
net16,41µm
_1269_,40.82µm
_0575_,40.74µm
_1853_,40.66µm
_1705_,40.58µm
INSTR\[16\],40.48µm
_1781_,40.48µm
net36,40.385µm
RESULT_MEM\[14\],40.185µm
_2349_,40.16µm
RESULT_SYS\[11\],39.98µm
_2138_,39.76µm
_0693_,39.74µm
_1798_,39.72µm
_2084_,39.72µm
_1439_,39.45µm
_1824_,38.78µm
_0554_,38.48µm
_1357_,38.44µm
_1398_,38.42µm
_2227_,38.28µm
_0989_,38.26µm
_1563_,38.24µm
_1606_,37.78µm
_1256_,37.76µm
_0808_,37.7µm
_2007_,37.685µm
_1637_,37.46µm
_0561_,37.415µm
_1453_,37.4µm
_2398_,37.36µm
_0975_,37.34µm
_1182_,37.32µm
_1950_,37.12µm
_2117_,37.1µm
_0873_,37.06µm
_1402_,37.02µm
_1313_,36.735µm
_0563_,36.725µm
_2370_,36.68µm
INSTR\[28\],36.62µm
_0411_,36.615µm
_0789_,36.54µm
_0598_,36.42µm
_1230_,36.3µm
_1560_,36.24µm
_0615_,36.22µm
_1216_,36.16µm
_0977_,36.12µm
_1588_,36.06µm
_2354_,35.94µm
net15,35.84µm
_0604_,35.72µm
_0467_,35.6µm
_2098_,35.48µm
_2107_,35.47µm
_1387_,35.46µm
_1120_,35.38µm
_2031_,35.32µm
_1299_,35.195µm
_2357_,35.16µm
_1608_,35.04µm
_0769_,34.88µm
_1413_,34.84µm
_0557_,34.8µm
_0810_,34.72µm
_0973_,34.68µm
_0974_,34.68µm
_0844_,34.64µm
REG_FILE\[4\]\[15\],34.6µm
_1819_,34.56µm
_0519_,34.44µm
_1394_,34.38µm
_1865_,34.34µm
_1395_,34.28µm
_2406_,34.24µm
_1273_,34.02µm
_1147_,33.96µm
REG_FILE\[6\]\[2\],33.68µm
_1488_,33.62µm
_1555_,33.62µm
_2038_,33.54µm
_2126_,33.53µm
_0978_,33.52µm
_0883_,33.5µm
REG_FILE\[5\]\[1\],33.48µm
net56,33.455µm
_1765_,33.33µm
_1490_,33.26µm
STALL_EX,33.23µm
_0458_,33.15µm
_1400_,33.14µm
REG_FILE\[9\]\[0\],32.88µm
_1960_,32.76µm
_1242_,32.66µm
_0589_,32.62µm
net46,32.595µm
_1678_,32.54µm
_2065_,32.5µm
_1694_,32.38µm
_2032_,32.26µm
_0762_,32.22µm
_0595_,31.94µm
_2213_,31.94µm
_1704_,31.92µm
REG_FILE\[11\]\[13\],31.88µm
_1570_,31.88µm
_0777_,31.86µm
REG_FILE\[4\]\[1\],31.82µm
_1207_,31.76µm
REG_FILE\[7\]\[2\],31.7µm
_1631_,31.58µm
RESULT_SYS\[4\],31.55µm
_0551_,31.46µm
_1656_,31.37µm
_2090_,31.3µm
_2395_,31.22µm
LOAD,31.21µm
_1594_,31.2µm
_1440_,31.12µm
_0976_,31.1µm
_2275_,31.02µm
_1763_,30.96µm
_0617_,30.94µm
_0624_,30.86µm
_1100_,30.82µm
_1578_,30.78µm
_1753_,30.74µm
_0724_,30.7µm
_0772_,30.52µm
_1358_,30.48µm
_1451_,30.44µm
_1549_,30.42µm
REG_FILE\[9\]\[9\],30.4µm
REG_COND\[3\],29.92µm
RESULT_SYS\[12\],29.87µm
_0558_,29.82µm
net19,29.8µm
_1268_,29.78µm
_1983_,29.78µm
_0597_,29.765µm
_1738_,29.73µm
_0419_,29.7µm
_1907_,29.7µm
REG_FILE\[6\]\[5\],29.68µm
_1711_,29.675µm
REG_FILE\[3\]\[15\],29.66µm
_0631_,29.58µm
net17,29.54µm
_0884_,29.46µm
_1355_,29.46µm
_2100_,29.42µm
_0919_,29.36µm
_1275_,29.3µm
REG_FILE\[5\]\[15\],29.28µm
_0745_,29.28µm
_1842_,29.28µm
_1326_,29.15µm
INSTR\[31\],29.12µm
_2381_,29.1µm
_0923_,29.08µm
REG_FILE\[7\]\[11\],29.05µm
_1062_,29.02µm
_1905_,28.98µm
INSTR_ADDR[14],28.89µm
INSTR\[21\],28.8µm
_0590_,28.68µm
REG_FILE\[8\]\[9\],28.66µm
REG_FILE\[8\]\[0\],28.64µm
net47,28.635µm
_1272_,28.62µm
_2044_,28.48µm
_1722_,28.4µm
_0560_,28.28µm
_1157_,28.28µm
_2203_,28.26µm
net22,28.22µm
REG_FILE\[13\]\[14\],28.22µm
_1595_,28.22µm
_1143_,28.16µm
REG_FILE\[11\]\[14\],28.11µm
_0448_,28.095µm
_0588_,28.04µm
REG_FILE\[2\]\[1\],27.92µm
_1742_,27.92µm
_0983_,27.815µm
_1951_,27.8µm
REG_FILE\[11\]\[8\],27.795µm
REG_FILE\[13\]\[0\],27.72µm
REG_FILE\[7\]\[1\],27.7µm
_2250_,27.66µm
REG_FILE\[9\]\[3\],27.58µm
_0513_,27.55µm
_2339_,27.5µm
REG_FILE\[1\]\[15\],27.42µm
_1106_,27.38µm
_0572_,27.32µm
_1849_,27.32µm
INSTR\[22\],27.305µm
REG_COND\[5\],27.3µm
_1271_,27.26µm
_0741_,27.18µm
_0756_,27.175µm
_1654_,27.02µm
_2368_,27.005µm
_0611_,27µm
_1999_,26.86µm
_1580_,26.8µm
_1536_,26.78µm
REG_FILE\[9\]\[14\],26.76µm
net13,26.72µm
_0825_,26.64µm
REG_FILE\[9\]\[2\],26.56µm
_2335_,26.53µm
_0980_,26.52µm
REG_FILE\[2\]\[15\],26.34µm
_1040_,26.32µm
_0863_,26.22µm
_1127_,26.22µm
_0481_,26.2µm
INSTR_ADDR[12],26.17µm
_1627_,26.1µm
_2376_,25.98µm
_0907_,25.94µm
REG_FILE\[6\]\[15\],25.82µm
_1325_,25.82µm
REG_FILE\[5\]\[7\],25.7µm
_1193_,25.64µm
_1095_,25.6µm
_1959_,25.58µm
REG_FILE\[4\]\[14\],25.4µm
REG_FILE\[4\]\[13\],25.38µm
INSTR\[17\],25.36µm
_1092_,25.19µm
_0811_,25.18µm
REG_FILE\[6\]\[14\],24.92µm
_0424_,24.9µm
net37,24.885µm
_0672_,24.88µm
_1283_,24.84µm
_2378_,24.84µm
_2064_,24.76µm
_0470_,24.72µm
_0606_,24.72µm
_1529_,24.72µm
_1708_,24.72µm
_0537_,24.64µm
_0527_,24.58µm
REG_FILE\[3\]\[14\],24.56µm
_0534_,24.54µm
_0277_,24.525µm
_2388_,24.41µm
INSTR\[23\],24.4µm
REG_COND\[1\],24.38µm
_0546_,24.36µm
_2277_,24.34µm
_1958_,24.3µm
REG_FILE\[1\]\[5\],24.26µm
_1790_,24.18µm
REG_FILE\[3\]\[13\],24.16µm
_2125_,24.16µm
REG_FILE\[13\]\[2\],24.14µm
REG_FILE\[1\]\[0\],24.14µm
REG_FILE\[3\]\[8\],24.04µm
RESULT_ALU\[11\],24.04µm
REG_FILE\[6\]\[1\],24µm
RESULT_ALU\[3\],23.96µm
REG_FILE\[4\]\[4\],23.94µm
REG_FILE\[3\]\[6\],23.92µm
REG_FILE\[5\]\[9\],23.92µm
_0636_,23.9µm
_0711_,23.9µm
_0715_,23.9µm
REG_FILE\[12\]\[14\],23.86µm
REG_FILE\[14\]\[5\],23.855µm
_1797_,23.84µm
REG_FILE\[4\]\[0\],23.72µm
_0483_,23.66µm
_2061_,23.64µm
_1981_,23.58µm
REG_FILE\[3\]\[5\],23.52µm
_1653_,23.52µm
_1908_,23.38µm
_1690_,23.34µm
RESULT_SYS\[6\],23.31µm
REG_FILE\[10\]\[9\],23.26µm
REG_COND\[12\],23.25µm
REG_FILE\[14\]\[2\],23.24µm
REG_FILE\[11\]\[10\],23.22µm
REG_FILE\[1\]\[1\],23.22µm
_1347_,23.22µm
_1692_,23.22µm
INSTR_ADDR[15],23.21µm
INSTR_STREAM[13],23.17µm
_1666_,23.16µm
_1804_,23.14µm
_2067_,23.13µm
REG_FILE\[4\]\[9\],23.08µm
INSTR_ADDR[13],23.07µm
REG_COND\[15\],23.02µm
REG_FILE\[12\]\[11\],23µm
_2216_,22.98µm
REG_FILE\[2\]\[8\],22.94µm
_0880_,22.94µm
net105,22.92µm
_0684_,22.92µm
_2210_,22.845µm
_0525_,22.84µm
_1768_,22.84µm
REG_FILE\[1\]\[3\],22.78µm
REG_FILE\[13\]\[8\],22.76µm
_1365_,22.76µm
_2144_,22.74µm
_1975_,22.72µm
REG_FILE\[1\]\[11\],22.7µm
_0538_,22.69µm
_1260_,22.68µm
net38,22.59µm
REG_FILE\[6\]\[4\],22.56µm
_1815_,22.56µm
_2131_,22.54µm
_1941_,22.48µm
REG_FILE\[3\]\[1\],22.46µm
_0766_,22.46µm
_0510_,22.38µm
REG_COND\[13\],22.375µm
REG_FILE\[7\]\[14\],22.36µm
REG_FILE\[8\]\[2\],22.33µm
_1315_,22.3µm
_1940_,22.3µm
REG_FILE\[6\]\[10\],22.28µm
_1582_,22.28µm
_1886_,22.18µm
_1262_,22.16µm
_1219_,22.12µm
REG_FILE\[3\]\[12\],22.06µm
_0882_,21.96µm
_1435_,21.96µm
INSTR_STREAM[10],21.95µm
REG_FILE\[13\]\[11\],21.94µm
_0903_,21.92µm
_1675_,21.92µm
REG_FILE\[10\]\[14\],21.9µm
REG_FILE\[7\]\[5\],21.84µm
_0933_,21.84µm
_1050_,21.84µm
_2006_,21.78µm
REG_FILE\[0\]\[5\],21.72µm
REG_FILE\[12\]\[8\],21.72µm
_2010_,21.7µm
_1730_,21.66µm
_0696_,21.62µm
_1319_,21.62µm
_1885_,21.6µm
net2,21.54µm
_0847_,21.54µm
_1510_,21.5µm
_1027_,21.48µm
_1109_,21.46µm
_1424_,21.46µm
_1134_,21.44µm
REG_FILE\[0\]\[0\],21.42µm
_2111_,21.38µm
_0739_,21.36µm
REG_FILE\[5\]\[10\],21.34µm
REG_FILE\[10\]\[15\],21.28µm
_2410_,21.28µm
_0227_,21.265µm
REG_FILE\[10\]\[8\],21.26µm
INSTR_STREAM[11],21.25µm
MEM_LD_DATA[9],21.25µm
net93,21.24µm
REG_FILE\[0\]\[2\],21.24µm
_2240_,21.24µm
_1516_,21.22µm
RESULT_ALU\[1\],21.13µm
net103,21.12µm
INSTR_STREAM[26],21.03µm
_0518_,21.005µm
_0898_,21µm
REG_FILE\[0\]\[3\],20.94µm
_2316_,20.92µm
_2200_,20.9µm
RESULT_ALU\[6\],20.895µm
_1775_,20.875µm
_1194_,20.86µm
REG_FILE\[13\]\[13\],20.84µm
REG_FILE\[5\]\[6\],20.82µm
REG_FILE\[10\]\[10\],20.8µm
_2362_,20.79µm
MEM_LD_DATA[7],20.79µm
REG_FILE\[11\]\[2\],20.78µm
REG_FILE\[4\]\[7\],20.76µm
_0418_,20.74µm
_1643_,20.74µm
MAIN_STRH,20.73µm
_1376_,20.72µm
_1323_,20.7µm
_1519_,20.66µm
_2008_,20.66µm
_0874_,20.64µm
_0988_,20.6µm
_0717_,20.58µm
REG_FILE\[12\]\[9\],20.48µm
REG_COND\[10\],20.47µm
INSTR\[29\],20.46µm
_0584_,20.44µm
MEM_LD_DATA[12],20.41µm
_1327_,20.39µm
_1103_,20.36µm
REG_FILE\[0\]\[7\],20.34µm
_1339_,20.34µm
_1189_,20.28µm
_1648_,20.28µm
REG_FILE\[4\]\[12\],20.26µm
RESULT_SYS\[8\],20.24µm
_2093_,20.205µm
net106,20.2µm
_2087_,20.2µm
REG_FILE\[11\]\[11\],20.12µm
REG_FILE\[11\]\[1\],20.12µm
_1953_,20.12µm
INSTR\[20\],20.095µm
REG_COND\[6\],20.08µm
_0928_,20.08µm
_1995_,20.08µm
REG_FILE\[1\]\[2\],20.02µm
REG_COND\[4\],19.95µm
REG_FILE\[14\]\[13\],19.92µm
REG_FILE\[14\]\[14\],19.92µm
_0454_,19.92µm
REG_FILE\[8\]\[5\],19.9µm
_2139_,19.9µm
REG_FILE\[13\]\[1\],19.84µm
REG_FILE\[8\]\[10\],19.82µm
_1246_,19.8µm
_1822_,19.79µm
REG_FILE\[3\]\[9\],19.78µm
REG_FILE\[0\]\[1\],19.76µm
_1291_,19.76µm
net8,19.72µm
_2081_,19.7µm
net25,19.68µm
REG_FILE\[10\]\[1\],19.68µm
_1264_,19.64µm
REG_FILE\[1\]\[4\],19.62µm
_0444_,19.58µm
INSTR_STREAM[27],19.57µm
REG_FILE\[4\]\[2\],19.5µm
net92,19.4µm
net99,19.4µm
REG_FILE\[8\]\[1\],19.4µm
MAIN_LDH,19.35µm
_0807_,19.32µm
net102,19.28µm
_0668_,19.28µm
_0911_,19.28µm
_1984_,19.28µm
net32,19.26µm
REG_FILE\[0\]\[12\],19.26µm
_0580_,19.24µm
_1727_,19.24µm
_0640_,19.22µm
RESULT_MEM\[13\],19.2µm
_1904_,19.2µm
_1965_,19.16µm
_1629_,19.14µm
REG_FILE\[9\]\[5\],19.1µm
_1306_,19.1µm
_1441_,19.08µm
_1898_,19.08µm
_2080_,19.06µm
net5,19.04µm
REG_FILE\[14\]\[3\],19.04µm
_1672_,19.02µm
REG_FILE\[8\]\[3\],19µm
RESULT_ALU\[5\],19µm
REG_FILE\[13\]\[4\],18.98µm
REG_FILE\[2\]\[10\],18.98µm
REG_FILE\[5\]\[2\],18.96µm
_0664_,18.94µm
_2101_,18.94µm
_0713_,18.9µm
_2129_,18.9µm
REG_FILE\[14\]\[0\],18.86µm
_1254_,18.82µm
_2118_,18.76µm
_2033_,18.72µm
REG_FILE\[9\]\[8\],18.66µm
_1707_,18.64µm
REG_FILE\[6\]\[0\],18.62µm
_1123_,18.62µm
REG_FILE\[13\]\[6\],18.56µm
REG_FILE\[7\]\[4\],18.54µm
_1579_,18.54µm
REG_FILE\[2\]\[14\],18.52µm
REG_FILE\[7\]\[7\],18.52µm
_2053_,18.52µm
_1564_,18.51µm
REG_FILE\[11\]\[5\],18.5µm
REG_FILE\[2\]\[12\],18.42µm
_0870_,18.42µm
_1093_,18.42µm
_1259_,18.4µm
_1910_,18.4µm
REG_FILE\[12\]\[15\],18.36µm
REG_FILE\[7\]\[0\],18.34µm
_0958_,18.32µm
REG_FILE\[11\]\[3\],18.28µm
REG_FILE\[13\]\[10\],18.28µm
_0818_,18.28µm
_1521_,18.28µm
_1930_,18.28µm
_0849_,18.26µm
_1840_,18.24µm
_2373_,18.185µm
REG_FILE\[6\]\[3\],18.18µm
_2179_,18.18µm
net11,18.16µm
