net,length_um
_1618_,46.16µm
REG_FILE\[11\]\[15\],46.12µm
STATE\[2\],45.96µm
_1771_,45.94µm
_1321_,45.78µm
net68,45.475µm
RESULT_SYS\[10\],45.18µm
_2181_,45.06µm
_0729_,44.945µm
_1567_,44.94µm
_0725_,44.86µm
_1305_,44.86µm
_1111_,44.46µm
_1410_,44.34µm
_0685_,44.145µm
_0699_,44.06µm
_0479_,43.74µm
_1659_,43.68µm
_1280_,43.66µm
_1442_,43.2µm
_0563_,43.165µm
_1853_,43.06µm
INSTR\[30\],43µm
clknet_leaf_6_CLK,43µm
_1889_,42.945µm
_0656_,42.88µm
_1230_,42.645µm
_1557_,42.64µm
_0482_,42.605µm
_0523_,42.6µm
_0764_,42.5µm
_2230_,42.4µm
_1279_,42.38µm
_0431_,42.36µm
_1558_,41.74µm
_0604_,41.58µm
_1591_,41.52µm
_1906_,41.505µm
_0773_,41.485µm
_1149_,41.38µm
_1340_,41.34µm
_2287_,41.1µm
_1857_,41.08µm
_2371_,41.04µm
net16,41µm
_1269_,40.82µm
_2166_,40.82µm
_0554_,40.76µm
_1563_,40.76µm
_0575_,40.74µm
_0574_,40.66µm
_1705_,40.58µm
_1781_,40.48µm
_2138_,40.395µm
net36,40.385µm
RESULT_MEM\[14\],40.185µm
_2349_,40.16µm
RESULT_SYS\[11\],39.98µm
_0437_,39.72µm
_1798_,39.72µm
_0989_,39.62µm
_1256_,39.6µm
INSTR\[28\],39.38µm
_2084_,39.38µm
_1398_,38.88µm
_1824_,38.78µm
_0598_,38.46µm
_1439_,38.3µm
_0693_,38.28µm
_2227_,38.28µm
_1395_,38.18µm
_0808_,38.16µm
_1357_,38.1µm
_2007_,37.685µm
_0975_,37.34µm
_1182_,37.32µm
_2398_,37.14µm
_1950_,37.12µm
_2117_,37.1µm
_0873_,37.06µm
_1402_,37.02µm
_1313_,36.7µm
_2370_,36.68µm
REG_FILE\[5\]\[1\],36.66µm
_0789_,36.54µm
_1560_,36.24µm
_1299_,36.235µm
_0615_,36.22µm
_1216_,36.16µm
_0977_,36.12µm
_1606_,36.08µm
_1588_,36.06µm
_1608_,35.94µm
net15,35.84µm
_1387_,35.8µm
_1637_,35.76µm
INSTR\[16\],35.61µm
_0467_,35.6µm
_2354_,35.6µm
_1413_,35.52µm
_2098_,35.48µm
_2107_,35.47µm
_1120_,35.38µm
_2357_,35.16µm
_0561_,34.895µm
_0557_,34.8µm
_0810_,34.72µm
_0973_,34.68µm
_0974_,34.68µm
_0411_,34.65µm
_0844_,34.64µm
_0519_,34.44µm
_1865_,34.34µm
_2406_,34.24µm
_2038_,34.22µm
_1273_,34.02µm
_1147_,33.96µm
_0458_,33.88µm
REG_FILE\[6\]\[2\],33.68µm
_1488_,33.62µm
net56,33.57µm
_2126_,33.53µm
_0883_,33.5µm
_1765_,33.33µm
REG_FILE\[5\]\[15\],33.26µm
_1490_,33.26µm
STALL_EX,33.23µm
_1819_,33.2µm
_1400_,33.14µm
_0769_,32.94µm
REG_FILE\[9\]\[0\],32.88µm
REG_FILE\[4\]\[15\],32.78µm
_1242_,32.66µm
_0589_,32.62µm
_2032_,32.6µm
net46,32.595µm
_1694_,32.38µm
_1394_,32.34µm
_0777_,32.32µm
_1594_,32.32µm
_0724_,32.3µm
REG_FILE\[4\]\[1\],32.28µm
_0978_,32.16µm
_0762_,32.05µm
_0595_,31.94µm
_2213_,31.94µm
_1704_,31.92µm
REG_FILE\[11\]\[13\],31.88µm
_1570_,31.88µm
_2090_,31.78µm
_2031_,31.76µm
_1678_,31.74µm
_1555_,31.66µm
_1960_,31.6µm
_1631_,31.58µm
RESULT_SYS\[4\],31.55µm
_0551_,31.46µm
_1656_,31.37µm
_2395_,31.22µm
LOAD,31.21µm
_1440_,31.12µm
_1578_,31.12µm
_0976_,31.1µm
_2065_,31.02µm
_2275_,31.02µm
_1207_,30.96µm
_1763_,30.96µm
_0617_,30.94µm
_1358_,30.94µm
_1326_,30.87µm
_0624_,30.86µm
_1100_,30.82µm
_1453_,30.79µm
_1753_,30.74µm
_1271_,30.6µm
_1451_,30.44µm
_1549_,30.42µm
REG_FILE\[9\]\[9\],30.4µm
REG_COND\[3\],29.92µm
net17,29.88µm
RESULT_SYS\[12\],29.87µm
_0558_,29.82µm
net19,29.8µm
_1268_,29.78µm
_1738_,29.78µm
_1983_,29.78µm
_0597_,29.765µm
_0772_,29.72µm
_0419_,29.7µm
_1907_,29.7µm
REG_FILE\[6\]\[5\],29.68µm
_1711_,29.675µm
_1905_,29.66µm
_0631_,29.58µm
_0884_,29.46µm
_2100_,29.42µm
net47,29.39µm
_0919_,29.36µm
_1275_,29.3µm
_0745_,29.28µm
REG_FILE\[7\]\[2\],29.26µm
INSTR\[31\],29.12µm
_2381_,29.1µm
_0923_,29.08µm
REG_FILE\[7\]\[11\],29.05µm
_1062_,29.02µm
_1157_,28.96µm
_1742_,28.94µm
REG_FILE\[8\]\[9\],28.92µm
_0513_,28.91µm
net22,28.9µm
_1999_,28.9µm
INSTR_ADDR[14],28.89µm
REG_FILE\[13\]\[0\],28.86µm
INSTR\[21\],28.8µm
_1355_,28.78µm
_0590_,28.68µm
REG_FILE\[8\]\[0\],28.64µm
_1272_,28.62µm
_2044_,28.48µm
_1722_,28.4µm
_1959_,28.32µm
_0560_,28.28µm
_0756_,28.28µm
_1842_,28.26µm
_2203_,28.26µm
_0448_,28.195µm
_1143_,28.16µm
_0588_,28.04µm
_2388_,27.985µm
_1219_,27.84µm
_1951_,27.8µm
_1595_,27.76µm
_2250_,27.66µm
REG_FILE\[9\]\[3\],27.58µm
_0825_,27.56µm
_2339_,27.55µm
REG_FILE\[1\]\[15\],27.42µm
REG_FILE\[13\]\[14\],27.38µm
_1106_,27.38µm
_1536_,27.36µm
REG_FILE\[11\]\[8\],27.335µm
_0572_,27.32µm
_1849_,27.32µm
INSTR\[22\],27.305µm
REG_COND\[5\],27.3µm
_0741_,27.18µm
REG_FILE\[11\]\[5\],27.12µm
_1654_,27.02µm
_2368_,27.005µm
_0611_,27µm
REG_FILE\[3\]\[15\],26.94µm
_0983_,26.895µm
_1580_,26.8µm
REG_FILE\[9\]\[14\],26.76µm
net13,26.72µm
_2277_,26.72µm
_0766_,26.68µm
REG_FILE\[2\]\[1\],26.56µm
REG_FILE\[9\]\[2\],26.56µm
_0863_,26.56µm
_2335_,26.53µm
_0980_,26.52µm
_1040_,26.32µm
_1127_,26.22µm
INSTR_ADDR[12],26.17µm
REG_FILE\[7\]\[1\],26.14µm
REG_FILE\[11\]\[14\],26.1µm
_1627_,26.1µm
_2376_,25.98µm
_0907_,25.94µm
_0811_,25.86µm
_1193_,25.64µm
_1095_,25.6µm
_0424_,25.58µm
REG_FILE\[3\]\[1\],25.55µm
_1692_,25.5µm
_2064_,25.44µm
REG_FILE\[2\]\[15\],25.42µm
REG_FILE\[10\]\[14\],25.4µm
REG_FILE\[4\]\[14\],25.4µm
REG_FILE\[4\]\[13\],25.38µm
_2144_,25.245µm
net37,25.225µm
_1325_,25.14µm
_1260_,24.98µm
_1092_,24.97µm
REG_FILE\[6\]\[14\],24.92µm
_0672_,24.88µm
RESULT_ALU\[3\],24.86µm
_2378_,24.84µm
REG_FILE\[5\]\[7\],24.78µm
_0470_,24.72µm
_0606_,24.72µm
_1529_,24.72µm
_1708_,24.72µm
_0537_,24.64µm
_2216_,24.64µm
REG_FILE\[3\]\[14\],24.56µm
_0534_,24.54µm
_0277_,24.525µm
INSTR\[23\],24.4µm
REG_COND\[1\],24.38µm
_0546_,24.36µm
_0481_,24.31µm
_1958_,24.3µm
REG_FILE\[1\]\[5\],24.26µm
_1790_,24.18µm
REG_FILE\[3\]\[13\],24.16µm
_2125_,24.16µm
REG_FILE\[13\]\[2\],24.14µm
REG_FILE\[1\]\[0\],24.14µm
RESULT_ALU\[11\],24.04µm
REG_FILE\[6\]\[1\],24µm
REG_FILE\[4\]\[4\],23.94µm
REG_FILE\[3\]\[6\],23.92µm
REG_FILE\[5\]\[9\],23.92µm
_0636_,23.9µm
_0711_,23.9µm
REG_FILE\[14\]\[5\],23.855µm
_1797_,23.84µm
REG_FILE\[4\]\[0\],23.72µm
_0483_,23.66µm
_1666_,23.62µm
REG_FILE\[9\]\[5\],23.6µm
_1981_,23.58µm
_1653_,23.52µm
_1283_,23.48µm
_1908_,23.38µm
_1690_,23.34µm
REG_FILE\[13\]\[6\],23.32µm
RESULT_SYS\[6\],23.31µm
REG_FILE\[10\]\[9\],23.26µm
REG_FILE\[14\]\[2\],23.24µm
REG_FILE\[11\]\[10\],23.22µm
_1347_,23.22µm
INSTR_ADDR[15],23.21µm
INSTR_STREAM[13],23.17µm
REG_COND\[6\],23.16µm
_1804_,23.14µm
REG_FILE\[12\]\[14\],23.13µm
REG_FILE\[3\]\[8\],23.12µm
_0717_,23.1µm
_1327_,23.1µm
REG_FILE\[4\]\[9\],23.08µm
INSTR_ADDR[13],23.07µm
REG_COND\[15\],23.02µm
REG_FILE\[2\]\[8\],22.94µm
_0880_,22.94µm
net105,22.92µm
REG_FILE\[0\]\[0\],22.92µm
_0684_,22.92µm
_1516_,22.92µm
_0715_,22.88µm
REG_FILE\[3\]\[5\],22.84µm
_0525_,22.84µm
_1768_,22.84µm
_2210_,22.84µm
REG_FILE\[1\]\[3\],22.78µm
_1365_,22.76µm
_1975_,22.72µm
_0538_,22.69µm
REG_FILE\[13\]\[8\],22.66µm
net38,22.59µm
net9,22.58µm
REG_FILE\[6\]\[4\],22.56µm
_0527_,22.52µm
REG_COND\[4\],22.51µm
_1941_,22.48µm
_2067_,22.45µm
_0510_,22.38µm
REG_FILE\[7\]\[14\],22.36µm
REG_FILE\[8\]\[2\],22.33µm
_1940_,22.3µm
RESULT_ALU\[5\],22.22µm
REG_FILE\[7\]\[5\],22.18µm
_1886_,22.18µm
_1262_,22.16µm
_1424_,22.14µm
_2006_,22.12µm
_1376_,22.1µm
REG_FILE\[3\]\[12\],22.06µm
REG_FILE\[0\]\[3\],21.96µm
REG_FILE\[13\]\[11\],21.96µm
REG_FILE\[4\]\[12\],21.96µm
_0882_,21.96µm
_1315_,21.96µm
_1319_,21.96µm
INSTR_STREAM[10],21.95µm
_1582_,21.94µm
_0903_,21.92µm
_1675_,21.92µm
net2,21.88µm
_0933_,21.84µm
INSTR\[29\],21.82µm
REG_FILE\[6\]\[10\],21.82µm
REG_COND\[13\],21.795µm
REG_FILE\[0\]\[5\],21.72µm
REG_FILE\[12\]\[8\],21.72µm
_2111_,21.72µm
_2010_,21.7µm
_1730_,21.66µm
_0696_,21.62µm
_2061_,21.6µm
_0847_,21.54µm
_1027_,21.48µm
_2362_,21.47µm
_1134_,21.44µm
REG_FILE\[11\]\[11\],21.38µm
_0739_,21.36µm
_1643_,21.32µm
REG_FILE\[2\]\[10\],21.3µm
REG_FILE\[10\]\[15\],21.28µm
_0227_,21.265µm
REG_FILE\[10\]\[8\],21.26µm
INSTR_STREAM[11],21.25µm
MEM_LD_DATA[9],21.25µm
net93,21.24µm
REG_FILE\[0\]\[2\],21.24µm
RESULT_ALU\[6\],21.24µm
_2240_,21.24µm
REG_FILE\[1\]\[1\],21.18µm
_1885_,21.14µm
RESULT_ALU\[1\],21.13µm
INSTR\[17\],21.1µm
_2081_,21.06µm
_2410_,21.04µm
INSTR_STREAM[26],21.03µm
_0518_,21.005µm
_0898_,21µm
_1050_,20.92µm
_2316_,20.92µm
_2200_,20.9µm
_1194_,20.86µm
REG_FILE\[13\]\[13\],20.84µm
REG_FILE\[5\]\[6\],20.82µm
REG_FILE\[10\]\[10\],20.8µm
REG_FILE\[11\]\[3\],20.8µm
MEM_LD_DATA[7],20.79µm
REG_FILE\[11\]\[2\],20.78µm
REG_COND\[9\],20.74µm
_0418_,20.74µm
MAIN_STRH,20.73µm
_1323_,20.7µm
_1519_,20.66µm
_2008_,20.66µm
_0874_,20.64µm
_0988_,20.6µm
REG_FILE\[1\]\[11\],20.56µm
_1080_,20.515µm
REG_FILE\[12\]\[9\],20.48µm
_0584_,20.44µm
MEM_LD_DATA[12],20.41µm
_1103_,20.36µm
REG_FILE\[0\]\[7\],20.34µm
_1339_,20.34µm
REG_FILE\[6\]\[15\],20.3µm
_1189_,20.28µm
_1435_,20.26µm
_1727_,20.26µm
_2386_,20.22µm
_2093_,20.205µm
net103,20.2µm
net106,20.2µm
_2087_,20.2µm
REG_FILE\[11\]\[1\],20.12µm
REG_FILE\[13\]\[4\],20.1µm
INSTR\[20\],20.095µm
_0928_,20.08µm
_1995_,20.08µm
REG_FILE\[1\]\[2\],20.02µm
_1648_,19.94µm
REG_FILE\[14\]\[13\],19.92µm
REG_FILE\[14\]\[14\],19.92µm
_0454_,19.92µm
REG_FILE\[8\]\[5\],19.9µm
RESULT_SYS\[8\],19.9µm
_2139_,19.9µm
_1904_,19.88µm
REG_FILE\[13\]\[1\],19.84µm
REG_FILE\[8\]\[10\],19.82µm
_1246_,19.8µm
_1815_,19.8µm
_1822_,19.79µm
REG_FILE\[3\]\[9\],19.78µm
_1510_,19.78µm
_1953_,19.78µm
REG_FILE\[0\]\[1\],19.76µm
_1109_,19.76µm
_1291_,19.76µm
REG_FILE\[5\]\[10\],19.74µm
net8,19.72µm
_0665_,19.72µm
_0713_,19.7µm
REG_FILE\[12\]\[11\],19.69µm
net25,19.68µm
REG_FILE\[10\]\[1\],19.68µm
_1264_,19.64µm
REG_FILE\[1\]\[4\],19.62µm
INSTR_STREAM[27],19.57µm
REG_FILE\[4\]\[2\],19.5µm
_1775_,19.43µm
net92,19.4µm
net99,19.4µm
REG_FILE\[8\]\[1\],19.4µm
net5,19.38µm
MAIN_LDH,19.35µm
REG_FILE\[14\]\[0\],19.32µm
_0807_,19.32µm
net102,19.28µm
_0668_,19.28µm
_1984_,19.28µm
net32,19.26µm
REG_FILE\[0\]\[12\],19.26µm
_0444_,19.24µm
_0580_,19.24µm
_0640_,19.22µm
RESULT_MEM\[13\],19.2µm
_1629_,19.14µm
_1306_,19.1µm
_1441_,19.08µm
_1898_,19.08µm
_2080_,19.06µm
REG_FILE\[14\]\[3\],19.04µm
_1672_,19.02µm
REG_FILE\[8\]\[3\],19µm
REG_COND\[12\],18.98µm
REG_FILE\[5\]\[2\],18.96µm
_0664_,18.94µm
_2101_,18.94µm
_2129_,18.9µm
REG_FILE\[4\]\[7\],18.87µm
_1254_,18.82µm
_2118_,18.76µm
REG_FILE\[5\]\[0\],18.72µm
_2033_,18.72µm
_1707_,18.64µm
REG_FILE\[6\]\[0\],18.62µm
_1123_,18.62µm
REG_FILE\[7\]\[15\],18.6µm
REG_FILE\[7\]\[4\],18.54µm
_1579_,18.54µm
REG_FILE\[2\]\[14\],18.52µm
REG_FILE\[7\]\[7\],18.52µm
_2053_,18.52µm
REG_FILE\[2\]\[12\],18.42µm
_0870_,18.42µm
_1259_,18.4µm
_1910_,18.4µm
REG_FILE\[12\]\[15\],18.36µm
REG_FILE\[7\]\[0\],18.34µm
_0958_,18.32µm
REG_FILE\[13\]\[10\],18.28µm
_0818_,18.28µm
_1930_,18.28µm
_1564_,18.275µm
REG_COND\[10\],18.26µm
_0521_,18.26µm
_0849_,18.26µm
REG_FILE\[2\]\[6\],18.24µm
