net,length_um
_0698_,142.42µm
net110,142.4µm
INSTR\[27\],142.13µm
net435,142.04µm
clknet_3_6__leaf_CLK,141.85µm
IMM\[0\],141.46µm
_1810_,141.34µm
clknet_3_4__leaf_CLK,141.12µm
_1369_,140.61µm
_0774_,140.5µm
net123,140.32µm
_0586_,140.12µm
_1504_,140.025µm
clknet_3_3__leaf_CLK,139.96µm
_2157_,139.9µm
_2115_,139.78µm
net485,139.76µm
net379,139.625µm
net401,138.65µm
net157,138.52µm
net308,138.14µm
net512,138.12µm
_1837_,137.92µm
_0738_,137.83µm
net173,137.7µm
_1601_,136.58µm
_0784_,135.58µm
_0792_,135.52µm
_1655_,135.44µm
net338,134.92µm
_1533_,134.55µm
JMP_STREAM_COUNT,134.42µm
net371,134.4µm
net309,134.34µm
net145,133.68µm
net442,133.61µm
_2047_,132.54µm
net408,132.32µm
_0011_,131.95µm
net271,131.9µm
_2318_,131.44µm
IMM\[15\],131.41µm
net511,131.24µm
net404,130.88µm
net125,130.34µm
net193,130.11µm
net272,129.67µm
_0488_,129.58µm
_2085_,129.56µm
_0791_,129.54µm
_0775_,129.53µm
net122,129.48µm
net194,129.445µm
net323,129.32µm
clknet_leaf_11_CLK,129.18µm
net506,129.1µm
_0779_,128.91µm
_1228_,128.76µm
_1463_,128.49µm
_0800_,128.18µm
_0781_,127.54µm
_1236_,127.43µm
_0007_,127.38µm
net504,127.26µm
net475,127.23µm
_0280_,126.225µm
net382,126.06µm
net192,125.88µm
net188,125.66µm
net121,125.47µm
net335,125.175µm
_1764_,124.75µm
net517,124.56µm
_1474_,124.53µm
_1333_,124.11µm
_0773_,123.75µm
_2327_,123.42µm
_1590_,123.225µm
_2315_,122.38µm
_0535_,122.36µm
net509,122.22µm
clknet_3_7__leaf_CLK,122.02µm
net109,121.59µm
_2320_,120.66µm
net479,120.35µm
net502,120.18µm
net130,119.74µm
_1791_,119.68µm
net409,119.29µm
_1498_,119.16µm
_2120_,118.885µm
net521,117.86µm
_0794_,117.45µm
_2345_,117.11µm
clknet_leaf_24_CLK,116.94µm
_2322_,116.84µm
_1367_,116.78µm
net376,116.38µm
_1750_,116.16µm
net461,115.86µm
_0706_,115.4µm
_0994_,115.18µm
net476,115.15µm
_2260_,114.94µm
net372,114.82µm
_2136_,114.68µm
net163,114.09µm
net439,113.88µm
_1231_,113.8µm
net202,113.44µm
_0767_,113.42µm
IMM\[13\],113.22µm
net179,113.02µm
net184,112.96µm
_2331_,112.46µm
_0477_,112.38µm
net220,111.97µm
_2193_,111.74µm
_0728_,111.3µm
net422,111.18µm
net484,110.72µm
net526,110.48µm
_0704_,110.36µm
net519,110.16µm
_0763_,110.12µm
net147,109.86µm
_0279_,109.635µm
_1140_,109.62µm
net334,109.1µm
_1346_,108.91µm
net375,108.82µm
_1307_,108.56µm
net478,108.07µm
_0783_,107.73µm
_1573_,107.68µm
net513,106.38µm
_0771_,106.24µm
_1976_,106.14µm
_0708_,106.02µm
_0570_,105.85µm
_0700_,105.74µm
net190,105.64µm
_2332_,104.92µm
_1697_,104.69µm
_1220_,104.26µm
net441,104.25µm
_2247_,103.84µm
net191,103.7µm
_1341_,103.505µm
clknet_leaf_18_CLK,103.3µm
_1505_,103.235µm
_0788_,103.17µm
net273,103.12µm
net482,102.95µm
clknet_leaf_21_CLK,102.82µm
clknet_leaf_20_CLK,102.58µm
_2219_,102.5µm
_0793_,102.06µm
clknet_leaf_25_CLK,102.04µm
_2207_,101.7µm
_0742_,101.62µm
net467,101.38µm
_2409_,101.2µm
_0795_,101.18µm
_0770_,101.08µm
_2150_,100.82µm
net440,100.45µm
net419,100.34µm
net186,100.32µm
_0797_,100.18µm
net55,100.02µm
net483,99.65µm
net492,99.47µm
net456,99.38µm
_2130_,99.24µm
net530,98.96µm
net291,98.84µm
_2272_,98.78µm
net397,98.62µm
clknet_leaf_4_CLK,98.56µm
_2232_,98.52µm
clknet_leaf_34_CLK,98.34µm
_1405_,98.29µm
net120,98µm
_0701_,97.68µm
clknet_leaf_7_CLK,97.68µm
clknet_leaf_26_CLK,97.53µm
net400,97.29µm
_2342_,97.18µm
net438,96.39µm
_1636_,96.32µm
net421,96.32µm
clknet_leaf_15_CLK,96.22µm
_2152_,95.62µm
_0812_,95.58µm
_1198_,95.255µm
clknet_leaf_40_CLK,95.24µm
_0776_,94.98µm
net494,94.84µm
_0718_,94.74µm
_1104_,94.52µm
_1630_,94.22µm
_0282_,94.185µm
net71,94.12µm
net133,94.02µm
net63,94.005µm
net466,93.97µm
_2160_,93.82µm
clknet_leaf_8_CLK,93.48µm
_2330_,93.37µm
clknet_leaf_22_CLK,93.26µm
_1565_,92.7µm
_0446_,92.44µm
clknet_leaf_16_CLK,92.38µm
net496,91.87µm
net224,91.765µm
net181,91.68µm
net465,91.55µm
_1691_,91.54µm
clknet_leaf_9_CLK,91.4µm
clknet_leaf_13_CLK,91.36µm
clknet_leaf_29_CLK,91.18µm
_2326_,91.14µm
_0799_,90.76µm
clknet_leaf_10_CLK,90.72µm
_0987_,90.66µm
_1499_,90.63µm
net221,90.505µm
net353,90.36µm
net380,90.135µm
net477,89.81µm
net223,89.16µm
clknet_leaf_30_CLK,89.1µm
net183,89.09µm
_0768_,88.99µm
net81,88.96µm
_1328_,88.32µm
_0778_,88.14µm
clknet_leaf_1_CLK,88.135µm
net54,87.76µm
clknet_leaf_38_CLK,87.62µm
net528,87.56µm
clknet_leaf_27_CLK,87.56µm
net515,87.5µm
net199,87.4µm
net116,87.18µm
_0281_,87.085µm
_2114_,87.06µm
_1581_,86.98µm
clknet_leaf_36_CLK,86.88µm
_2226_,86.82µm
net236,86.42µm
net507,86.04µm
clknet_leaf_39_CLK,85.745µm
_0720_,85.68µm
_1670_,85.52µm
clknet_leaf_6_CLK,85.46µm
_0731_,85.28µm
net61,85.16µm
_1859_,85.14µm
net197,85.03µm
net498,84.92µm
net503,84.92µm
net87,84.72µm
net405,84.66µm
_2280_,84.58µm
clknet_leaf_12_CLK,84.56µm
net225,84.52µm
clknet_leaf_32_CLK,84.32µm
_0476_,84.21µm
net238,84.12µm
_1502_,83.935µm
_1726_,83.82µm
_2258_,83.56µm
_0565_,83.54µm
net501,83.4µm
clknet_leaf_5_CLK,83.36µm
net185,83.17µm
net152,83.15µm
_2271_,83.14µm
net59,82.95µm
REG_DEST\[3\],82.89µm
_1916_,82.88µm
net201,82.8µm
net493,82.79µm
net355,82.68µm
_1197_,82.62µm
net124,82.45µm
_1610_,82.33µm
net136,82.05µm
net414,81.9µm
_0432_,81.855µm
net520,81.82µm
net42,81.615µm
_0804_,81.54µm
_0780_,81.32µm
_1748_,81.06µm
_0721_,81µm
clknet_leaf_14_CLK,80.96µm
net451,80.47µm
_2141_,80.46µm
clknet_leaf_23_CLK,80.02µm
net352,79.91µm
_0457_,79.9µm
_1156_,79.74µm
net455,79.63µm
net300,79.45µm
net45,79.085µm
net399,78.94µm
_0786_,78.73µm
_1131_,78.535µm
clknet_leaf_37_CLK,78.46µm
clknet_leaf_0_CLK,78.36µm
net350,78.245µm
net500,78.15µm
_1368_,78.07µm
_2025_,77.875µm
_1349_,77.64µm
clknet_leaf_2_CLK,77.51µm
_0828_,77.5µm
_1755_,77.44µm
net235,77.1µm
clknet_leaf_35_CLK,77.1µm
net321,76.96µm
net148,76.68µm
_1612_,76.6µm
net453,76.53µm
_0702_,76.28µm
_1492_,76.25µm
_1294_,76.16µm
_0705_,76.08µm
_2340_,75.72µm
net462,75.52µm
_2242_,75.4µm
net207,75.4µm
net458,75.35µm
net226,75.18µm
_0526_,75µm
_0575_,74.92µm
net480,74.92µm
net58,74.91µm
REG_DEST\[2\],74.81µm
net423,74.75µm
_1167_,74.72µm
net437,74.65µm
clknet_leaf_17_CLK,74.54µm
_0547_,74.47µm
net356,74.23µm
net213,73.895µm
_2244_,73.82µm
net490,73.81µm
net208,73.74µm
net413,73.74µm
net33,73.675µm
clknet_leaf_31_CLK,73.555µm
_2206_,73.3µm
clknet_leaf_19_CLK,73.235µm
_1209_,72.76µm
_1129_,72.6µm
net349,72.48µm
_2418_,72.41µm
net108,72.38µm
_0963_,72.3µm
net489,72.28µm
_1186_,72.18µm
net117,72.16µm
_2016_,71.92µm
_1286_,71.88µm
net203,71.59µm
_1345_,71.36µm
REG_DEST\[0\],71.315µm
net40,71.255µm
net60,71.175µm
net149,71.08µm
net514,71.08µm
net429,70.94µm
net510,70.94µm
_0496_,70.785µm
net138,70.7µm
net144,70.51µm
net142,70.4µm
clknet_leaf_3_CLK,70.24µm
net210,70.205µm
_1173_,69.965µm
_2288_,69.92µm
net62,69.74µm
_1364_,69.22µm
net237,69.195µm
_2289_,69.16µm
REG_DEST\[1\],69.06µm
_1888_,68.71µm
_0550_,68.705µm
_0703_,68.61µm
net41,68.11µm
_1227_,68.1µm
_1568_,68.04µm
STREAM_WRITE_DEST,68µm
_1709_,68µm
net427,67.97µm
_1244_,67.69µm
_1196_,67.62µm
net67,67.6µm
net463,67.39µm
RESULT_MEM\[15\],67.18µm
clknet_leaf_33_CLK,67.12µm
net64,67.03µm
_2383_,66.88µm
RESULT_MEM\[7\],66.785µm
net150,66.42µm
_1314_,66.3µm
_1385_,66.24µm
_1284_,66.22µm
_0420_,66.18µm
_0540_,66.08µm
_2364_,65.895µm
_2024_,65.64µm
net524,65.64µm
net418,65.44µm
net274,65.34µm
net499,65.33µm
_2191_,65.08µm
_0681_,64.94µm
_1501_,64.88µm
_1094_,64.64µm
net424,64.63µm
net450,64.59µm
net523,64.46µm
net460,64.33µm
_1641_,64.08µm
_2218_,63.82µm
_1293_,63.62µm
net118,63.62µm
net189,63.28µm
_1517_,63.25µm
_2132_,63.12µm
_0802_,62.87µm
net228,62.64µm
_1233_,62.635µm
_0489_,62.5µm
net219,62.03µm
_1045_,62µm
_0787_,61.99µm
net119,61.9µm
_1310_,61.58µm
net212,61.49µm
_1658_,61.26µm
_2177_,61.14µm
_1603_,61.1µm
_2154_,60.44µm
_0506_,60.3µm
_0649_,60.16µm
_1113_,60.06µm
_1412_,60.01µm
clknet_leaf_28_CLK,59.82µm
_1688_,59.58µm
_1703_,59.42µm
_2401_,59.33µm
_1662_,59.02µm
net146,58.96µm
_2071_,58.86µm
_2164_,58.78µm
_1205_,58.68µm
net66,58.34µm
net137,58.26µm
_0576_,58.17µm
_1158_,57.94µm
_2371_,57.48µm
_1794_,57.4µm
net275,57.24µm
_1015_,57.12µm
_1384_,56.88µm
net143,56.86µm
net415,56.75µm
_0621_,56.74µm
_0737_,56.66µm
_1954_,56.42µm
_0654_,56.38µm
RESULT_MEM\[14\],56.32µm
_0810_,56.18µm
net141,56.18µm
net70,56.03µm
_1343_,55.945µm
net497,55.48µm
net68,55.4µm
_1644_,55.385µm
net43,55.265µm
_0492_,55.16µm
net525,55.16µm
_2162_,54.92µm
_1556_,54.82µm
_1434_,54.72µm
_0455_,54.56µm
net215,54.44µm
net195,54.355µm
_2082_,53.84µm
net65,53.695µm
_1142_,53.54µm
_0876_,53.46µm
_1350_,53.26µm
net44,52.735µm
net230,52.73µm
_1101_,52.42µm
net426,52.24µm
_1889_,52.005µm
_2134_,51.92µm
net57,51.72µm
_1462_,51.46µm
_1897_,51.4µm
net151,51.27µm
_2230_,51.24µm
net187,50.94µm
net527,50.8µm
net347,50.76µm
net69,50.72µm
_1771_,50.62µm
net114,50.34µm
net407,50.29µm
_0553_,50.22µm
_1795_,49.94µm
net93,49.9µm
_1386_,49.875µm
_1642_,49.54µm
_0808_,49.46µm
_2254_,49.46µm
_2375_,49.44µm
_2344_,49.36µm
net139,49.28µm
net11,49.16µm
_2181_,48.64µm
REG_COND\[2\],48.42µm
_0656_,48.36µm
_1591_,48.36µm
_0552_,48.185µm
_1399_,48.1µm
net416,48.08µm
net36,47.885µm
_2124_,47.555µm
_2128_,47.375µm
net113,47.26µm
_1520_,47.22µm
STATE\[2\],47.02µm
_0445_,46.94µm
_0431_,46.74µm
_0494_,46.68µm
_1340_,46.46µm
net457,46.39µm
_1234_,46.34µm
_0498_,46.235µm
_1182_,46.06µm
_1781_,45.96µm
_2359_,45.72µm
_1558_,45.64µm
net56,45.575µm
_1659_,45.52µm
_0989_,45.48µm
net232,45.4µm
_0411_,45.3µm
_0974_,44.9µm
_1321_,44.74µm
_2334_,44.74µm
net79,44.6µm
_0748_,44.54µm
_1111_,44.46µm
_0523_,44.08µm
_0765_,44.06µm
net452,43.77µm
_1906_,43.685µm
net37,43.57µm
_2166_,43.24µm
_1731_,43.22µm
net420,43.21µm
_1853_,43.16µm
net218,43.16µm
_1824_,43.14µm
_0479_,43.06µm
_1618_,43.06µm
RESULT_SYS\[10\],43.05µm
_2349_,43µm
_2321_,42.96µm
_0482_,42.945µm
_0467_,42.88µm
_0697_,42.84µm
_0437_,42.765µm
_1410_,42.6µm
_0725_,42.54µm
_1557_,42.4µm
net443,42.36µm
_1396_,42.3µm
_1387_,42.22µm
_1857_,42.22µm
_0685_,42.18µm
_1299_,42.055µm
_1159_,42µm
_1305_,41.76µm
_1216_,41.66µm
_1567_,41.5µm
_1798_,41.2µm
_1705_,41.06µm
_0769_,41.04µm
_1149_,40.92µm
_0806_,40.8µm
_2319_,40.78µm
_0468_,40.72µm
_0973_,40.7µm
_2138_,40.68µm
_1563_,40.66µm
net518,40.56µm
_0699_,40.34µm
_1357_,40.14µm
_1442_,40.12µm
_1279_,40µm
_2227_,39.9µm
_1637_,39.88µm
net102,39.86µm
_2117_,39.84µm
_1280_,39.8µm
_1400_,39.76µm
net154,39.7µm
_0858_,39.5µm
_0693_,39.44µm
_2398_,39.42µm
_0604_,39.36µm
net140,39.3µm
_2084_,39.04µm
_1905_,38.98µm
INSTR\[30\],38.84µm
_1394_,38.84µm
net425,38.83µm
REG_FILE\[9\]\[0\],38.78µm
_1608_,38.7µm
REG_COND\[0\],38.63µm
_1269_,38.58µm
_1313_,38.575µm
_0554_,38.48µm
RESULT_SYS\[11\],38.38µm
_1395_,38.35µm
_0978_,38.3µm
REG_FILE\[5\]\[1\],38.1µm
_1439_,38.08µm
REG_FILE\[8\]\[0\],37.96µm
_1273_,37.94µm
_1950_,37.94µm
net229,37.94µm
_1606_,37.78µm
net16,37.6µm
_2395_,37.58µm
_0458_,37.37µm
_1413_,37.33µm
_2098_,37.32µm
net445,37.28µm
_0976_,37.16µm
_2368_,37.145µm
_0975_,37.02µm
_0873_,36.72µm
_1120_,36.72µm
_1999_,36.7µm
net153,36.62µm
_0615_,36.56µm
_2287_,36.44µm
_2007_,36.395µm
_2107_,36.39µm
RESULT_SYS\[4\],36.19µm
_0977_,36.12µm
_1588_,36.06µm
net135,36.06µm
_1560_,35.92µm
_1326_,35.83µm
_0844_,35.78µm
INSTR\[28\],35.77µm
net216,35.56µm
_2338_,35.52µm
_0460_,35.48µm
_0563_,35.295µm
net464,35.295µm
_1230_,35.27µm
_1062_,35.22µm
_1256_,35.22µm
_2357_,35.16µm
_2406_,35.16µm
_1194_,35.14µm
_1711_,35.14µm
_1555_,35.1µm
_1451_,35.04µm
_1865_,35.02µm
_1040_,34.98µm
_0756_,34.94µm
_2370_,34.94µm
_2126_,34.895µm
_1147_,34.88µm
_1402_,34.84µm
net428,34.73µm
_0907_,34.72µm
_0519_,34.44µm
_0557_,34.32µm
net491,34.32µm
_0561_,34.26µm
_2038_,34.22µm
_0617_,34.16µm
_1819_,34.16µm
_1249_,34.065µm
_0574_,34.06µm
_2376_,34.02µm
_0589_,34µm
_0606_,33.96µm
_0419_,33.78µm
_1960_,33.78µm
_0551_,33.74µm
RESULT_ALU\[3\],33.58µm
_0558_,33.26µm
_2354_,33.16µm
_1694_,33.08µm
_1490_,33.04µm
_0483_,33.02µm
_1272_,32.96µm
_2250_,32.94µm
_1765_,32.87µm
_0863_,32.84µm
INSTR\[16\],32.74µm
_1742_,32.27µm
_1440_,32.26µm
REG_FILE\[6\]\[0\],32.2µm
REG_FILE\[8\]\[9\],32.12µm
net92,32.08µm
_1631_,32.04µm
REG_FILE\[3\]\[6\],32.03µm
_2213_,31.94µm
_0624_,31.92µm
_0598_,31.9µm
_0590_,31.88µm
_2031_,31.88µm
LOAD,31.84µm
REG_FILE\[4\]\[8\],31.84µm
net474,31.84µm
_1678_,31.74µm
_1958_,31.74µm
_1207_,31.715µm
STATE\[5\],31.68µm
_1753_,31.54µm
REG_FILE\[11\]\[15\],31.37µm
_1656_,31.37µm
_1242_,31.3µm
_0595_,31.26µm
_0883_,31.22µm
_1358_,31.14µm
_1578_,31.12µm
_1953_,31.02µm
REG_FILE\[13\]\[13\],30.96µm
_0560_,30.94µm
RESULT_ALU\[11\],30.9µm
STALL_EX,30.84µm
REG_FILE\[1\]\[11\],30.82µm
_1271_,30.82µm
_1570_,30.74µm
_1763_,30.74µm
_0745_,30.66µm
_0513_,30.645µm
_2275_,30.56µm
_0534_,30.52µm
REG_FILE\[11\]\[13\],30.5µm
net47,30.475µm
_0766_,30.44µm
_1704_,30.44µm
MEM_LD_DATA[7],30.43µm
net13,30.42µm
_2090_,30.42µm
_1493_,30.36µm
_1666_,30.24µm
net15,30.22µm
_1360_,30.2µm
_1907_,30.16µm
REG_FILE\[9\]\[9\],30.12µm
RESULT_SYS\[12\],30.07µm
_1722_,29.95µm
_2065_,29.9µm
net354,29.82µm
_1100_,29.8µm
_1268_,29.78µm
_1849_,29.7µm
net95,29.6µm
_0537_,29.54µm
_1549_,29.5µm
_1594_,29.46µm
_2381_,29.44µm
_1157_,29.42µm
_1738_,29.34µm
_2100_,29.32µm
_1260_,29.3µm
INSTR_STREAM[10],29.07µm
MEM_LD_DATA[13],29.07µm
_0448_,29.035µm
_0597_,29.02µm
_1627_,28.96µm
MEM_LD_DATA[9],28.91µm
INSTR\[21\],28.9µm
_1355_,28.9µm
REG_FILE\[10\]\[13\],28.82µm
_2378_,28.82µm
_0741_,28.8µm
REG_FILE\[1\]\[1\],28.74µm
REG_FILE\[1\]\[3\],28.6µm
_2203_,28.6µm
net620,28.55µm
_0696_,28.52µm
_0611_,28.5µm
REG_FILE\[5\]\[14\],28.46µm
_0884_,28.42µm
REG_FILE\[11\]\[14\],28.28µm
_1106_,28.2µm
REG_FILE\[4\]\[1\],28.14µm
REG_FILE\[0\]\[1\],28.12µm
REG_FILE\[7\]\[2\],28.04µm
_0588_,28.04µm
REG_FILE\[3\]\[13\],27.94µm
_1325_,27.9µm
_0201_,27.805µm
REG_FILE\[9\]\[1\],27.8µm
_1690_,27.8µm
_1951_,27.8µm
RESULT_SYS\[6\],27.79µm
net209,27.78µm
STATE\[3\],27.72µm
_1580_,27.72µm
_1983_,27.72µm
_2362_,27.635µm
REG_FILE\[13\]\[7\],27.6µm
_1582_,27.56µm
INSTR_ADDR[15],27.51µm
_1790_,27.5µm
net3,27.44µm
net155,27.44µm
_0715_,27.36µm
_0584_,27.26µm
_1842_,27.24µm
_1365_,27.22µm
_1275_,27.18µm
INSTR_STREAM[13],27.15µm
_0789_,27.14µm
net99,27.12µm
_1595_,27.1µm
net495,27.1µm
_2028_,27.06µm
MEM_LD_DATA[12],27.01µm
REG_FILE\[7\]\[8\],26.96µm
_0825_,26.92µm
_1955_,26.92µm
net234,26.92µm
MEM_LD_DATA[6],26.91µm
REG_FILE\[10\]\[14\],26.9µm
REG_FILE\[13\]\[14\],26.9µm
_0919_,26.9µm
net9,26.88µm
_2032_,26.86µm
REG_FILE\[0\]\[2\],26.84µm
_0525_,26.84µm
_2064_,26.82µm
_2067_,26.81µm
REG_FILE\[11\]\[8\],26.8µm
_1347_,26.78µm
REG_FILE\[9\]\[14\],26.76µm
_0772_,26.74µm
REG_FILE\[13\]\[6\],26.68µm
net233,26.56µm
REG_FILE\[2\]\[1\],26.54µm
_0527_,26.455µm
_2335_,26.41µm
REG_FILE\[14\]\[14\],26.38µm
REG_FILE\[4\]\[4\],26.36µm
_0983_,26.355µm
_0711_,26.34µm
_0941_,26.3µm
net665,26.3µm
REG_FILE\[0\]\[3\],26.28µm
_0762_,26.28µm
_0903_,26.28µm
_1323_,26.28µm
_1768_,26.28µm
_0882_,26.26µm
_0805_,26.22µm
_2044_,26.18µm
INSTR_ADDR[12],26.17µm
_1984_,26.14µm
_1143_,26.1µm
_1529_,26.1µm
_0980_,26.06µm
REG_FILE\[3\]\[15\],26µm
REG_FILE\[9\]\[6\],25.94µm
INSTR_STREAM[27],25.93µm
_0801_,25.92µm
_0481_,25.88µm
_2093_,25.84µm
REG_FILE\[9\]\[4\],25.82µm
_1975_,25.82µm
REG_FILE\[6\]\[2\],25.81µm
REG_FILE\[3\]\[1\],25.76µm
REG_FILE\[12\]\[12\],25.74µm
REG_FILE\[4\]\[14\],25.72µm
REG_FILE\[7\]\[4\],25.715µm
_1193_,25.64µm
REG_FILE\[10\]\[10\],25.62µm
REG_FILE\[13\]\[11\],25.61µm
REG_FILE\[1\]\[12\],25.6µm
_0470_,25.54µm
_1536_,25.54µm
_1246_,25.52µm
net772,25.52µm
REG_FILE\[1\]\[0\],25.5µm
net227,25.5µm
_1095_,25.48µm
_1453_,25.48µm
_1941_,25.48µm
_0538_,25.45µm
_0709_,25.36µm
_1519_,25.36µm
_0631_,25.32µm
_1908_,25.26µm
REG_FILE\[4\]\[11\],25.22µm
REG_FILE\[6\]\[1\],25.22µm
_0672_,25.22µm
INSTR_STREAM[11],25.205µm
REG_FILE\[0\]\[12\],25.16µm
REG_FILE\[5\]\[7\],25.14µm
_1092_,25.125µm
REG_FILE\[9\]\[8\],25.1µm
_1189_,25.1µm
