net,length_um
REG_FILE\[4\]\[13\],25.04µm
EX_HALT,25.03µm
INSTR_ADDR[6],25.03µm
REG_FILE\[2\]\[14\],25.02µm
_0546_,24.94µm
_0572_,24.94µm
_0851_,24.94µm
_2216_,24.92µm
_1488_,24.9µm
net107,24.84µm
REG_FILE\[13\]\[9\],24.84µm
_2087_,24.8µm
_2010_,24.77µm
net22,24.72µm
_1708_,24.72µm
net558,24.72µm
REG_FILE\[5\]\[10\],24.64µm
net454,24.64µm
INSTR\[29\],24.6µm
REG_FILE\[10\]\[12\],24.56µm
_1315_,24.48µm
_1692_,24.48µm
_2343_,24.48µm
_2105_,24.4µm
_0424_,24.32µm
net5,24.3µm
net25,24.28µm
_1027_,24.24µm
_1127_,24.18µm
REG_FILE\[2\]\[15\],24.16µm
_1050_,24.16µm
_2125_,24.16µm
REG_FILE\[12\]\[4\],24.13µm
_1080_,24.125µm
net20,24.08µm
INSTR_ADDR[14],23.99µm
_0880_,23.98µm
_1376_,23.94µm
_1804_,23.94µm
_0739_,23.9µm
_0811_,23.87µm
REG_COND\[7\],23.84µm
_1654_,23.8µm
_1940_,23.8µm
_1134_,23.76µm
net106,23.74µm
_0002_,23.7µm
_0847_,23.68µm
_2144_,23.66µm
INSTR\[22\],23.64µm
_0510_,23.64µm
_0923_,23.64µm
_2061_,23.64µm
net529,23.6µm
REG_COND\[1\],23.58µm
REG_FILE\[12\]\[14\],23.58µm
_1406_,23.51µm
_1219_,23.5µm
_1920_,23.5µm
STATE\[0\],23.44µm
REG_FILE\[4\]\[10\],23.42µm
_1930_,23.34µm
_1283_,23.31µm
_2006_,23.24µm
REG_FILE\[0\]\[5\],23.18µm
REG_FILE\[6\]\[10\],23.15µm
REG_FILE\[10\]\[9\],23.14µm
_2339_,23.11µm
INSTR_ADDR[13],23.11µm
REG_FILE\[0\]\[10\],23.08µm
REG_FILE\[1\]\[2\],23.08µm
REG_FILE\[6\]\[5\],23.08µm
_2240_,23.08µm
net748,23.06µm
_1344_,23.01µm
_1775_,22.935µm
REG_COND\[5\],22.92µm
_1797_,22.92µm
_1103_,22.9µm
REG_FILE\[0\]\[11\],22.89µm
_0636_,22.88µm
_1886_,22.88µm
REG_FILE\[14\]\[2\],22.86µm
REG_COND\[9\],22.84µm
REG_FILE\[0\]\[13\],22.84µm
_1262_,22.84µm
_2210_,22.84µm
_1424_,22.82µm
REG_FILE\[11\]\[7\],22.78µm
net735,22.78µm
_0518_,22.765µm
net6,22.76µm
_0521_,22.74µm
_1959_,22.73µm
REG_FILE\[0\]\[0\],22.64µm
REG_FILE\[7\]\[14\],22.64µm
_1319_,22.64µm
_1446_,22.64µm
_2111_,22.64µm
REG_FILE\[13\]\[1\],22.6µm
REG_FILE\[6\]\[9\],22.6µm
STATE\[4\],22.6µm
_0911_,22.6µm
net38,22.59µm
_1730_,22.58µm
REG_COND\[12\],22.52µm
REG_FILE\[9\]\[5\],22.5µm
REG_FILE\[3\]\[14\],22.4µm
_0277_,22.375µm
REG_FILE\[5\]\[6\],22.34µm
_1981_,22.3µm
REG_FILE\[1\]\[5\],22.28µm
_0758_,22.28µm
_2080_,22.28µm
net777,22.28µm
REG_FILE\[8\]\[10\],22.26µm
_0998_,22.26µm
REG_COND\[15\],22.24µm
_0491_,22.22µm
net694,22.22µm
INSTR_STREAM[24],22.17µm
_2388_,22.155µm
REG_FILE\[11\]\[4\],22.14µm
_0684_,22.14µm
net12,22.1µm
REG_FILE\[12\]\[7\],22.09µm
_1852_,22.04µm
_0988_,22µm
_0717_,21.96µm
REG_FILE\[12\]\[5\],21.92µm
_1259_,21.9µm
REG_COND\[6\],21.88µm
_1672_,21.88µm
INSTR_ADDR[5],21.87µm
REG_FILE\[12\]\[9\],21.86µm
net402,21.84µm
_1653_,21.82µm
REG_FILE\[2\]\[6\],21.8µm
_2341_,21.795µm
net97,21.76µm
_0415_,21.76µm
REG_FILE\[12\]\[15\],21.74µm
REG_FILE\[13\]\[8\],21.74µm
REG_FILE\[4\]\[9\],21.74µm
_1264_,21.74µm
RESULT_ALU\[1\],21.73µm
REG_FILE\[12\]\[8\],21.72µm
REG_FILE\[13\]\[15\],21.7µm
_0898_,21.68µm
REG_FILE\[0\]\[6\],21.66µm
net14,21.64µm
REG_COND\[3\],21.64µm
net716,21.64µm
_1308_,21.635µm
_2352_,21.62µm
_0870_,21.6µm
REG_FILE\[11\]\[10\],21.56µm
_0413_,21.52µm
REG_FILE\[13\]\[2\],21.5µm
net231,21.5µm
REG_FILE\[10\]\[8\],21.48µm
REG_FILE\[0\]\[15\],21.46µm
REG_FILE\[12\]\[3\],21.46µm
REG_FILE\[7\]\[9\],21.44µm
_2081_,21.42µm
REG_FILE\[2\]\[10\],21.4µm
REG_FILE\[8\]\[8\],21.38µm
net98,21.36µm
_0933_,21.36µm
REG_FILE\[9\]\[10\],21.31µm
_0713_,21.3µm
_2129_,21.3µm
REG_FILE\[11\]\[1\],21.29µm
REG_FILE\[5\]\[15\],21.26µm
_1516_,21.22µm
REG_FILE\[7\]\[11\],21.18µm
_1039_,21.14µm
_1885_,21.14µm
INSTR_STREAM[14],21.13µm
_0676_,21.1µm
INVALID_MEM,21.09µm
MAIN_STRH,21.07µm
net799,21.04µm
_1435_,21.01µm
INSTR\[23\],20.98µm
REG_FILE\[11\]\[11\],20.98µm
REG_FILE\[7\]\[0\],20.96µm
REG_FILE\[7\]\[5\],20.96µm
net643,20.96µm
INSTR_STREAM[26],20.95µm
_0632_,20.92µm
_0675_,20.92µm
_1675_,20.9µm
net567,20.9µm
_1327_,20.84µm
_1348_,20.775µm
_1643_,20.74µm
REG_FILE\[9\]\[3\],20.71µm
_0881_,20.7µm
_1809_,20.7µm
_2033_,20.69µm
INSTR_STREAM[5],20.69µm
_2277_,20.68µm
net683,20.68µm
_1995_,20.66µm
_2008_,20.66µm
REG_FILE\[8\]\[1\],20.64µm
_0724_,20.62µm
_0454_,20.6µm
_1441_,20.58µm
REG_FILE\[7\]\[15\],20.56µm
_0849_,20.56µm
REG_FILE\[12\]\[13\],20.48µm
REG_FILE\[13\]\[12\],20.48µm
REG_FILE\[4\]\[5\],20.46µm
_0813_,20.46µm
net674,20.44µm
REG_FILE\[3\]\[7\],20.42µm
REG_FILE\[6\]\[14\],20.42µm
REG_FILE\[9\]\[15\],20.38µm
_1623_,20.38µm
_1239_,20.36µm
_1247_,20.34µm
_1339_,20.34µm
REG_COND\[10\],20.3µm
REG_FILE\[1\]\[4\],20.28µm
net794,20.28µm
_1904_,20.22µm
REG_FILE\[5\]\[11\],20.2µm
_1160_,20.16µm
net17,20.12µm
RESULT_ALU\[6\],20.12µm
net773,20.12µm
MEM_LD_DATA[11],20.11µm
REG_FILE\[1\]\[14\],20.1µm
_1291_,20.1µm
_1898_,20.1µm
net96,20.08µm
REG_FILE\[5\]\[9\],20.06µm
_0464_,19.985µm
net105,19.98µm
REG_FILE\[8\]\[5\],19.98µm
REG_FILE\[14\]\[4\],19.96µm
_2316_,19.95µm
REG_FILE\[8\]\[7\],19.94µm
_1648_,19.94µm
REG_FILE\[3\]\[12\],19.92µm
REG_FILE\[4\]\[0\],19.92µm
net640,19.92µm
REG_FILE\[10\]\[15\],19.9µm
REG_FILE\[9\]\[2\],19.9µm
_0874_,19.89µm
MEM_STR_DATA[12],19.87µm
_0472_,19.84µm
REG_FILE\[1\]\[15\],19.8µm
REG_FILE\[0\]\[7\],19.78µm
_1109_,19.76µm
REG_FILE\[7\]\[7\],19.74µm
REG_FILE\[1\]\[10\],19.72µm
_0418_,19.72µm
REG_FILE\[4\]\[12\],19.68µm
_1093_,19.68µm
_2139_,19.68µm
REG_FILE\[10\]\[11\],19.67µm
_2200_,19.66µm
_1569_,19.62µm
RESULT_MEM\[3\],19.61µm
_1263_,19.6µm
_0444_,19.58µm
_0580_,19.58µm
net744,19.58µm
_0752_,19.54µm
_1010_,19.5µm
_0511_,19.49µm
INSTR_STREAM[7],19.49µm
REG_FILE\[12\]\[6\],19.48µm
REG_FILE\[5\]\[8\],19.44µm
REG_FILE\[6\]\[11\],19.42µm
net791,19.4µm
REG_FILE\[14\]\[6\],19.38µm
MAIN_LDH,19.35µm
REG_FILE\[8\]\[13\],19.3µm
_0862_,19.3µm
_1486_,19.28µm
net826,19.275µm
REG_FILE\[1\]\[8\],19.26µm
_2118_,19.26µm
net51,19.24µm
_1727_,19.24µm
net690,19.24µm
REG_FILE\[7\]\[10\],19.22µm
_1822_,19.21µm
net91,19.2µm
REG_COND\[14\],19.2µm
REG_FILE\[4\]\[2\],19.2µm
INSTR_ADDR[7],19.19µm
REG_FILE\[14\]\[3\],19.16µm
REG_COND\[8\],19.14µm
_1629_,19.14µm
MEM_STR_DATA[2],19.13µm
RESULT_BIT_EN,19.12µm
_0981_,19.12µm
_2410_,19.1µm
REG_FILE\[8\]\[15\],19.08µm
_0600_,19.08µm
REG_FILE\[14\]\[11\],19.06µm
_1383_,19.06µm
REG_FILE\[12\]\[1\],19.04µm
_1019_,19.04µm
REG_FILE\[13\]\[0\],18.98µm
_1921_,18.98µm
_1564_,18.975µm
_1732_,18.96µm
REG_FILE\[5\]\[2\],18.94µm
_0664_,18.94µm
_0668_,18.94µm
_2101_,18.94µm
REG_FILE\[2\]\[0\],18.92µm
_1163_,18.92µm
_1510_,18.86µm
_1254_,18.82µm
_1261_,18.82µm
_0571_,18.8µm
MEM_STR_DATA[4],18.79µm
_1334_,18.76µm
_1925_,18.74µm
REG_FILE\[10\]\[0\],18.72µm
REG_FILE\[13\]\[3\],18.7µm
_1840_,18.7µm
DEVICES_STRH,18.69µm
REG_FILE\[5\]\[4\],18.65µm
REG_FILE\[2\]\[2\],18.64µm
REG_FILE\[8\]\[2\],18.64µm
_1707_,18.64µm
_2179_,18.62µm
REG_FILE\[14\]\[10\],18.6µm
REG_FILE\[2\]\[13\],18.6µm
net737,18.6µm
_1579_,18.54µm
net753,18.54µm
_2053_,18.52µm
_2224_,18.52µm
MEM_STR_DATA[8],18.51µm
REG_FILE\[1\]\[6\],18.5µm
_0086_,18.5µm
net638,18.48µm
INSTR_STREAM[25],18.41µm
_1910_,18.4µm
net557,18.4µm
RESULT_ALU\[9\],18.38µm
net734,18.36µm
net30,18.34µm
_2350_,18.32µm
_1530_,18.245µm
REG_FILE\[1\]\[7\],18.24µm
net749,18.24µm
_0036_,18.205µm
REG_FILE\[12\]\[10\],18.18µm
_2367_,18.18µm
_1363_,18.17µm
net689,18.16µm
REG_FILE\[4\]\[7\],18.14µm
net656,18.14µm
REG_FILE\[7\]\[6\],18.11µm
net743,18.08µm
REG_FILE\[8\]\[3\],18.06µm
_1057_,18.06µm
REG_FILE\[0\]\[8\],18.04µm
_1609_,18.04µm
MEM_ADDR[9],18.01µm
_2073_,17.98µm
_0818_,17.94µm
_0959_,17.92µm
_1893_,17.92µm
net602,17.91µm
net676,17.9µm
REG_COND\[4\],17.82µm
REG_FILE\[1\]\[13\],17.82µm
_1295_,17.82µm
_0119_,17.795µm
REG_FILE\[8\]\[12\],17.78µm
_1122_,17.76µm
_0680_,17.74µm
net587,17.74µm
REG_FILE\[8\]\[4\],17.7µm
STATE\[1\],17.7µm
net723,17.7µm
REG_COND\[13\],17.68µm
REG_FILE\[0\]\[4\],17.68µm
RESULT_ALU\[10\],17.68µm
_2380_,17.68µm
net630,17.68µm
net651,17.68µm
_0441_,17.64µm
REG_FILE\[9\]\[13\],17.6µm
net762,17.58µm
_2131_,17.57µm
REG_FILE\[5\]\[13\],17.56µm
_1392_,17.56µm
net726,17.56µm
net614,17.54µm
_1306_,17.52µm
_1815_,17.5µm
_1422_,17.48µm
MEM_ADDR[7],17.47µm
REG_FILE\[3\]\[4\],17.46µm
_0439_,17.46µm
REG_FILE\[7\]\[1\],17.44µm
_2055_,17.44µm
net779,17.44µm
REG_FILE\[14\]\[13\],17.4µm
_2417_,17.38µm
_1917_,17.365µm
net564,17.34µm
RESULT_ALU\[2\],17.32µm
_1311_,17.32µm
_1011_,17.3µm
_2182_,17.28µm
_1521_,17.26µm
_1699_,17.22µm
_0889_,17.2µm
_2059_,17.2µm
_1956_,17.18µm
_1123_,17.14µm
_2091_,17.14µm
MEM_ADDR[13],17.13µm
_1429_,17.08µm
net574,17.08µm
_0630_,17.06µm
_1720_,17.04µm
_2127_,17µm
REG_FILE\[13\]\[5\],16.98µm
_1012_,16.98µm
_0254_,16.965µm
_0640_,16.96µm
_1518_,16.96µm
_0239_,16.925µm
net658,16.92µm
REG_FILE\[11\]\[6\],16.9µm
INSTR_STREAM[15],16.89µm
net573,16.88µm
REG_FILE\[0\]\[9\],16.86µm
RESULT_MEM\[9\],16.86µm
RESULT_ALU\[4\],16.84µm
net568,16.84µm
REG_FILE\[12\]\[0\],16.8µm
net101,16.76µm
_0677_,16.76µm
_0816_,16.76µm
MEM_LD_DATA[10],16.73µm
INSTR\[31\],16.72µm
_1454_,16.72µm
REG_FILE\[9\]\[11\],16.7µm
net722,16.66µm
_0449_,16.64µm
_0509_,16.64µm
_0777_,16.64µm
_1302_,16.62µm
net575,16.58µm
REG_FILE\[14\]\[12\],16.56µm
INSTR_ADDR[8],16.55µm
INSTR\[17\],16.52µm
REG_FILE\[13\]\[10\],16.52µm
REG_FILE\[4\]\[15\],16.52µm
_0647_,16.46µm
REG_FILE\[14\]\[15\],16.44µm
RESULT_MEM\[13\],16.44µm
_0836_,16.44µm
_2096_,16.44µm
_2411_,16.44µm
net775,16.44µm
_1799_,16.42µm
REG_FILE\[3\]\[5\],16.4µm
_1036_,16.4µm
_2389_,16.4µm
REG_FILE\[6\]\[15\],16.395µm
_0822_,16.38µm
_0807_,16.34µm
_1759_,16.34µm
REG_FILE\[8\]\[14\],16.32µm
net589,16.32µm
net717,16.32µm
INSTR_ADDR[9],16.31µm
_0046_,16.305µm
REG_FILE\[14\]\[0\],16.3µm
REG_FILE\[2\]\[5\],16.3µm
REG_FILE\[3\]\[2\],16.3µm
REG_FILE\[14\]\[5\],16.28µm
_0645_,16.26µm
INSTR_STREAM[0],16.25µm
_1924_,16.22µm
_1881_,16.2µm
net552,16.2µm
MEM_STR_DATA[13],16.19µm
_2387_,16.18µm
MEM_ADDR[15],16.17µm
_1825_,16.16µm
_1426_,16.14µm
_0555_,16.135µm
REG_FILE\[11\]\[3\],16.1µm
REG_FILE\[12\]\[11\],16.1µm
_1947_,16.08µm
_0425_,16.02µm
_1248_,16.02µm
_1266_,16.02µm
net32,15.98µm
_2285_,15.98µm
_0841_,15.96µm
RESULT_SYS\[0\],15.95µm
REG_FILE\[14\]\[1\],15.94µm
RESULT_MEM\[5\],15.925µm
net835,15.925µm
_2092_,15.92µm
_0750_,15.9µm
_0599_,15.88µm
REG_FILE\[7\]\[3\],15.86µm
_1535_,15.86µm
_1918_,15.86µm
_0543_,15.84µm
_1276_,15.84µm
_0093_,15.825µm
_0148_,15.825µm
REG_FILE\[10\]\[3\],15.82µm
REG_FILE\[11\]\[2\],15.82µm
MEM_LD_DATA[14],15.81µm
MEM_STR_DATA[14],15.79µm
REG_FILE\[10\]\[5\],15.78µm
net588,15.76µm
net624,15.76µm
REG_FILE\[11\]\[0\],15.72µm
RESULT_ALU\[5\],15.72µm
INSTR_ADDR[11],15.71µm
INSTR_STREAM[8],15.69µm
net94,15.68µm
_0653_,15.64µm
REG_FILE\[2\]\[11\],15.62µm
_1084_,15.6µm
INSTR_STREAM[12],15.59µm
_0151_,15.58µm
_0657_,15.58µm
REG_FILE\[4\]\[3\],15.56µm
_0979_,15.56µm
net724,15.56µm
REG_FILE\[2\]\[12\],15.54µm
INSTR_ADDR[2],15.51µm
_0556_,15.5µm
_0137_,15.485µm
_1117_,15.475µm
_0121_,15.455µm
_0274_,15.445µm
_0025_,15.44µm
_0112_,15.425µm
net554,15.42µm
_2390_,15.4µm
_0991_,15.38µm
_1814_,15.38µm
REG_FILE\[9\]\[12\],15.36µm
INSTR_STREAM[9],15.35µm
_1391_,15.34µm
_2009_,15.34µm
net556,15.34µm
_1042_,15.3µm
_1226_,15.3µm
DEVICES_LDH,15.29µm
INSTR_ADDR[10],15.29µm
MEM_ADDR[10],15.29µm
MEM_ADDR[11],15.29µm
MEM_ADDR[14],15.29µm
MEM_ADDR[6],15.29µm
REG_FILE\[4\]\[6\],15.28µm
REG_FILE\[5\]\[12\],15.26µm
net686,15.26µm
MAIN_STRW,15.25µm
_1639_,15.22µm
_1990_,15.22µm
net820,15.22µm
_0486_,15.2µm
_1407_,15.2µm
RESULT_SYS\[5\],15.19µm
_1074_,15.18µm
_1132_,15.16µm
_0234_,15.14µm
_1436_,15.12µm
INSTR_ADDR[0],15.11µm
_0110_,15.105µm
_2393_,15.1µm
_1808_,15.09µm
_0193_,15.085µm
INSTR\[19\],15.06µm
MEM_LD_DATA[8],15.05µm
REG_FILE\[11\]\[9\],15.02µm
_0194_,15.02µm
_1218_,15.02µm
_2019_,15.02µm
_0005_,15µm
_2088_,15µm
REG_FILE\[3\]\[3\],14.97µm
REG_FILE\[10\]\[1\],14.94µm
REG_FILE\[3\]\[11\],14.94µm
_1744_,14.94µm
_1878_,14.94µm
net417,14.93µm
REG_FILE\[6\]\[3\],14.92µm
_1455_,14.92µm
_2377_,14.92µm
_1838_,14.9µm
INSTR_STREAM[20],14.89µm
INSTR_STREAM[22],14.89µm
_0230_,14.885µm
net1,14.88µm
_1135_,14.88µm
_1714_,14.88µm
REG_COND\[11\],14.86µm
REG_FILE\[3\]\[8\],14.86µm
_0824_,14.85µm
net672,14.84µm
net739,14.84µm
MEM_ADDR[12],14.83µm
MEM_ADDR[5],14.83µm
MEM_STR_DATA[3],14.83µm
MEM_STR_DATA[5],14.83µm
MEM_STR_DATA[9],14.83µm
_0195_,14.805µm
RESULT_SYS\[8\],14.8µm
_2279_,14.8µm
_0937_,14.78µm
net18,14.76µm
REG_FILE\[0\]\[14\],14.72µm
REG_FILE\[3\]\[10\],14.72µm
_1180_,14.72µm
net682,14.72µm
_0108_,14.705µm
REG_FILE\[3\]\[9\],14.64µm
_2301_,14.64µm
_0027_,14.625µm
_1004_,14.62µm
_2068_,14.62µm
_0211_,14.56µm
_0495_,14.54µm
_1208_,14.54µm
net608,14.54µm
net815,14.54µm
_1965_,14.53µm
_2310_,14.52µm
RESULT_MEM\[12\],14.515µm
REG_FILE\[2\]\[8\],14.5µm
REG_FILE\[5\]\[0\],14.48µm
net26,14.46µm
_1913_,14.46µm
net824,14.46µm
_1828_,14.455µm
net679,14.44µm
MEM_STR_DATA[15],14.43µm
MEM_STR_DATA[6],14.43µm
_0138_,14.425µm
net736,14.42µm
_0462_,14.4µm
_0887_,14.4µm
REG_FILE\[7\]\[13\],14.38µm
_1901_,14.38µm
_1970_,14.36µm
_0581_,14.34µm
_1433_,14.34µm
_1745_,14.34µm
_0275_,14.32µm
_1611_,14.32µm
_1721_,14.3µm
_1973_,14.3µm
net795,14.3µm
_0283_,14.265µm
REG_FILE\[5\]\[5\],14.26µm
RESULT_BIT\[0\],14.26µm
_0528_,14.26µm
_0461_,14.24µm
_0665_,14.24µm
_1685_,14.24µm
net752,14.24µm
_0474_,14.22µm
_0688_,14.2µm
_2348_,14.19µm
_2373_,14.185µm
_0045_,14.16µm
_1646_,14.16µm
INSTR_ADDR[1],14.15µm
MEM_STR_DATA[1],14.15µm
_0435_,14.14µm
net214,14.14µm
net488,14.14µm
_0103_,14.125µm
_0984_,14.11µm
RESULT_BIT\[12\],14.1µm
_0661_,14.1µm
_1717_,14.08µm
net583,14.08µm
net798,14.08µm
net35,14.075µm
_0094_,14.065µm
_0016_,14.06µm
REG_FILE\[6\]\[6\],14.02µm
_0785_,14.02µm
_0837_,14.02µm
_0896_,14.02µm
_1185_,14.02µm
REG_FILE\[10\]\[2\],14µm
_1866_,14µm
_2030_,14µm
REG_FILE\[10\]\[7\],13.98µm
_1170_,13.98µm
_0242_,13.965µm
net750,13.96µm
net759,13.96µm
RESULT_ALU\[15\],13.92µm
_1978_,13.92µm
MAIN_LDW,13.91µm
MEM_ADDR[8],13.91µm
_0177_,13.905µm
REG_FILE\[7\]\[12\],13.9µm
_1353_,13.88µm
net728,13.88µm
_1098_,13.865µm
RESULT_BIT\[15\],13.86µm
_2060_,13.86µm
net796,13.84µm
_0226_,13.82µm
_1398_,13.82µm
REG_FILE\[3\]\[0\],13.8µm
_1063_,13.8µm
_0459_,13.79µm
_0423_,13.78µm
_2215_,13.78µm
INSTR_ADDR[3],13.75µm
MEM_STR_DATA[10],13.75µm
MEM_STR_DATA[7],13.75µm
_1698_,13.74µm
_0111_,13.705µm
REG_FILE\[2\]\[4\],13.7µm
net804,13.7µm
REG_FILE\[13\]\[4\],13.68µm
_2046_,13.66µm
net649,13.66µm
INSTR_STREAM[23],13.65µm
_2000_,13.64µm
_1274_,13.62µm
_2291_,13.62µm
_0156_,13.615µm
_0102_,13.605µm
_0214_,13.605µm
REG_FILE\[6\]\[8\],13.6µm
REG_FILE\[8\]\[6\],13.58µm
RESULT_BIT\[2\],13.58µm
_0207_,13.565µm
net104,13.56µm
_0691_,13.54µm
net740,13.54µm
REG_FILE\[2\]\[9\],13.52µm
REG_FILE\[6\]\[12\],13.52µm
_1712_,13.52µm
RESULT_BIT\[3\],13.5µm
_0651_,13.5µm
net678,13.5µm
net695,13.5µm
RESULT_MEM\[2\],13.485µm
_1968_,13.48µm
RESULT_BIT\[8\],13.47µm
MEM_STR_DATA[0],13.47µm
MEM_STR_DATA[11],13.47µm
_0083_,13.465µm
_0608_,13.46µm
_1448_,13.46µm
net647,13.46µm
DEVICES_STRW,13.45µm
REG_FILE\[5\]\[3\],13.42µm
REG_FILE\[6\]\[13\],13.42µm
RESULT_SYS\[1\],13.42µm
REG_FILE\[6\]\[7\],13.4µm
_0276_,13.4µm
_2188_,13.36µm
REG_FILE\[11\]\[12\],13.34µm
_1735_,13.31µm
INSTR\[20\],13.3µm
_1241_,13.28µm
_2159_,13.275µm
INSTR_STREAM[21],13.25µm
_1949_,13.22µm
MEM_LD_DATA[15],13.21µm
net28,13.18µm
REG_FILE\[9\]\[7\],13.18µm
_1037_,13.18µm
_0475_,13.16µm
net702,13.16µm
_1005_,13.14µm
_0076_,13.125µm
REG_FILE\[8\]\[11\],13.12µm
net24,13.1µm
_0001_,13.1µm
_0157_,13.1µm
_0505_,13.08µm
_0760_,13.08µm
_2175_,13.08µm
net582,13.08µm
net593,13.08µm
net715,13.08µm
_0529_,13.04µm
_2228_,13.04µm
net636,13.02µm
_2026_,13µm
DEVICES_LDW,12.99µm
_1378_,12.96µm
_2266_,12.96µm
INSTR_STREAM[28],12.91µm
_0265_,12.9µm
_1058_,12.9µm
_2296_,12.9µm
net100,12.88µm
_2155_,12.88µm
INSTR_STREAM[30],12.87µm
_1188_,12.84µm
_0620_,12.82µm
_2204_,12.82µm
_1389_,12.8µm
_1977_,12.8µm
INSTR_ADDR[4],12.79µm
REG_FILE\[11\]\[5\],12.76µm
STATE\[6\],12.76µm
_0453_,12.76µm
_0815_,12.76µm
net21,12.74µm
_1342_,12.74µm
net577,12.74µm
_1583_,12.7µm
_1020_,12.68µm
_1891_,12.66µm
_2312_,12.66µm
net103,12.64µm
_2404_,12.64µm
_2408_,12.64µm
RESULT_SYS\[9\],12.63µm
INSTR_STREAM[3],12.63µm
_0625_,12.62µm
net539,12.62µm
net632,12.62µm
net650,12.62µm
_0271_,12.605µm
_0088_,12.6µm
net606,12.6µm
_1043_,12.58µm
_1835_,12.58µm
_2004_,12.58µm
net579,12.58µm
net625,12.58µm
REG_FILE\[14\]\[7\],12.54µm
net684,12.54µm
_1938_,12.52µm
_1187_,12.5µm
_1589_,12.5µm
_1625_,12.5µm
_1749_,12.5µm
_1911_,12.5µm
_0888_,12.46µm
_1927_,12.46µm
net586,12.46µm
_1723_,12.44µm
net459,12.43µm
_0286_,12.425µm
REG_FILE\[14\]\[8\],12.42µm
_1282_,12.42µm
net39,12.415µm
_0520_,12.4µm
_1674_,12.4µm
_1124_,12.36µm
_1766_,12.36µm
_0267_,12.345µm
_0890_,12.34µm
_0712_,12.32µm
_1078_,12.32µm
_1785_,12.29µm
INSTR_STREAM[1],12.29µm
INSTR_STREAM[6],12.29µm
_0607_,12.28µm
_0614_,12.28µm
_0990_,12.24µm
INSTR_STREAM[18],12.23µm
_0450_,12.22µm
_2386_,12.22µm
_1559_,12.2µm
REG_FILE\[6\]\[4\],12.18µm
_1882_,12.18µm
_2013_,12.18µm
REG_FILE\[2\]\[3\],12.16µm
_0679_,12.16µm
_1212_,12.16µm
_2229_,12.16µm
net770,12.16µm
net790,12.16µm
_0162_,12.145µm
REG_FILE\[10\]\[6\],12.14µm
_2300_,12.14µm
_0208_,12.125µm
_0231_,12.125µm
_1154_,12.12µm
_1317_,12.12µm
_1411_,12.12µm
_1450_,12.12µm
RESULT_ALU\[14\],12.08µm
_0809_,12.08µm
_1052_,12.08µm
_2293_,12.06µm
net8,12.04µm
net23,12.04µm
REG_FILE\[12\]\[2\],12.04µm
_0582_,12.04µm
_1032_,12.04µm
_0360_,12.035µm
net819,12.03µm
_0218_,12.005µm
_0471_,12µm
_0901_,12µm
_1152_,12µm
_1288_,12µm
_1896_,12µm
_0466_,11.96µm
_0823_,11.96µm
_1962_,11.96µm
INSTR_STREAM[29],11.95µm
_0532_,11.94µm
_2045_,11.94µm
net53,11.92µm
_1928_,11.92µm
net745,11.92µm
_1733_,11.9µm
INSTR_STREAM[19],11.89µm
RESULT_ALU\[0\],11.88µm
_1018_,11.88µm
_1366_,11.88µm
_2143_,11.88µm
_0567_,11.86µm
_0443_,11.84µm
_0627_,11.84µm
_1689_,11.84µm
_1811_,11.84µm
_2023_,11.84µm
net570,11.84µm
_1512_,11.82µm
_0754_,11.8µm
_1736_,11.8µm
net746,11.8µm
_0637_,11.78µm
_0895_,11.78µm
net764,11.78µm
_0566_,11.76µm
_1003_,11.76µm
_1431_,11.76µm
_0067_,11.745µm
_0641_,11.74µm
_0821_,11.74µm
_1361_,11.74µm
_1635_,11.74µm
net801,11.73µm
_2020_,11.7µm
_0173_,11.695µm
_0052_,11.685µm
net609,11.68µm
_0105_,11.665µm
_0683_,11.66µm
_0929_,11.66µm
net561,11.66µm
IMM\[1\],11.62µm
_1548_,11.62µm
_1986_,11.62µm
net731,11.62µm
INSTR_STREAM[31],11.61µm
MEM_LD_DATA[3],11.61µm
net652,11.6µm
_1174_,11.58µm
_2239_,11.58µm
net661,11.58µm
net666,11.58µm
_2163_,11.56µm
MEM_LD_DATA[2],11.55µm
_1139_,11.54µm
net806,11.54µm
_1316_,11.52µm
_0089_,11.5µm
_0500_,11.5µm
_2074_,11.5µm
_2233_,11.5µm
_2374_,11.5µm
net800,11.5µm
_1210_,11.48µm
_1371_,11.48µm
RESULT_MEM\[0\],11.475µm
_1144_,11.465µm
_1525_,11.445µm
RESULT_ALU\[13\],11.44µm
_1055_,11.42µm
net540,11.42µm
_1330_,11.4µm
_2355_,11.4µm
_0893_,11.38µm
_1200_,11.38µm
net699,11.38µm
_1071_,11.36µm
_1223_,11.36µm
_2307_,11.36µm
_0633_,11.34µm
_1421_,11.34µm
_2168_,11.32µm
REG_FILE\[10\]\[4\],11.28µm
_1813_,11.26µm
_2169_,11.26µm
net705,11.26µm
net767,11.26µm
net2,11.24µm
_0154_,11.24µm
_1390_,11.24µm
_1408_,11.24µm
_1776_,11.24µm
_1778_,11.24µm
_2234_,11.24µm
net618,11.24µm
net789,11.24µm
_0161_,11.225µm
_0172_,11.225µm
_0260_,11.215µm
MEM_LD_DATA[5],11.21µm
_0950_,11.18µm
RESULT_SYS\[13\],11.17µm
_1616_,11.16µm
_0374_,11.145µm
_0122_,11.14µm
_1214_,11.12µm
_1379_,11.12µm
net714,11.12µm
